Samp,Directory,File,State,Country,RANGE,Year,TimeBin,PCOASamp,PcoaGroups,PcoaGroupRegion,PcoaYR,SampleN,lat,lon,H_C,N_S,Heterozygosity,K2Q1S1964,K2Q2S1964,K3Q1S1964,K3Q2S1964,K3Q3S1964,K4Q1S1964,K4Q2S1964,K4Q3S1964,K4Q4S1964,MaxK3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,NREAD,COVERAGE,AC_COVERAGE,AC_COUNT,AC_2_COVERAGE,AC_2_COUNT,LI_COVERAGE,LI_COUNT,Region,stdAC,stdLI,geno_Hb7a1,geno_Hb7a2,geno_Hb7b,geno_Hb9,geno_Hb13,PC1_TE,PC2_TE,PC3_TE,PC4_TE,PC5_TE
TRHS219,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS219_CKDL230018651-1A_225KJTLT3_L3_C1.bam,KY,USA,NAM,1983,1958-1997,1983_TRHS219,1958-1997,1958-1997_NA,1983_NA,288,38.69562765,-84.36027218,H,NA,0.002760628,0.242169666,0.757830334,0.526438407,0.311269558,0.162292035,0.32696332,2.72E-05,0.259908308,0.413101161,5.26E-01,0.01895997,0.024554336,-0.002582098,0.023234201,-0.039392265,-0.027109174,-0.014518579,0.014752738,-0.017878362,0.007490746,19014162,0,0,0,0,0,46.262,52,Middle,0,2.73E-06,0,0,0,0.5,0,70.87814829,-6.539619552,-10.35438629,2.542747977,-7.213031598
TRHS87,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS87_CKDL230018650-1A_225KJTLT3_L2_C1.bam,IL,USA,NAM,1949,1918-1957,1949_TRHS87,1918-1957,1918-1957_NA,1949_NA,101,38.71994802,-87.72672984,H,NA,0.00307377,0.053776257,0.946223743,0.902325605,0.07886444,0.018809956,0.055850698,1.00E-09,0.069450288,0.874699013,9.02E-01,0.033683111,0.059720095,-0.016012716,-0.03300647,0.043451147,-0.009437777,0.004478072,-0.010282569,0.00846758,0.001228609,25770577,0,76.2477,45,60.7937,41,64.6262,80,Middle,1.75E-06,3.10E-06,0,0,0,0,0,101.587373,-8.979730132,-7.293459417,0.674150884,2.117356223
TRHS103,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS103_CKDL230018650-1A_225KJTLT3_L2_C1.bam,IL,USA,NAM,1979,1958-1997,1979_TRHS103,1958-1997,1958-1997_NA,1979_NA,289,38.82971226,-89.90499843,H,NA,0.003091114,0.36755447,0.63244553,0.475406542,0.244780517,0.279812941,0.249587283,0.111573604,0.257685748,0.381153364,4.75E-01,0.007441927,0.022422767,-0.00276582,0.014810671,-0.119650908,0.062379547,-0.039289235,-0.009513694,0.007324613,-0.00852206,23514403,0,80.0962,31,53.5779,35,10.9664,8,Middle,1.32E-06,3.40E-07,0,0.5,0,0.5,0,82.50383401,-6.196762883,-1.075854287,-1.757416911,-4.64750141
MO_5457783,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,MO_5457783_CKDL230010355-1A_HJJGGCCX2_L2_C1.bam,IL,USA,NAM,2001,1998-Present,2001_MO_5457783,1998-Present,1998-Present_NA,2001_NA,385,38.82971226,-89.90499843,H,NA,0.003096719,0.23066406,0.76933594,0.21027639,0.669174917,0.120548693,0.666660845,0.053796455,0.105908759,0.173633941,6.69E-01,0.022277175,-0.014407322,0.006658488,0.008529697,0.008818343,-0.011805436,0.002018437,-0.005128619,0.002682635,-0.021797938,21893313,0,1.14251,2,0,0,15.4728,14,Middle,9.14E-08,6.39E-07,0,0,0,0,0,86.36462605,-9.779802098,-10.20500715,1.568248169,6.423921988
WVA_56235,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,WVA_56235_CKDL230010355-1A_HJJGGCCX2_L2_C1.bam,WV,USA,NAM,1961,1958-1997,1961_WVA_56235,1958-1997,1958-1997_NA,1961_NA,290,38.89782642,-80.23342321,H,NA,0.002128361,0.242373349,0.757626651,0.043791383,0.833387497,0.12282112,0.8475953,0.036072414,0.116332142,1.44E-07,8.33E-01,0.022022124,-0.031132481,0.009225538,0.005305158,0.005256892,-0.022820679,0.011860017,0.012613664,0.017858037,0.003577173,9151263,0,0,0,1.14251,2,5.52227,8,Middle,0,8.74E-07,0,0,0.5,0,0,-24.27167336,9.575732234,-10.40178051,-6.152474634,-3.549490454
TRH4_54,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_54_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,WV,USA,NAM,1986,1958-1997,1986_TRH4_54,1958-1997,1958-1997_NA,1986_NA,291,38.89782642,-80.23342321,H,NA,0.00344835,0.278541299,0.721458701,0.080186667,0.762147623,0.157665709,0.770249399,0.060766387,0.135388928,0.033595286,7.62E-01,0.018493266,-0.02883992,0.030093706,0.009670091,-0.002317896,-0.017483779,-0.01431666,-0.012511581,-0.01828261,-0.000991215,25569496,0,62.2369,30,69.9339,30,50.2735,62,Middle,1.17E-06,2.42E-06,0,0,0,0.5,0,77.81547433,0.879470615,1.08882194,-7.150298936,-4.844663841
TRHS222,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS222_CKDL230018651-1A_225KJTLT3_L3_C1.bam,MD,USA,NAM,1971,1958-1997,1971_TRHS222,1958-1997,1958-1997_NA,1971_NA,292,38.99415716,-76.56759706,H,NA,0.003014065,0.211472066,0.788527934,0.109863034,0.800036651,0.090100315,0.813613404,1.00E-09,0.128978072,0.057408522,8.00E-01,0.024632602,-0.026374645,0.021524396,0.026014377,-0.017652713,-0.039876373,0.012666011,0.048416063,0.103657903,0.177125979,23498135,0,47.264,24,47.8052,26,21.2555,29,Middle,1.02E-06,1.23E-06,0,0,0.5,0,0,92.93675624,-12.44998946,-10.25864032,-0.643399355,-3.810670834
TRHS285,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS285_CKDL230018652-1A_225KJTLT3_L4_C1.bam,MO,USA,NAM,1965,1958-1997,1965_TRHS285,1958-1997,1958-1997_NA,1965_NA,293,39.00847567,-94.34610078,H,NA,0.002962723,0.179809434,0.820190566,0.025052375,0.91527375,0.059673875,0.893616092,0.069516905,9.28E-06,0.036857726,9.15E-01,0.026535136,-0.034599891,-0.01321042,0.016153089,-0.003435362,-0.020016363,0.003136523,0.0066666,-0.025139749,-0.017708933,29266909,0,1.26278,2,0,0,0,0,Middle,6.83E-08,0,0,0,0,0,0,38.20372056,22.74977167,-0.266413982,-0.843849463,4.80954707
MO_5452217,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,MO_5452217_CKDL230010355-1A_HJJGGCCX2_L2_C1.bam,MO,USA,NAM,2013,1998-Present,2013_MO_5452217,1998-Present,1998-Present_NA,2013_NA,386,39.00847567,-94.34610078,H,NA,0.003341342,0.396628267,0.603371733,0.319662549,0.392611309,0.287726142,0.420640272,0.077046007,0.302570401,0.19974332,3.93E-01,0.007165803,0.005977282,0.043237293,-0.001984714,-0.029178992,-0.013397788,0.012205306,0.02999357,0.013026824,-0.010482823,18262504,0,57.2459,30,36.1996,18,65.8244,64,Middle,1.64E-06,3.50E-06,0,0,0,0,0,93.85180188,-27.76059548,-19.68250419,1.836528851,0.934718204
TRHS266,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS266_CKDL230018652-1A_225KJTLT3_L4_C1.bam,MO,USA,NAM,1968,1958-1997,1968_TRHS266,1958-1997,1958-1997_NA,1968_NA,294,39.06558843,-93.78554266,H,NA,0.003541011,0.137911845,0.862088155,0.003856274,0.975061583,0.021082143,0.968967217,1.00E-09,0.031032767,1.53E-08,9.75E-01,0.031677479,-0.039731828,0.010020159,0.016482877,0.001363157,-0.022207858,-0.000495892,0.001182461,-0.013589603,-0.036417695,30235106,0,69.994,46,57.5466,34,9.2472,18,Middle,1.52E-06,5.95E-07,0,0,0,0,0,78.46098771,5.930391808,0.414603684,-1.444652441,0.759909775
TRHS85,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS85_CKDL230018650-1A_225KJTLT3_L2_C1.bam,IL,USA,NAM,1947,1918-1957,1947_TRHS85,1918-1957,1918-1957_NA,1947_NA,102,39.08550549,-90.3565283,H,NA,0.003032056,1.00E-09,0.999999999,0.970745226,0.029254773,1.00E-09,0.007845604,1.00E-09,1.00E-09,0.992154394,9.71E-01,0.039474393,0.06191079,-0.022787392,-0.025665013,0.041303729,-0.004821845,0.01461351,-0.009706399,0.036457703,0.057473044,24077131,0,83.3434,48,75.2856,57,69.0023,112,Middle,1.99E-06,4.65E-06,0,0,1,0,0,60.78088206,10.51807627,5.488273254,-4.58075953,-3.744078393
TRHS402,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS402_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,1935,1918-1957,1935_TRHS402,1918-1957,1918-1957_NA,1935_NA,103,39.1099292,-82.0420769,H,NA,0.00303394,0.236911459,0.763088541,0.273954428,0.595724405,0.130321167,0.570780612,0.109430114,0.055261037,0.264528237,5.96E-01,0.020732486,-0.007080601,-0.002591814,-0.001383031,0.015504448,-0.016969239,0.008326027,-0.008978025,-0.004990428,-0.018125766,20403718,0,66.0253,20,61.6957,42,49.1795,52,Middle,9.80E-07,2.55E-06,0,0,0,0,0,70.82116582,-0.251867551,-3.029022559,-2.795743491,-3.484452755
TRH4_58,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_58_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,WV,USA,NAM,1965,1958-1997,1965_TRH4_58,1958-1997,1958-1997_NA,1965_NA,295,39.11359529,-79.56497417,H,NA,0.003964376,0.134392585,0.865607415,0.028258331,0.960304644,0.011437025,0.943280897,0.02241168,1.00E-09,0.034307422,9.60E-01,0.031537917,-0.039032721,-0.016816062,0.02369447,-0.005420055,-0.015927201,0.023473157,-0.0022073,0.012082832,0.034090719,40448479,0,0,0,0,0,50.2996,108,Middle,0,2.67E-06,0,0,0.5,0,0,84.86837498,12.01020664,12.88149675,-8.336506936,10.18502018
TRH4_57,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_57_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,WV,USA,NAM,1994,1958-1997,1994_TRH4_57,1958-1997,1958-1997_NA,1994_NA,296,39.11359529,-79.56497417,H,NA,0.003042196,0.349767996,0.650232004,0.41898178,0.327625544,0.253392676,0.356991828,0.035430764,0.319735996,0.287841411,4.19E-01,0.008675179,0.016789327,0.009863682,0.020134777,-0.077120467,-0.00024945,-0.008303403,-0.000860214,0.027328068,0.055068012,21159816,0,27.3602,10,47.4444,22,9.22115,6,Middle,4.73E-07,2.84E-07,0,0,0.5,0.5,0,54.76977205,7.981118362,-0.332641495,-5.009237949,-9.728786248
TRH4_55,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_55_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,WV,USA,NAM,1952,1918-1957,1952_TRH4_55,1918-1957,1918-1957_NA,1952_NA,104,39.17826738,-81.06294738,H,NA,0.003435734,0.279844179,0.720155821,0.090728915,0.748723231,0.160547854,0.763890847,0.042971142,0.161353588,0.031784423,7.49E-01,0.017048423,-0.026198645,0.00826712,0.021249201,-0.006248711,-0.015782024,-0.008450918,-0.002447108,0.012132248,-0.029763268,24450703,0,2.10463,6,1.26278,2,8.10107,22,Middle,2.45E-07,9.00E-07,0,0,0,0,0,46.31342848,17.35845203,6.658542172,-5.448135642,-4.009520378
TRHS86,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS86_CKDL230018650-1A_225KJTLT3_L2_C1.bam,IL,USA,NAM,1947,1918-1957,1947_TRHS86,1918-1957,1918-1957_NA,1947_NA,105,39.23104593,-89.47884855,H,NA,0.003485964,0.185844107,0.814155893,3.02E-06,0.938684273,0.061312706,0.929287427,0.032506981,0.038205591,1.00E-09,9.39E-01,0.027520225,-0.040390849,0.015875845,0.021000916,0.006309851,-0.018508913,0.020910692,-0.013142896,0.019215918,0.023175936,25857806,0,64.101,34,59.1702,50,55.6395,66,Middle,1.31E-06,2.55E-06,0,0,0.5,0,0,78.29772061,3.979457843,3.834560269,-4.739195809,-1.48636967
WVA_56236,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,WVA_56236_CKDL230010355-1A_HJJGGCCX2_L2_C1.bam,WV,USA,NAM,1934,1918-1957,1934_WVA_56236,1918-1957,1918-1957_NA,1934_NA,106,39.28352969,-80.37987499,H,NA,0.002226034,0.218628441,0.781371559,0.097888881,0.808035678,0.094075441,0.767538601,0.11655339,1.00E-09,0.115908009,8.08E-01,0.022991966,-0.026867411,-0.013567498,0.003980496,-0.009860286,0.032302044,0.007459748,-0.006427502,0.012438171,-0.003668342,11564650,0,0,0,1.20265,2,3.88122,4,Middle,0,3.46E-07,0,0.5,0.5,0,0,-38.49179157,22.93307761,-3.16547327,-8.514206477,-5.270158087
TRHS268,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS268_CKDL230018652-1A_225KJTLT3_L4_C1.bam,MO,USA,NAM,1965,1958-1997,1965_TRHS268,1958-1997,1958-1997_NA,1965_NA,297,39.31052075,-94.42086529,H,NA,0.002136034,0.042182754,0.957817246,0.249533902,0.750466097,1.00E-09,0.727080539,1.00E-09,1.00E-09,0.272919459,7.50E-01,0.038173972,-0.012773363,-0.01597116,0.005530041,9.66E-05,-0.01875692,0.013124564,0.012260972,-0.012233955,-0.009168563,16214359,0,20.5051,12,21.828,12,19.4061,42,Middle,7.40E-07,2.59E-06,0,0,0.5,0,0,-41.23331958,37.48252762,-12.22544728,-0.145235568,4.084295002
TRHS284,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS284_CKDL230018652-1A_225KJTLT3_L4_C1.bam,MO,USA,NAM,1913,1878-1917,1913_TRHS284,1878-1917,1878-1917_NA,1913_NA,20,39.34383519,-91.17136321,H,NA,0.000956258,6.87E-06,0.999993134,0.037842814,0.962157185,1.00E-09,0.942339084,1.00E-09,1.00E-09,0.057660914,9.62E-01,0.037741319,-0.032798838,-0.006433561,0.005724502,-0.00161053,-0.010276274,0.010890157,0.001783567,0.000345484,-0.001279552,8047506,0,0,0,3.66807,2,1.35452,2,Middle,0,2.49E-07,0,0,0.5,0,0,-134.2976796,24.4569369,-37.29498674,-0.718165319,-2.883325158
TRHS269,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS269_CKDL230018652-1A_225KJTLT3_L4_C1.bam,MO,USA,NAM,1974,1958-1997,1974_TRHS269,1958-1997,1958-1997_NA,1974_NA,299,39.34383519,-91.17136321,H,NA,0.00315525,0.100694728,0.899305272,0.010199218,0.989800781,1.00E-09,0.979292365,1.00E-09,1.00E-09,0.020707633,9.90E-01,0.033103059,-0.038811238,-0.013569894,0.017853146,-0.000161761,-0.034993927,0.002780108,-0.005007879,-0.023005865,-0.022773867,29331424,0,53.0968,38,40.4089,22,8.25736,14,Middle,1.30E-06,4.77E-07,0,0,0,0,0,42.25189323,24.2641118,2.117941078,-2.345658252,-1.252750796
TRHS259,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS259_CKDL230018652-1A_225KJTLT3_L4_C1.bam,MO,USA,NAM,1974,1958-1997,1974_TRHS259,1958-1997,1958-1997_NA,1974_NA,298,39.34383519,-91.17136321,H,NA,0.00273237,0.100086049,0.899913951,0.004284341,0.995715658,1.00E-09,0.988945807,1.00E-09,1.00E-09,0.011054191,9.96E-01,0.03449592,-0.039508613,-0.009318976,0.019111005,0.004789733,-0.023704051,0.020474543,0.010332402,0.006312598,-0.004748561,25296669,0,0,0,0,0,9.76817,12,Middle,0,4.74E-07,0,0,0.5,0,0,41.88122536,16.69417157,-2.798918696,-1.473926789,-0.966463484
TRHS270,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS270_CKDL230018652-1A_225KJTLT3_L4_C1.bam,MO,USA,NAM,1983,1958-1997,1983_TRHS270,1958-1997,1958-1997_NA,1983_NA,300,39.42698148,-93.50517578,H,NA,0.002365123,0.07185587,0.92814413,0.034030286,0.965969713,1.00E-09,0.954645587,1.00E-09,1.00E-09,0.045354411,9.66E-01,0.035491776,-0.034601828,-0.011388909,0.017495297,-0.004236592,-0.022498974,0.020466567,0.01245319,-0.012133302,0.000301209,17087438,0,29.6452,14,5.71257,4,3.80307,18,Middle,8.19E-07,1.05E-06,0,0,0.5,0,0,8.41077111,24.20656126,-1.068303585,-1.21394506,2.196001402
MO_6848343,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,MO_6848343_CKDL230010355-1A_HJJGGCCX2_L2_C1.bam,MO,USA,NAM,2013,1998-Present,2013_MO_6848343,1998-Present,1998-Present_NA,2013_NA,387,39.49546503,-92.00073525,H,NA,0.003584445,0.322294195,0.677705805,0.299332227,0.480649946,0.220017827,0.488232699,0.085924563,0.197732495,0.228110243,4.81E-01,0.01405899,0.000198712,0.043915799,-0.019220249,0.023926867,-0.005118128,0.042101757,-0.005812357,0.013294324,-0.030357053,19947147,0,70.7156,26,39.2063,18,13.0763,11,Middle,1.30E-06,5.51E-07,0,0,0,0,0.5,90.71619283,-15.26339596,-9.342754921,1.489249427,-0.361875897
MO_3179229,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,MO_3179229_CKDL230010355-1A_HJJGGCCX2_L2_C1.bam,MO,USA,NAM,1956,1918-1957,1956_MO_3179229,1918-1957,1918-1957_NA,1956_NA,107,39.49546503,-92.00073525,H,NA,0.001368707,0.105386326,0.894613674,0.20719418,0.772633171,0.020172649,0.762047765,0.006366426,0.03393387,0.19765194,7.73E-01,0.030819727,-0.0161188,-0.006088822,0.005969594,-0.009355625,-0.016488909,0.006239642,0.011510951,-0.012149516,-0.004969506,6117547,0,20.0842,14,31.81,16,7.13728,6,Middle,2.29E-06,9.81E-07,0,0,0,0.5,0.5,-119.4194383,19.02383382,-25.53866111,-7.286337234,-7.139765773
TRHS417,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS417_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,1938,1918-1957,1938_TRHS417,1918-1957,1918-1957_NA,1938_NA,108,39.5261206,-119.8126581,H,NA,0.00326335,0.214792871,0.785207129,0.043068926,0.867391071,0.089540003,0.859590504,0.060134932,0.048092719,0.032181845,8.67E-01,0.025190683,-0.034802665,0.014202457,0.011843948,0.00461876,0.001273502,0.009820922,-0.011576271,0.086014042,0.07417751,25858573,0,65.4841,26,25.917,14,17.9474,18,Middle,1.01E-06,6.96E-07,0,0,1,0,0,100.0593709,-11.82563613,-9.133445562,-0.988391621,-0.178039264
TRHS142,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS142_CKDL230018650-1A_225KJTLT3_L2_C1.bam,IL,USA,NAM,1947,1918-1957,1947_TRHS142,1918-1957,1918-1957_NA,1947_NA,109,39.54583175,-89.27725431,H,NA,0.00337539,0.262585095,0.737414905,0.048273585,0.812347738,0.139378676,0.805033889,0.090799636,0.075818702,0.028347773,8.12E-01,0.019598377,-0.031458059,0.006619192,0.016207073,-0.009374057,-0.01027202,-0.00885793,-0.006488659,0.023248624,-0.011438508,22821086,0,0,0,0,0,5.88695,4,Middle,0,1.75E-07,0,0,0,0.5,0,66.19392606,3.781517346,4.868044431,-5.189999911,-2.41501923
TRH4_65,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_65_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,WV,USA,NAM,1977,1958-1997,1977_TRH4_65,1958-1997,1958-1997_NA,1977_NA,301,39.56043315,-78.25773171,H,NA,0.002672213,0.112238971,0.887761029,1.25E-07,0.999999874,1.00E-09,0.999927398,1.00E-09,2.18E-08,7.26E-05,1.00E+00,0.032296502,-0.041155995,-0.004547983,0.015247349,-0.006619925,-0.016412524,0.017783659,0.007746484,0.008579691,0.00115565,18933937,0,84.7264,58,61.7559,66,5.8088,12,Middle,3.06E-06,6.34E-07,0,0,0.5,0,0,-51.34650115,41.48360552,-1.290424838,-3.531916885,-5.137800366
TRHS158,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS158_CKDL230018651-1A_225KJTLT3_L3_C1.bam,MD,USA,NAM,1939,1918-1957,1939_TRHS158,1918-1957,1918-1957_NA,1939_NA,110,39.56242025,-75.94810697,H,NA,0.002792193,0.199440856,0.800559144,1.00E-09,0.93400445,0.065995549,0.916478293,0.083521705,1.00E-09,1.00E-09,9.34E-01,0.024941434,-0.043989514,-0.005774359,0.009985459,0.010955189,-0.011123302,0.012823031,0.007066192,-0.005207128,0.018906211,19971416,0,1.14251,2,0,0,10.9143,12,Middle,1.00E-07,6.01E-07,0,0,0.5,0,0,23.52009088,20.04982036,4.509095162,-5.966662091,-1.662234816
WVA_105307,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,WVA_105307_CKDL230010355-1A_HJJGGCCX2_L2_C1.bam,WV,USA,NAM,1912,1878-1917,1912_WVA_105307,1878-1917,1878-1917_NA,1912_NA,22,39.63028389,-80.04654416,H,NA,0.002670287,0.610098285,0.389901715,0.010117986,0.521518098,0.468363917,0.410916518,0.552604788,1.00E-09,0.036478693,5.22E-01,-0.012447268,-0.027411134,-0.038528605,-0.011449708,-0.010056637,0.014160359,0.008337762,0.012553572,-0.067370876,0.025230604,15632727,0,0,0,0,0,0,0,Middle,0,0,0.5,0,0,0,1,-14.90853077,23.21414113,0.344768063,-4.423436143,-1.607047657
TRH4_63,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_63_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,WV,USA,NAM,1907,1878-1917,1907_TRH4_63,1878-1917,1878-1917_NA,1907_NA,21,39.63028389,-80.04654416,H,NA,0.001849956,0.071426963,0.928573037,0.000383109,0.99961689,1.00E-09,0.995691016,1.00E-09,4.18E-06,0.004304806,1.00E+00,0.0332148,-0.039685716,-0.003297261,0.012198295,5.92E-05,-0.019106634,0.013839572,0.012797352,-0.011266475,-0.020064828,10911968,0,0,0,0,0,21.3337,28,Middle,0,2.57E-06,0,0,0,0,0,-71.42074591,34.97960527,-18.53939183,-1.109222721,-6.109539383
TRH4_62,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_62_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,WV,USA,NAM,1930,1918-1957,1930_TRH4_62,1918-1957,1918-1957_NA,1930_NA,111,39.63028389,-80.04654416,H,NA,0.002582736,0.18592527,0.81407473,0.118122874,0.804856824,0.077020302,0.816819493,3.35E-09,0.127070429,0.056110075,8.05E-01,0.025451637,-0.024611676,0.001789887,0.019401499,-0.00901857,-0.020783817,-0.007136914,-0.000205586,-0.004171737,-0.022985954,15900656,0,8.65905,10,23.4516,9,3.3863,4,Middle,6.29E-07,2.52E-07,0,0,0,0,0,-7.659731841,27.91016514,-3.111470208,-5.691112721,-13.12463953
TRH4_59,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_59_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,WV,USA,NAM,1961,1958-1997,1961_TRH4_59,1958-1997,1958-1997_NA,1961_NA,302,39.63028389,-80.04654416,H,NA,0.003428198,0.000175759,0.999824241,0.475115558,0.524884441,1.00E-09,0.497696154,1.00E-09,1.00E-09,0.502303844,5.25E-01,0.04161796,0.010663573,-0.036827039,-0.0043531,0.010616405,-0.035767367,0.007571273,0.01048509,-0.033064653,-0.014170297,33774909,0,27.1798,22,35.9591,18,12.4772,30,Middle,6.51E-07,8.88E-07,0,0,0,0,0,44.47600426,27.19320369,14.97299472,-10.46665293,-6.617844102
TRHS148,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS148_CKDL230018651-1A_225KJTLT3_L3_C1.bam,IL,USA,NAM,1948,1918-1957,1948_TRHS148,1918-1957,1918-1957_NA,1948_NA,112,39.76945477,-88.2173347,H,NA,0.002965465,0.212911647,0.787088353,0.007756534,0.905991523,0.086251943,0.897544214,0.058847053,0.043608732,1.00E-09,9.06E-01,0.024793223,-0.038171807,0.011100354,0.007601458,-0.002509197,-0.024640535,0.000653031,0.00681107,-0.011893615,-0.025410243,20687719,0,77.7511,46,72.5797,41,2.73509,4,Middle,2.22E-06,1.93E-07,0,0,0,0,0,62.58202883,1.691522049,2.309036875,-3.207686312,-4.66965614
TRHS132,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS132_CKDL230018650-1A_225KJTLT3_L2_C1.bam,NJ,USA,NAM,1921,1918-1957,1921_TRHS132,1918-1957,1918-1957_NA,1921_NA,113,39.80353924,-74.95975436,H,NA,0.003038531,0.184084358,0.815915642,0.028564255,0.91210609,0.059329655,0.910694513,1.00E-09,0.089305485,1.00E-09,9.12E-01,0.027212311,-0.036997177,0.028822647,0.017547854,0.006283308,-0.0303116,-0.0077777,-0.001842097,-0.007644865,-0.034675755,20705202,0,0,0,0,0,4.92316,6,Middle,0,2.90E-07,0,0,0,0,0,69.81578,-0.823717812,1.390285922,-5.007154816,-2.609316202
TRHS130,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS130_CKDL230018650-1A_225KJTLT3_L2_C1.bam,NJ,USA,NAM,1927,1918-1957,1927_TRHS130,1918-1957,1918-1957_NA,1927_NA,114,39.80353924,-74.95975436,H,NA,0.00303161,0.270614538,0.729385462,0.055866436,0.803618331,0.140515233,0.76465527,0.162349189,5.10E-05,0.072944498,8.04E-01,0.01856483,-0.031112518,-0.012093002,0.000825623,-0.02212086,0.061962786,0.005487829,-0.023512272,-0.003472569,-0.032143374,21536223,0,40.6494,24,30.7276,12,25.5796,44,Middle,1.11E-06,2.04E-06,0,0.5,0,0,0,26.4042176,21.21714147,6.406904605,-6.553942457,3.664766679
TRHS119,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS119_CKDL230018650-1A_225KJTLT3_L2_C1.bam,NJ,USA,NAM,1892,1878-1917,1892_TRHS119,1878-1917,1878-1917_NA,1892_NA,23,39.80353924,-74.95975436,H,NA,0.001692507,0.040850891,0.959149109,0.006308354,0.993691645,1.00E-09,0.985264638,1.00E-09,1.00E-09,0.01473536,9.94E-01,0.036349038,-0.038115457,-0.005635057,0.014343937,-0.004777874,-0.023246941,0.010928319,0.008940493,-0.004641878,-0.016944308,11049151,0,17.7992,10,18.0397,12,2.50065,2,Middle,9.05E-07,1.81E-07,0,0,0,0,0,-63.54252892,27.33670317,-12.01941524,-3.779726843,1.685835289
TRHS118,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS118_CKDL230018650-1A_225KJTLT3_L2_C1.bam,NJ,USA,NAM,1903,1878-1917,1903_TRHS118,1878-1917,1878-1917_NA,1903_NA,24,39.80353924,-74.95975436,H,NA,0.002176596,4.55E-05,0.999954513,0.041566704,0.958433295,1.00E-09,0.941723166,1.00E-09,1.00E-09,0.058276832,9.58E-01,0.038934935,-0.033706623,-0.010482488,0.010977787,-0.001592398,-0.026943169,0.013646372,0.014107556,-0.015894066,-0.018733447,17618260,0,44.8587,40,27.1197,20,5.20969,4,Middle,2.27E-06,2.27E-07,0,0,0,0,0,-38.24912156,37.11023677,-5.299832736,1.548435579,2.821088973
