Samp,Directory,File,State,Country,RANGE,Year,TimeBin,PCOASamp,PcoaGroups,PcoaGroupRegion,PcoaYR,SampleN,lat,lon,H_C,N_S,Heterozygosity,K2Q1S1964,K2Q2S1964,K3Q1S1964,K3Q2S1964,K3Q3S1964,K4Q1S1964,K4Q2S1964,K4Q3S1964,K4Q4S1964,MaxK3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,NREAD,COVERAGE,AC_COVERAGE,AC_COUNT,AC_2_COVERAGE,AC_2_COUNT,LI_COVERAGE,LI_COUNT,Region,stdAC,stdLI,geno_Hb7a1,geno_Hb7a2,geno_Hb7b,geno_Hb9,geno_Hb13,PC1_TE,PC2_TE,PC3_TE,PC4_TE,PC5_TE
Landshut_4_12,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_4_12_CKDL210014811-1a-AK7758-7UDI246_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.806103025,0.193896975,0.221407693,0.084870163,0.693722143,0.047403333,0.546556713,0.255780422,0.150259532,6.94E-01,-0.030221513,0.010152724,0.000927523,-0.014932319,-0.008926305,-0.013063422,-0.010028388,0.011769807,-0.01067436,0.004561257,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-71.94096302,5.892559501,8.660521542,7.687771261,-4.635594224
Landshut_4_11,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_4_11_CKDL210000436-1a-AK18889-AK1864_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.999999999,1.00E-09,0.043529368,0.037255634,0.919214997,1.00E-09,0.945356029,1.06E-09,0.054643969,9.19E-01,-0.051976582,-0.002989785,-0.045247483,-0.023194262,-0.033934417,-0.040791641,-0.01593782,-0.033055556,0.0187541,0.005167095,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-56.12997925,-6.287987518,12.1976082,0.281826479,-4.578089042
Landshut_4_10,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_4_10_CKDL210014811-1a-AK7758-GC12_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.828697501,0.171302499,0.210496396,0.078123361,0.711380243,0.042548188,0.54841769,0.282159637,0.126874485,7.11E-01,-0.031415413,0.010038742,0.005735899,-0.013737644,-0.004509564,-0.016274418,0.007886525,0.010455824,-0.001024584,-0.011940396,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-96.38990547,-6.132157698,-1.48816864,2.613251106,-1.981990867
Landshut_3_8,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_3_8_CKDL210014811-1a-5UDI301-7UDI246_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.964987759,0.035012241,0.053532208,0.090275214,0.856192579,0.000389945,0.851326835,0.087007431,0.061275789,8.56E-01,-0.050062027,-0.004827864,-0.041871896,-0.045128297,-0.053391361,0.001194333,-0.003891101,-0.072305272,0.081321502,0.023253071,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,70.52508121,-16.43244595,6.260802462,10.91484679,4.312165775
Landshut_3_5,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_3_5_CKDL210014811-1a-5UDI301-AK2587_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.786141058,0.213858942,0.129432279,0.207550383,0.663017338,0.166044267,0.527642948,0.242631164,0.063681621,6.63E-01,-0.026128835,-0.001840447,0.01497573,-0.018617454,-0.025697601,0.033965695,0.010299422,0.046947874,-0.028062745,-0.004643022,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-100.0195419,-10.33944862,-0.105211379,-3.151117393,-2.70014398
Landshut_3_3,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_3_3_CKDL210014811-1a-5UDI301-7UDI308_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.982964203,0.017035797,0.103467843,0.017119181,0.879412976,1.00E-09,0.782464429,0.162548349,0.054987221,8.79E-01,-0.046602453,0.003639667,-0.012146472,-0.020672646,-0.02381131,-0.026151544,0.006646281,-0.008181366,0.018303639,-0.012097667,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-61.41833672,-16.87766088,-2.532989099,0.652471897,0.425272339
Landshut_3_20,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_3_20_CKDL210000436-1a-AK18889-AK4971_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.662965053,0.337034947,0.172501701,0.279570964,0.547927336,0.212548913,0.510334859,0.114795159,0.162321069,5.48E-01,-0.016440146,-0.003543272,-0.013420339,-0.002841257,-0.026998511,0.061264507,-0.034007128,0.020013439,-0.038801656,0.017074341,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-99.39023482,5.797526118,7.6735069,4.282951662,-13.04787825
Landshut_3_2,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_3_2_CKDL210014811-1a-5UDI301-AK7558_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.844352237,0.155647763,0.120915214,0.151410168,0.727674618,0.113629879,0.569234232,0.268484042,0.048651847,7.28E-01,-0.034091917,9.16E-06,0.014990418,-0.021478584,-0.017474609,0.00447686,0.030013676,0.01618211,-0.016962173,0.00159757,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-64.95204881,-11.66730679,4.181359292,-1.047612292,-1.817831721
Landshut_3_18,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_3_18_CKDL210014811-1a-AK7758-AK4971_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.755526615,0.244473385,0.132581908,0.231256698,0.636161393,0.185073738,0.528275329,0.205594154,0.08105678,6.36E-01,-0.02531405,-0.00263602,0.01252025,-0.020063893,-0.00595643,0.027306931,0.005212466,0.054408964,-0.021359864,0.05621859,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-1.992128407,-5.118014503,8.738357478,9.228884795,0.19450432
Landshut_3_16,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_3_16_CKDL210000436-1a-AK18889-7UDI214_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.635939459,0.364060541,0.142943873,0.338750533,0.518305594,0.278061767,0.480914143,0.111241184,0.129782906,5.18E-01,-0.013150508,-0.006615708,-0.014609787,-0.011653493,-0.008965889,0.020204743,-0.037835178,0.055190387,-0.04044491,0.097880898,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-46.63240227,3.551315257,19.42152075,1.421644237,-8.945388845
Landshut_3_11,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_3_11_CKDL210014811-1a-AK7758-7UDI214_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.879790807,0.120209193,0.12207182,0.117929698,0.759998482,0.065088045,0.648292807,0.219186504,0.067432643,7.60E-01,-0.035945138,0.000538664,0.011185414,-0.027201095,-0.018061977,-0.00672793,0.01506423,0.009312479,-0.002585584,-0.001275921,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-19.49650782,-10.59038881,10.696947,3.235131848,-2.468441961
Landshut_2_8,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_2_8_CKDL210000436-1a-AK6252-GC12_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.963719809,0.036280191,0.068644989,0.067962565,0.863392447,1.00E-09,0.855795189,0.066622208,0.077582603,8.63E-01,-0.045727092,-0.003477756,-0.049914098,-0.011327137,-0.04326398,-0.048702397,-0.02619805,-0.050579094,0.019477234,0.010052765,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,9.446899065,-0.77222665,7.515245545,14.10771424,1.799299965
Landshut_2_7,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_2_7_CKDL210014811-1a-5UDI312-AK2587_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.999999878,1.22E-07,0.09065793,0.012715399,0.896626671,1.00E-09,0.855168656,0.082665093,0.06216625,8.97E-01,-0.049169398,0.000692864,-0.02763262,-0.023743397,-0.036046072,-0.042632396,-0.002599303,-0.023542253,0.031723974,-0.01631304,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-25.17503217,-7.061126594,-1.349650578,13.46312335,-0.785703879
Landshut_2_6,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_2_6_CKDL210014811-1a-5UDI312-7UDI308_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.999999999,1.00E-09,1.00E-09,0.08717116,0.912828839,1.49E-07,0.999999155,1.00E-09,6.95E-07,9.13E-01,-0.051145718,-0.012346098,-0.033606132,-0.023262346,-0.013151864,-0.038993516,0.009696085,-0.020047666,0.02382717,-0.014587583,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-77.35917239,-10.72691085,-4.074916668,1.989900081,1.548625341
Landshut_2_20,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_2_20_CKDL210000436-1a-AK6252-7UDI246_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.924318346,0.075681654,0.107107277,0.075790739,0.817101984,1.11E-07,0.858995772,0.004582011,0.136422106,8.17E-01,-0.04048812,-0.000417545,-0.028650553,-0.01131671,-0.028424731,-0.032725317,-0.022253495,-0.020415259,0.024937673,-0.002536541,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-61.90118882,5.031986044,-3.137329739,17.04587817,-2.431813617
Landshut_2_2,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_2_2_CKDL210014811-1a-5UDI312-AK7558_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.999999999,1.00E-09,0.033821914,6.74E-05,0.966110669,1.00E-09,0.928803711,0.067693613,0.003502675,9.66E-01,-0.055226467,-0.004720754,-0.02101303,-0.015183022,-0.005332744,-0.02657743,0.015010264,-0.015019006,0.020269505,-0.008403292,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-83.67448363,-7.116441624,-16.36885661,14.75032566,-0.064138515
Landshut_2_19,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_2_19_CKDL210014811-1a-5UDI301-AK4971_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.888877011,0.111122989,0.11284166,0.104163555,0.782994785,0.020538608,0.783802588,0.071109137,0.124549668,7.83E-01,-0.039708949,0.000630583,-0.026662444,-0.02092011,-0.052108046,0.00484305,-0.006884746,-0.038644135,0.051401218,0.021424148,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-25.31265023,-9.887068957,-0.417108408,3.330602658,2.871409284
Landshut_2_17,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_2_17_CKDL210014811-1a-5UDI301-7UDI214_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.999999999,1.00E-09,0.066167885,2.96E-08,0.933832085,1.00E-09,0.921114346,0.026542662,0.052342991,9.34E-01,-0.051031905,0.000511912,-0.033346466,-0.019633029,-0.030953347,-0.042790303,0.004608511,-0.025132808,0.018221269,-0.009866181,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-50.53972376,-12.89825623,0.525973305,3.068240566,1.622608708
Landshut_2_12,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_2_12_CKDL210014811-1a-5UDI312-GC12_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.990325973,0.009674027,0.099558186,0.010337646,0.890104167,1.00E-09,0.80696212,0.137118068,0.055919811,8.90E-01,-0.050500118,0.002764992,-0.038257714,-0.028639414,-0.048202216,-0.055151187,-0.017613992,-0.056032304,0.056613427,-0.003025995,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,30.59135976,-8.083000481,9.653029054,14.77241929,0.679301936
Landshut_1_9,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_1_9_CKDL210014811-1a-AK7010-7UDI246_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.943093602,0.056906398,0.105811569,0.058661157,0.835527274,0.000521966,0.749384392,0.174351865,0.075741777,8.36E-01,-0.04235196,0.001712686,-0.014002434,-0.018723187,-0.031026034,-0.029754409,0.00377627,-0.013710983,0.013393805,-0.010984322,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-26.68868948,-6.368652217,-1.362172852,11.93118923,0.472052536
Landshut_1_8,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_1_8_CKDL210014811-1a-AK7010-GC12_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.859215627,0.140784373,0.117084027,0.137890035,0.745025938,0.081020906,0.643822764,0.201732498,0.073423832,7.45E-01,-0.033839508,-4.12E-05,-0.004685454,-0.006472091,-0.01918005,-0.011403009,-0.006814866,0.005700431,-0.001234408,-0.006732537,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-97.86161743,2.632694097,-20.64886957,20.74591677,-3.917153646
Landshut_1_7,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_1_7_CKDL210014811-1a-AK7010-AK2587_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.965602643,0.034397357,0.119548481,0.018968763,0.861482755,1.00E-09,0.789835784,0.129528248,0.080635967,8.61E-01,-0.04544372,0.002872388,-0.036907423,-0.016416443,-0.048985128,-0.043157977,-0.023280456,-0.036575467,0.037152282,0.01197003,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-19.91463524,0.252866387,15.59019706,9.194996776,-1.749356878
Landshut_1_5,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_1_5_CKDL210014811-1a-AK7010-7UDI308_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.737356146,0.262643854,0.302954315,0.07338622,0.623659465,0.069397676,0.377662282,0.380711569,0.172228473,6.24E-01,-0.023045262,0.018075024,0.016825603,-0.0078024,-0.022566847,-0.014062038,-0.013618017,0.018639977,-0.001033001,0.001067925,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-40.42010974,-0.990830278,2.25487879,11.2807103,-1.867114076
Landshut_1_4,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_1_4_CKDL210014811-1a-AK7010-AK7558_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.90338571,0.09661429,0.113152049,0.099187311,0.78766064,0.023976338,0.731067005,0.153774138,0.091182518,7.88E-01,-0.039696524,-0.000118272,-0.011031593,-0.033444564,-0.03769468,-0.023632373,-0.014234688,-0.022438998,0.014888589,0.003853868,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,23.54945551,-20.10087302,12.43708761,0.380148372,-1.003526304
Landshut_1_18,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_1_18_CKDL210000436-1a-AK6252-AK2587_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.915114787,0.084885213,0.085106801,0.109407433,0.805485766,0.016836508,0.817129053,0.063597743,0.102436696,8.05E-01,-0.03927195,-0.002883672,-0.023020802,-0.021436005,-0.033451654,-0.024123089,-0.018724492,-0.017688366,0.004212625,0.000911971,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-13.05636198,-3.698980158,-6.310544613,20.57766381,1.377963281
Landshut_1_15,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_1_15_CKDL210014811-1a-5UDI312-AK1864_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.940694133,0.059305867,0.070418559,0.095261406,0.834320035,0.000457482,0.839220641,0.076681435,0.083640441,8.34E-01,-0.043438112,-0.00418426,-0.014275459,-0.029125978,-0.019361248,-0.022711647,0.006832864,-0.017149315,0.012101825,-0.018583742,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-21.405042,-8.618067923,-2.562760197,13.87237653,1.244332614
Landshut_1_14,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_1_14_CKDL210014811-1a-5UDI312-AK4971_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.884996495,0.115003505,0.225998126,1.80E-07,0.774001694,1.00E-09,0.583623491,0.288664904,0.127711605,7.74E-01,-0.03740454,0.014997229,-0.000655077,-0.012165579,-0.028971968,-0.024409652,0.016524674,0.011138718,0.004246671,-0.003754855,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-63.66549207,-8.418973452,0.059048352,4.367310976,-1.896407814
Landshut_1_11,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_1_11_CKDL210014811-1a-5UDI312-7UDI214_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.83483151,0.16516849,0.139007793,0.145698119,0.715294088,0.119276888,0.528286985,0.301940251,0.050495876,7.15E-01,-0.034619951,0.001868267,0.042120193,-0.041697683,-0.008110561,0.019589686,0.053854557,0.021583309,0.034736096,0.06226307,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,39.35314222,-32.81351736,12.17066683,-9.914490284,2.385064216
Landshut_1_1,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_1_1_CKDL210000436-1a-AK6252-7UDI308_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.52961,12.16179,C,NA,NA,0.868316072,0.131683928,0.151031129,0.092484392,0.756484479,0.03041659,0.689165788,0.155602849,0.124814774,7.56E-01,-0.036297536,0.005222316,-0.006928942,-0.021830147,-0.008202821,-0.027401646,0.001943795,-0.013254821,0.009334513,-0.002978019,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-13.94963675,-13.85326367,-0.967666917,7.499608178,0.64091422
Paris_8_8,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Paris_8_8_CKDL210000436-1a-AK9144-7UDI298_HNML5DSXY_L4_C1.bam,NA,France,EUR,2018,Contemp,France,France,France,France,NA,48.857,2.352,C,NA,NA,0.589599236,0.410400764,0.263823559,0.261356116,0.474820325,0.273875807,0.242692214,0.343250541,0.140181438,4.75E-01,-0.009455052,0.006802716,0.039179974,-0.014524704,0.023235246,-0.013905123,-0.066309683,0.03963299,0.023612626,-0.042384261,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,20.50669581,-14.3847825,6.768482244,6.703556147,2.054764046
Paris_8_10,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Paris_8_10_CKDL210000436-1a-AK9144-AK8544_HNML5DSXY_L4_C1.bam,NA,France,EUR,2018,Contemp,France,France,France,France,NA,48.857,2.352,C,NA,NA,0.573969015,0.426030985,0.24338259,0.297753061,0.458864349,0.298843858,0.270047106,0.290688691,0.140420345,4.59E-01,-0.007698254,0.004070527,0.033071304,-0.022063404,0.025012349,-0.005414109,-0.065385053,0.042853521,0.004418019,-0.011968961,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,4.346380358,-2.33936024,9.472461639,9.637968792,1.425339066
Paris_6_4,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Paris_6_4_CKDL210000436-1a-AK9144-AK892_HNML5DSXY_L4_C1.bam,NA,France,EUR,2018,Contemp,France,France,France,France,NA,48.857,2.352,C,NA,NA,0.641620095,0.358379905,0.17674879,0.306562535,0.516688676,0.314875184,0.291660265,0.331079192,0.062385359,5.17E-01,-0.013633421,-0.002055459,0.094898586,-0.04314565,0.05144111,-0.011656771,-0.109263632,0.021092872,0.046449528,-0.045166942,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,70.21086478,-16.73999451,15.26498514,4.687309447,2.4638224
Paris_6_1,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Paris_6_1_CKDL210000436-1a-AK9144-7UDI243_HNML5DSXY_L4_C1.bam,NA,France,EUR,2018,Contemp,France,France,France,France,NA,48.857,2.352,C,NA,NA,0.64429467,0.35570533,0.200933275,0.276633493,0.522433232,0.2873573,0.283402115,0.34827358,0.080967005,5.22E-01,-0.0140357,0.001724084,0.08286473,-0.037514692,0.039034688,-0.012534956,-0.083416545,0.027691037,0.047462299,-0.068342317,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,66.79232337,-16.96513192,7.494450152,9.896766234,4.862517395
Paris_39_5,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Paris_39_5_CKDL210000436-1a-AK3911-7UDI227_HNML5DSXY_L4_C1.bam,NA,France,EUR,2018,Contemp,France,France,France,France,NA,48.857,2.352,C,NA,NA,0.500557881,0.499442119,0.231729854,0.382715143,0.385555003,0.400420869,0.179687533,0.300544349,0.119347249,3.86E-01,-0.002068456,-0.000741282,0.039470278,-0.011232392,0.030741807,-0.023149351,-0.105705338,0.032727485,0.061457181,0.016917057,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,5.891463689,-15.81469209,12.7818421,-3.591463049,-2.880984049
Paris_39_2,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Paris_39_2_CKDL210014820-1a-5UDI312-AK4234_HH5NHDSX2_L4_C1.bam,NA,France,EUR,2018,Contemp,France,France,France,France,NA,48.857,2.352,C,NA,NA,0.582286854,0.417713146,0.229853819,0.308150508,0.461995673,0.316455998,0.254643193,0.311288986,0.117611822,4.62E-01,-0.008351388,0.001917893,0.044433082,-0.021156787,0.026381112,-0.020735556,-0.075407905,0.039278048,0.022449673,-0.024693167,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-27.34518868,-11.10262751,13.10824543,-2.120589996,1.267357047
Paris_39_19,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Paris_39_19_CKDL210014820-1a-5UDI312-GD06_HH5NHDSX2_L4_C1.bam,NA,France,EUR,2018,Contemp,France,France,France,France,NA,48.857,2.352,C,NA,NA,0.584779088,0.415220912,0.216012362,0.31994407,0.464043568,0.334425456,0.238007791,0.331283817,0.096282936,4.64E-01,-0.008774833,0.001273321,0.045830799,-0.01880663,0.024667464,-0.014638421,-0.085608699,0.021472914,0.011013586,-0.032912677,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,24.47631932,-17.10585925,-3.893727482,8.474790018,4.280936826
Paris_39_15,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Paris_39_15_CKDL210000436-1a-AK3911-AK9148_HNML5DSXY_L4_C1.bam,NA,France,EUR,2018,Contemp,France,France,France,France,NA,48.857,2.352,C,NA,NA,0.50788695,0.49211305,0.217941091,0.393909766,0.388149143,0.39110408,0.230435687,0.242831914,0.135628319,3.94E-01,-0.002236306,-0.002499964,0.03237697,-0.010277627,0.035698342,-0.023296452,-0.18360423,0.015109678,0.019911634,-0.010149879,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,19.88926648,-2.376274488,26.98654706,-0.837572877,-9.299995016
