Samp,Herbarium,CatalogNumber,State,K3Q2S1964_LD,K3Q1S1964_LD,K3Q3S1964_LD,MaxK3_LD,PC_LD1,PC_LD2,PC_LD3,PC_LD4,PC_LD5,PC_LD6,PC_LD7,PC_LD8,PC_LD9,PC_LD10,Directory,File,Country,RANGE,Year,TimeBin,PCOASamp,PcoaGroups,PcoaGroupRegion,,Region,PcoaYR,N_S,SampleN,lat,lon,H_C,N_S,Heterozygosity,K2Q1S1964,K2Q2S1964,K3Q1S1964,K3Q2S1964,K3Q3S1964,K4Q1S1964,K4Q2S1964,K4Q3S1964,K4Q4S1964,MaxK3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,NREAD,COVERAGE,AC_COVERAGE,AC_COUNT,AC_2_COVERAGE,AC_2_COUNT,LI_COVERAGE,LI_COUNT,Region,stdAC,stdLI,geno_Hb7a1,geno_Hb7a2,geno_Hb7b,geno_Hb9,geno_Hb13,PC1_TE,PC2_TE,PC3_TE,PC4_TE,PC5_TE
TRHS268,MO,MO_1817639,MO,0.757041027,0.242958972,0.000000001,0.757041027,0.03778225,-0.013156153,-0.015654421,0.005015636,-0.000747341,0.019458403,-0.010604198,-0.012966115,0.019129305,-0.018427003,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS268_CKDL230018652-1A_225KJTLT3_L4_C1.bam,USA,NAM,1965,1958-1997,1965_TRHS268,1958-1997,1958-1997_NA,1965_NA,Middle,1965_Middle,M,297,39.31052075,-94.42086529,H,NA,0.002136034,0.042182754,0.957817246,0.249533902,0.750466097,1.00E-09,0.727080539,1.00E-09,1.00E-09,0.272919459,0.75,0.038173972,-0.012773363,-0.01597116,0.005530041,9.66E-05,-0.01875692,0.013124564,0.012260972,-0.012233955,-0.009168563,16214359,0,20.5051,12,21.828,12,19.4061,42,Middle,7.40E-07,2.59E-06,0,0,0.5,0,0,-41.23331958,37.48252762,-12.22544728,-0.145235568,4.084295002
TRHS269,MO,MO_3527309,MO,0.991325313,0.008674686,0.000000001,0.991325313,0.032913816,-0.038936386,-0.014239962,0.018006634,-0.003649248,0.021262077,-0.029022659,-0.00176602,0.016124344,-0.018931047,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS269_CKDL230018652-1A_225KJTLT3_L4_C1.bam,USA,NAM,1974,1958-1997,1974_TRHS269,1958-1997,1958-1997_NA,1974_NA,Middle,1974_Middle,M,299,39.34383519,-91.17136321,H,NA,0.00315525,0.100694728,0.899305272,0.010199218,0.989800781,1.00E-09,0.979292365,1.00E-09,1.00E-09,0.020707633,0.99,0.033103059,-0.038811238,-0.013569894,0.017853146,-0.000161761,-0.034993927,0.002780108,-0.005007879,-0.023005865,-0.022773867,29331424,0,53.0968,38,40.4089,22,8.25736,14,Middle,1.30E-06,4.77E-07,0,0,0,0,0,42.25189323,24.2641118,2.117941078,-2.345658252,-1.252750796
TRHS270,MO,MO_3526270,MO,0.962450968,0.037549031,0.000000001,0.962450968,0.035869614,-0.033881921,-0.011659388,0.015801958,-0.006794456,0.024145211,-0.011031903,-0.015987888,0.018921737,-0.013098871,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS270_CKDL230018652-1A_225KJTLT3_L4_C1.bam,USA,NAM,1983,1958-1997,1983_TRHS270,1958-1997,1958-1997_NA,1983_NA,Middle,1983_Middle,M,300,39.42698148,-93.50517578,H,NA,0.002365123,0.07185587,0.92814413,0.034030286,0.965969713,1.00E-09,0.954645587,1.00E-09,1.00E-09,0.045354411,0.966,0.035491776,-0.034601828,-0.011388909,0.017495297,-0.004236592,-0.022498974,0.020466567,0.01245319,-0.012133302,0.000301209,17087438,0,29.6452,14,5.71257,4,3.80307,18,Middle,8.19E-07,1.05E-06,0,0,0.5,0,0,8.41077111,24.20656126,-1.068303585,-1.21394506,2.196001402
TRHS271,,,MO,0.607000279,0.392942469,5.73E-05,0.607000279,0.033167575,0.002810923,-0.017128351,0.002644353,-0.013038354,0.012691131,-0.017820442,-0.013382137,0.025820533,-0.015062416,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS271_CKDL230018652-1A_225KJTLT3_L4_C1.bam,USA,NAM,1986,1958-1997,1986_TRHS271,1958-1997,1958-1997_NA,1986_NA,Middle,1986_Middle,M,277,38.2610713,-90.5376891,H,NA,0.0017679,0.082047091,0.917952909,0.400265338,0.599692232,4.24E-05,0.570308148,0.01181695,1.00E-09,0.417874901,0.6,0.033324503,0.003524042,-0.016692948,0.00273716,-0.009594028,-0.027348879,0.0054904,0.012221395,-0.025142464,-0.013417298,11496514,0,20.7456,11,18.641,19,10.211,17,Middle,9.57E-07,1.48E-06,0,0,0,0,0,-16.49359164,17.94010388,-7.42112276,-0.21832478,0.588368967
TRHS272,MO,MO_03526296,MO,0.805284841,0.166609416,0.028105743,0.805284841,0.030972737,-0.020609565,-0.015716128,0.026369626,-0.035889189,0.011967931,-0.030368897,0.00014243,0.0261531,-0.011299687,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS272_CKDL230018652-1A_225KJTLT3_L4_C1.bam,USA,NAM,1986,1958-1997,1986_TRHS272,1958-1997,1958-1997_NA,1986_NA,Middle,1986_Middle,M,270,37.4780955,-90.34502616,H,NA,0.003609077,0.124614146,0.875385854,0.164720489,0.803952574,0.031326938,0.788340048,0.036953124,0.002095393,0.172611435,0.804,0.031319256,-0.020888931,-0.013936735,0.025429932,-0.032038893,-0.036800871,-0.003475165,7.99E-05,-0.028019075,-0.006469263,28619285,0,32.9525,22,36.0192,21,10.0808,14,Middle,7.69E-07,4.89E-07,0,0,0,0,0.5,60.05491886,18.38133378,0.681316834,-0.175704826,7.757046904
TRHS273,MO,MO_3525616,MO,0.917765906,0.073841906,0.008392189,0.917765906,0.032803542,-0.032291837,0.002901619,0.02291878,-0.004917779,0.019428703,-0.01672985,-0.00540297,-0.031995458,0.017877152,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS273_CKDL230018652-1A_225KJTLT3_L4_C1.bam,USA,NAM,1986,1958-1997,1986_TRHS273,1958-1997,1958-1997_NA,1986_NA,Middle,1986_Middle,M,284,38.46036508,-91.86183796,H,NA,0.003224304,0.119376217,0.880623783,0.067216511,0.926829635,0.005953854,0.91708255,1.00E-09,0.02300649,0.059910958,0.927,0.033038928,-0.033541413,0.003576144,0.023677865,-0.000658235,-0.022956269,0.013420795,-0.005735506,0.043221678,0.014360074,27342261,0,19.3626,12,19.7835,10,10.3933,14,Middle,4.39E-07,5.12E-07,0,0,0.5,0,0,83.53022509,1.369810315,-4.811637202,-0.014982532,3.246626573
TRHS277,MO,MO_3623839,MO,0.566774097,0.387956108,0.045269795,0.566774097,0.029597352,0.004079332,-0.019626842,0.01592255,-0.041296725,0.009282965,-0.02951958,0.005874017,0.025686949,0.007370026,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS277_CKDL230018652-1A_225KJTLT3_L4_C1.bam,USA,NAM,1985,1958-1997,1985_TRHS277,1958-1997,1958-1997_NA,1985_NA,Middle,1985_Middle,M,274,38.03717801,-93.77597576,H,NA,0.003422569,0.127868035,0.872131965,0.391469931,0.563898617,0.044631452,0.552558894,0.010812515,0.062580894,0.374047697,0.564,0.029475773,0.004236328,-0.019185189,0.017026704,-0.035252291,-0.039871937,-0.004138833,-0.002756833,-0.036325869,-0.002320645,30914646,0,83.8244,55,53.3975,53,13.3629,22,Middle,1.78E-06,7.12E-07,0,0,0,0.5,0,81.00053163,6.64524971,-0.868247464,-1.623124028,2.302027287
TRHS278,MO,MO_2028400,MO,0.293762267,0.556981361,0.149256373,0.556981361,0.019912714,0.02729681,-0.022032321,0.021036789,-0.088381007,-0.024821165,-0.017571628,-0.000856012,0.047708671,0.016533514,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS278_CKDL230018652-1A_225KJTLT3_L4_C1.bam,USA,NAM,1970,1958-1997,1970_TRHS278,1958-1997,1958-1997_NA,1970_NA,Middle,1970_Middle,M,276,38.2610713,-90.5376891,H,NA,0.003410374,0.219948654,0.780051346,0.555591238,0.294481991,0.149926771,0.297982122,0.029568996,0.193263639,0.479185242,0.556,0.019774524,0.026722643,-0.020915362,0.020532141,-0.085605137,-0.023004807,-0.026986727,0.015847584,-0.045293449,0.027634848,28852433,0,1.14251,4,16.8972,6,5.78276,6,Middle,1.39E-07,2.08E-07,0,0,0,0.5,0,68.2857837,12.8457264,2.238989276,-2.282707325,1.922198445
TRHS281,MO,MO_1862018,MO,0.936654319,0.06334568,0.000000001,0.936654319,0.041786645,-0.029513387,-0.012028032,0.012550757,-0.006667946,0.026561952,-0.015907554,-0.015362825,0.023783875,-0.025549385,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS281_CKDL230018652-1A_225KJTLT3_L4_C1.bam,USA,NAM,1885,1878-1917,1885_TRHS281,1878-1917,1878-1917_NA,1885_NA,Middle,1885_Middle,M,19,38.2610713,-90.5376891,H,NA,0.002263779,1.00E-09,0.999999999,0.066502393,0.933497606,1.00E-09,0.913475018,1.00E-09,1.00E-09,0.08652498,0.933,0.041673873,-0.029262934,-0.012168194,0.013372554,-0.005876096,-0.026132934,0.017648903,0.012180166,-0.023382884,-0.021393112,24484665,0,0,0,0,0,2.86533,6,Middle,0,2.45E-07,0,0,0,0,0,-41.55834185,46.45363195,-9.801569496,-0.539610957,9.725242373
TRHS284,MO,MO_868859,MO,0.955278101,0.044721898,0.000000001,0.955278101,0.038028734,-0.032697628,-0.006306477,0.005229931,-0.001595289,0.012875888,-0.00607173,-0.004658807,0.004676275,-0.008792404,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS284_CKDL230018652-1A_225KJTLT3_L4_C1.bam,USA,NAM,1913,1878-1917,1913_TRHS284,1878-1917,1878-1917_NA,1913_NA,Middle,1913_Middle,M,20,39.34383519,-91.17136321,H,NA,0.000956258,6.87E-06,0.999993134,0.037842814,0.962157185,1.00E-09,0.942339084,1.00E-09,1.00E-09,0.057660914,0.962,0.037741319,-0.032798838,-0.006433561,0.005724502,-0.00161053,-0.010276274,0.010890157,0.001783567,0.000345484,-0.001279552,8047506,0,0,0,3.66807,2,1.35452,2,Middle,0,2.49E-07,0,0,0.5,0,0,-134.2976796,24.4569369,-37.29498674,-0.718165319,-2.883325158
TRHS285,MO,MO_1823061,MO,0.912823747,0.026539792,0.060636461,0.912823747,0.027018177,-0.034262747,-0.014396056,0.016363422,-0.003215214,0.015423166,-0.016638285,-0.006049977,0.024373865,-0.017241338,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS285_CKDL230018652-1A_225KJTLT3_L4_C1.bam,USA,NAM,1965,1958-1997,1965_TRHS285,1958-1997,1958-1997_NA,1965_NA,Middle,1965_Middle,M,293,39.00847567,-94.34610078,H,NA,0.002962723,0.179809434,0.820190566,0.025052375,0.91527375,0.059673875,0.893616092,0.069516905,9.28E-06,0.036857726,0.915,0.026535136,-0.034599891,-0.01321042,0.016153089,-0.003435362,-0.020016363,0.003136523,0.0066666,-0.025139749,-0.017708933,29266909,0,1.26278,2,0,0,0,0,Middle,6.83E-08,0,0,0,0,0,0,38.20372056,22.74977167,-0.266413982,-0.843849463,4.80954707
TRHS286,MO,MO_881123,MO,0.957127302,0.001559429,0.041313269,0.957127302,0.029020091,-0.038977476,-0.006237568,0.016258359,-0.017057879,-0.014549207,0.040280888,0.024404294,-0.016990315,-0.040441723,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS286_CKDL230018652-1A_225KJTLT3_L4_C1.bam,USA,NAM,1914,1878-1917,1914_TRHS286,1878-1917,1878-1917_NA,1914_NA,Middle,1914_Middle,M,18,37.60663017,-91.50788266,H,NA,0.003704758,0.161674387,0.838325613,0.003646616,0.955945671,0.040407713,0.945118267,0.032463746,0.01620669,0.006211297,0.956,0.028643925,-0.038809442,-0.007424628,0.016051546,-0.024798037,0.048679172,-0.007177329,-0.021190469,-0.007811244,-0.048554254,32380964,0,0,0,0,0,13.3629,20,Middle,0,6.18E-07,0,0.5,0,0,0,88.92465172,6.419507536,-1.951718718,-0.572172589,8.41712495
TRHS385,SDC,592,ID,0.521859638,0.000000001,0.478140361,0.521859638,-0.013283236,-0.028966471,-0.035895039,-0.03176673,0.009047462,-0.019048323,0.064631617,0.02577216,0.108578831,0.068971479,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS385_CKDL230021747-1A_225YNKLT3_L7_C1.bam,USA,NAM,2021,1998-Present,2021_TRHS385,1998-Present,1998-Present_NA,2021_NA,Middle,2021_Middle,M,384,38.4366639,-119.9276556,H,NA,0.003318803,0.627819943,0.372180057,5.43E-07,0.510771636,0.48922782,0.416518428,0.558832727,1.00E-09,0.024648844,0.511,-0.014324487,-0.028063783,-0.03784151,-0.031720811,0.010452451,0.060967752,0.019987189,0.005021689,-0.118198145,0.091100941,25145585,0,0,0,0,0,13.1545,12,Middle,0,4.77E-07,0.5,0,0,0,1,92.93496415,-8.370048142,-6.564462137,1.571007383,-0.093411495
TRHS402,WVU,s.n.,PA,0.598081879,0.275749771,0.12616835,0.598081879,0.021275701,-0.006914769,-0.003446062,-0.002333989,0.013463269,0.020189269,-0.008050708,0.004229944,-0.006683445,0.003973038,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS402_CKDL230021747-1A_225YNKLT3_L7_C1.bam,USA,NAM,1935,1918-1957,1935_TRHS402,1918-1957,1918-1957_NA,1935_NA,Middle,1935_Middle,M,103,39.1099292,-82.0420769,H,NA,0.00303394,0.236911459,0.763088541,0.273954428,0.595724405,0.130321167,0.570780612,0.109430114,0.055261037,0.264528237,0.596,0.020732486,-0.007080601,-0.002591814,-0.001383031,0.015504448,-0.016969239,0.008326027,-0.008978025,-0.004990428,-0.018125766,20403718,0,66.0253,20,61.6957,42,49.1795,52,Middle,9.80E-07,2.55E-06,0,0,0,0,0,70.82116582,-0.251867551,-3.029022559,-2.795743491,-3.484452755
TRHS417,BRIT,6340,NV,0.865144807,0.045069758,0.089785434,0.865144807,0.025265408,-0.033927182,0.013145446,0.012761638,0.004543105,0.002129115,0.002316894,0.005358743,-0.060052725,0.053525908,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS417_CKDL230021747-1A_225YNKLT3_L7_C1.bam,USA,NAM,1938,1918-1957,1938_TRHS417,1918-1957,1918-1957_NA,1938_NA,Middle,1938_Middle,M,108,39.5261206,-119.8126581,H,NA,0.00326335,0.214792871,0.785207129,0.043068926,0.867391071,0.089540003,0.859590504,0.060134932,0.048092719,0.032181845,0.867,0.025190683,-0.034802665,0.014202457,0.011843948,0.00461876,0.001273502,0.009820922,-0.011576271,0.086014042,0.07417751,25858573,0,65.4841,26,25.917,14,17.9474,18,Middle,1.01E-06,6.96E-07,0,0,1,0,0,100.0593709,-11.82563613,-9.133445562,-0.988391621,-0.178039264
TRHS420,BRIT,10836,CO,0.854281097,0.018012822,0.12770608,0.854281097,0.020738492,-0.036619578,0.025911527,0.009000978,0.008381917,0.016866378,0.005748056,-0.005653239,-0.01486682,-0.018284526,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS420_CKDL230021747-1A_225YNKLT3_L7_C1.bam,USA,NAM,1999,1998-Present,1999_TRHS420,1998-Present,1998-Present_NA,1999_NA,Middle,1999_Middle,M,383,37.2367948,-105.4182008,H,NA,0.002429652,0.251513436,0.748486564,0.020565219,0.85408283,0.12535195,0.853312568,0.039858574,0.106828857,1.00E-09,0.854,0.020639553,-0.036441931,0.026372606,0.008020948,0.007014042,-0.003724194,0.014060032,0.000304547,0.001776159,-0.037425155,15978276,0,0,0,0,0,73.4045,76,Middle,0,4.76E-06,0,0,0,0,0,65.47049412,-11.59303104,-9.635626747,-4.842434241,-5.029954326
TRHS421,BRIT,3339,CA,0.437215043,0.461952324,0.100832633,0.461952324,0.023669,0.013967763,-0.026369322,0.015895675,-0.095470633,-0.060501245,0.076832009,0.035387733,0.00713272,-0.048020887,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS421_CKDL230021747-1A_225YNKLT3_L7_C1.bam,USA,NAM,1953,1918-1957,1953_TRHS421,1918-1957,1918-1957_NA,1953_NA,Middle,1953_Middle,M,94,37.044118,-122.014684,H,NA,0.002966193,0.175826024,0.824173976,0.464770207,0.438640187,0.096589605,0.421404453,0.049857589,0.093018558,0.435719401,0.465,0.024094712,0.014047134,-0.027418591,0.013916211,-0.108322036,0.085439376,-0.029578838,-0.022514025,-0.026339358,-0.039514042,24934206,0,44.979,26,35.899,30,5.67856,8,Middle,1.04E-06,3.21E-07,0,0.5,0,0.5,0,67.7371747,5.919532807,1.599193215,-1.286305326,4.340195011
TRHS424,BRIT,28,AL,0.30894859,0.691051409,0.000000001,0.691051409,0.037754917,0.034747351,-0.022001717,-0.018567025,0.012776458,0.011881574,0.0295532,0.004906408,0.002034765,-0.017683059,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS424_CKDL230021747-1A_225YNKLT3_L7_C1.bam,USA,NAM,1969,1958-1997,1969_TRHS424,1958-1997,1958-1997_NA,1969_NA,Middle,1969_Middle,M,254,35.1470851,-92.3219053,H,NA,0.002496458,0.023243598,0.976756402,0.695321461,0.304678538,1.00E-09,0.287554924,1.06E-08,1.00E-09,0.712445064,0.695,0.038135163,0.03506425,-0.024007466,-0.019725323,0.006402147,0.028250567,0.019904884,-0.004364301,-0.008581716,-0.0235443,18797832,0,5.35177,2,11.365,6,47.5384,50,Middle,1.06E-07,2.66E-06,0,0.5,0,0,0,54.8989749,3.882879322,-7.713098746,-1.949430062,-4.789867671
TRHS431,VDB,8144,OK,0.299381342,0.700618657,0.000000001,0.700618657,0.038018193,0.035710772,-0.03134865,-0.019734785,8.75E-06,-0.014494405,0.051230274,0.032564566,-0.019710568,-0.035252212,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS431_CKDL230021747-1A_225YNKLT3_L7_C1.bam,USA,NAM,1959,1958-1997,1959_TRHS431,1958-1997,1958-1997_NA,1959_NA,Middle,1959_Middle,M,260,36.090577,-94.7294379,H,NA,0.002912255,0.018366493,0.981633507,0.707693274,0.292306725,1.00E-09,0.271145666,1.00E-09,1.00E-09,0.728854332,0.708,0.038838774,0.036489024,-0.032190272,-0.019542719,-0.009139357,0.066875181,0.007026044,-0.034446183,0.015282393,-0.020984664,23363088,0,29.8857,18,25.436,18,6.64235,12,Middle,7.70E-07,5.14E-07,0,0.5,0.5,0,0,55.82158945,15.21662512,0.210993815,-4.374043858,-0.531459682
TRHS59,NCU,NCU_49906,NC,0.934387909,0.06561209,0.000000001,0.934387909,0.038674906,-0.030941107,-0.010051389,0.006480021,0.001322278,0.021476748,-0.010446182,-0.015020373,0.004622848,-0.014421443,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS59_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1888,1878-1917,1888_TRHS59,1878-1917,1878-1917_NA,1888_NA,Middle,1888_Middle,M,15,35.3362263,-82.47994638,H,NA,0.001461859,0.000216248,0.999783752,0.063337676,0.936662323,1.00E-09,0.912610989,1.00E-09,1.00E-09,0.087389009,0.937,0.038126069,-0.031206067,-0.01018854,0.006778549,0.001621846,-0.018659786,0.014606151,0.009513965,-0.004352011,-0.015115812,8385475,0,6.73482,2,0,0,2.73509,4,Middle,2.39E-07,4.77E-07,0,0,0,0,0,-111.621041,26.77473699,-21.6531046,-3.720268137,-1.445501519
TRHS60,NCU,NCU_69069,NC,0.986496091,0.013503908,0.000000001,0.986496091,0.035494139,-0.039227782,-0.011838548,0.017221441,-0.003241927,0.018310724,-0.027192021,-0.016448152,0.01937418,-0.021699038,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS60_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1891,1878-1917,1891_TRHS60,1878-1917,1878-1917_NA,1891_NA,Middle,1891_Middle,M,16,36.06111824,-79.12064936,H,NA,0.002974164,0.077326333,0.922673667,0.003802725,0.996197274,1.00E-09,0.98401702,1.00E-09,1.00E-09,0.015982978,0.996,0.035468025,-0.040424177,-0.010580842,0.018012116,0.000400421,-0.032200492,0.008103107,0.011944547,-0.022600123,-0.023671765,30000077,0,0,0,0,0,22.1672,40,Middle,0,1.33E-06,0,0,0,0,0,69.05026161,6.553691736,-4.820264987,1.317301999,6.64315034
TRHS61,NCU,NCU_69067,NC,0.967459272,0.032540727,0.000000001,0.967459272,0.03756944,-0.031745472,-0.011113016,0.009208747,-0.004706684,0.01448289,0.000889524,-0.010006522,0.008644657,-0.022802581,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS61_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1913,1878-1917,1913_TRHS61,1878-1917,1878-1917_NA,1913_NA,Middle,1913_Middle,M,17,36.06111824,-79.12064936,H,NA,0.00152027,0.037578227,0.962421773,0.031456476,0.968543523,1.00E-09,0.948158423,1.00E-09,1.00E-09,0.051841575,0.969,0.037310099,-0.031601092,-0.011756596,0.009654654,-0.005002329,-0.004358776,0.01256384,0.006782339,-0.005768488,-0.016399874,12682100,0,0,0,0,0,1.92759,4,Middle,0,3.15E-07,0,0.5,0.5,0,0,-76.27216097,30.37610992,-24.57043743,2.978208642,1.165138739
TRHS63,NCU,NCU_69071,NC,0.639240015,0.022701486,0.3380585,0.639240015,0.000589473,-0.027213199,-0.046447722,-0.007179316,-0.010949779,-0.014333049,0.042840803,0.008747704,0.065753333,0.002061066,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS63_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1927,1918-1957,1927_TRHS63,1918-1957,1918-1957_NA,1927_NA,Middle,1927_Middle,M,93,36.07947173,-79.78890427,H,NA,0.002438649,0.462067185,0.537932815,0.024747765,0.635558304,0.339693931,0.508706976,0.423018048,1.00E-09,0.068274974,0.636,0.000367493,-0.027067301,-0.048505778,-0.006231569,-0.018738584,0.046860045,0.008435149,0.011473134,-0.06518703,0.023949982,22527508,0,0,0,0,0,31.8052,42,Middle,0,1.86E-06,0.5,0.5,0,0,1,19.50502209,17.94041107,-4.481627219,0.741553409,3.595437515
TRHS73,NCU,NCU_7201,NC,0.957549997,0.042450002,0.000000001,0.957549997,0.034782731,-0.034178405,-0.016661521,0.01713442,-0.004789349,0.033819275,-0.015257157,-0.018652784,0.018742619,-0.02875455,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS73_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1937,1918-1957,1937_TRHS73,1918-1957,1918-1957_NA,1937_NA,Middle,1937_Middle,M,90,36.06111824,-79.12064936,H,NA,0.002406598,0.061586849,0.938413151,0.037187085,0.962812914,1.00E-09,0.9505704,1.00E-09,1.00E-09,0.049429598,0.963,0.034790073,-0.034876001,-0.016541778,0.017695838,-0.003970902,-0.0286386,0.021736965,0.012508057,-0.018659527,-0.029513125,15065950,0,0,0,0,0,8.30946,8,Middle,0,5.31E-07,0,0,0,0,0,-19.26065531,31.5309182,-2.743052874,-5.220949831,6.661187582
TRHS74,NCU,NCU_637783,NC,0.429382726,0.570617273,0.000000001,0.570617273,0.039679551,0.02210506,-0.029070401,-0.001749146,0.014171832,0.016958355,-0.016571293,-0.002000979,0.020535195,0.007614379,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS74_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1940,1918-1957,1940_TRHS74,1918-1957,1918-1957_NA,1940_NA,Middle,1940_Middle,M,88,35.59329897,-77.37449655,H,NA,0.003404778,0.019375614,0.980624386,0.572422301,0.427577698,1.00E-09,0.408934549,1.00E-09,1.00E-09,0.591065449,0.572,0.040186083,0.02190669,-0.029611053,-0.000689703,0.016708655,-0.023026806,0.007251471,0.005055302,-0.019659667,-0.000757638,28932906,0,57.1257,40,66.2057,38,74.2641,134,Middle,1.38E-06,4.63E-06,0,0,0,0,0,57.42963074,19.27122216,2.594703794,-3.794856804,1.954221912
TRHS75,NCU,NCU_24537,NC,1.00E-09,0.999999998,1.00E-09,0.999999998,0.035058541,0.073239996,-0.025796835,-0.036372261,0.052063534,0.013706063,-0.00464877,0.013106421,-0.013448742,0.022429515,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS75_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1941,1918-1957,1941_TRHS75,1918-1957,1918-1957_NA,1941_NA,Middle,1941_Middle,M,91,36.06111824,-79.12064936,H,NA,0.002831397,0.011622592,0.988377408,0.999999998,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1,0.035829284,0.072236234,-0.024545049,-0.035591317,0.056805953,-0.007586887,0.008955959,-0.018919046,0.008754146,0.006187927,22289711,0,68.7913,48,79.0138,52,90.2318,140,Middle,2.15E-06,6.28E-06,0,0,0,0,0,83.12825027,-4.090955074,-4.497899064,-2.115971652,-1.2286208
TRHS76,NCU,NCU_32675,NC,0.91796603,0.082030268,3.70E-06,0.91796603,0.03341908,-0.029510693,-0.017637016,0.021921664,-0.010715385,0.020490767,-0.024526391,-0.015961886,0.02311594,-0.028713758,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS76_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1943,1918-1957,1943_TRHS76,1918-1957,1918-1957_NA,1943_NA,Middle,1943_Middle,M,92,36.06111824,-79.12064936,H,NA,0.003092158,0.09847415,0.90152585,0.089419335,0.910553921,2.67E-05,0.903571297,0.000338992,2.38E-05,0.096065922,0.911,0.033409007,-0.029161464,-0.016912231,0.021589988,-0.010305374,-0.030936603,0.008449502,0.015144311,-0.027648143,-0.023229787,24186443,0,1.20265,2,0,0,0,0,Middle,8.27E-08,0,0,0,0,0,0,24.27570128,26.58033247,0.137355956,-2.229360296,3.92538648
TRHS82,IL,IL_33692,IL,0.904840854,5.40E-05,0.095105139,0.904840854,0.024702491,-0.039504296,0.016046276,0.020155148,0.008442539,0.012445175,-0.013973767,-0.014896003,-0.027218932,0.018097545,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS82_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1948,1918-1957,1948_TRHS82,1918-1957,1918-1957_NA,1948_NA,Middle,1948_Middle,M,115,39.86000279,-88.96155193,H,NA,0.00316562,0.217859849,0.782140151,0.001872463,0.902542527,0.09558501,0.889974313,0.029439754,0.080585932,1.00E-09,0.903,0.024289391,-0.039531048,0.017796058,0.01971585,0.014691413,-0.017163147,0.009070835,0.005493245,0.04048873,0.015840854,21050337,0,89.2363,67,94.2273,84,45.9234,43,Middle,3.18E-06,2.04E-06,0,0,0.5,0,0,57.34960497,6.858142452,3.190619743,-5.519969186,-2.468333648
