Samp,Herbarium,CatalogNumber,State,K3Q2S1964_LD,K3Q1S1964_LD,K3Q3S1964_LD,MaxK3_LD,PC_LD1,PC_LD2,PC_LD3,PC_LD4,PC_LD5,PC_LD6,PC_LD7,PC_LD8,PC_LD9,PC_LD10,Directory,File,Country,RANGE,Year,TimeBin,PCOASamp,PcoaGroups,PcoaGroupRegion,,Region,PcoaYR,N_S,SampleN,lat,lon,H_C,N_S,Heterozygosity,K2Q1S1964,K2Q2S1964,K3Q1S1964,K3Q2S1964,K3Q3S1964,K4Q1S1964,K4Q2S1964,K4Q3S1964,K4Q4S1964,MaxK3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,NREAD,COVERAGE,AC_COVERAGE,AC_COUNT,AC_2_COVERAGE,AC_2_COUNT,LI_COVERAGE,LI_COUNT,Region,stdAC,stdLI,geno_Hb7a1,geno_Hb7a2,geno_Hb7b,geno_Hb9,geno_Hb13,PC1_TE,PC2_TE,PC3_TE,PC4_TE,PC5_TE
Warsaw_50_7,,,NA,0.122370121,0.029460508,0.848169371,0.848169371,-0.045665339,-0.008080727,-0.014996639,-0.01430967,0.002674632,0.000940383,-0.003495703,-0.002196938,-0.015134218,0.002244121,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Warsaw_50_7_CKDL210018067-2a-AK9404-AK892_HKGMLDSX2_L4_C1.bam,Poland,EUR,2018,Contemp,Poland,Poland,Poland,Poland,,Poland,NA,NA,52.23,21.012,C,NA,NA,0.968050402,0.031949598,0.030830986,0.119511225,0.849657789,0.050373983,0.772478237,0.177142728,5.05E-06,0.85,-0.045519121,-0.007960978,-0.013472275,-0.013822592,0.004267949,-0.003048786,-0.003059666,0.000456536,0.015123815,-0.009840661,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-13.27615699,-7.865205588,23.0233006,2.222255309,2.242667207
Warsaw_50_8,,,NA,0.074698099,0.089056225,0.836245675,0.836245675,-0.042264756,-0.00107368,-0.00930214,-0.011422435,-0.006434827,0.017373379,-0.006053404,-0.000414653,-0.008967524,-0.0037241,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Warsaw_50_8_CKDL210018067-2a-AK9404-AK8544_HKGMLDSX2_L4_C1.bam,Poland,EUR,2018,Contemp,Poland,Poland,Poland,Poland,,Poland,NA,NA,52.23,21.012,C,NA,NA,0.949398948,0.050601052,0.095448923,0.068125435,0.836425642,0.005250491,0.727097188,0.211543489,0.056108832,0.836,-0.042363903,-0.000158716,-0.008558623,-0.011524625,-0.003472936,-0.018380215,0.01276755,-0.003539337,0.00918013,-0.017238281,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-25.52857669,-14.16507993,6.444627831,5.075379247,3.700489523
Warsaw_5_10,,,NA,0.191168906,0.011699863,0.797131231,0.797131231,-0.040026455,-0.01193306,-0.008223748,-0.00917762,0.02054556,0.008122617,0.00706177,-0.001342512,0.005977696,0.008878243,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Warsaw_5_10_CKDL210018067-2a-AK17219-AK8544_HKGMLDSX2_L4_C1.bam,Poland,EUR,2018,Contemp,Poland,Poland,Poland,Poland,,Poland,NA,NA,52.23,21.012,C,NA,NA,0.916114646,0.083885354,0.01536733,0.185338071,0.799294599,0.113882574,0.72357577,0.162541655,1.00E-09,0.799,-0.040035257,-0.011667491,-0.009782219,-0.008504684,0.022507988,0.003450179,0.006143122,-0.001146272,-0.005930598,-0.002000632,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-39.12598123,-10.63659873,7.273109329,-0.737862421,2.016773786
Warsaw_5_12,,,NA,0.078226825,0.209806864,0.711966311,0.711966311,-0.031130842,0.008875361,0.000176547,-0.001635408,-0.006751808,-0.003633025,-0.010463659,-0.004940585,0.016691657,-0.004574397,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Warsaw_5_12_CKDL210018067-2a-AK10335-AK33_HKGMLDSX2_L4_C1.bam,Poland,EUR,2018,Contemp,Poland,Poland,Poland,Poland,,Poland,NA,NA,52.23,21.012,C,NA,NA,0.823472846,0.176527154,0.20393774,0.086716976,0.709345285,0.054185001,0.536705437,0.287447519,0.121662043,0.709,-0.031033126,0.007749446,-0.000852491,-0.001215802,-0.006286227,-0.009091894,-0.00535568,0.005945635,-0.013894797,0.002990404,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-84.80304234,1.537742729,11.07209367,-2.24432118,2.716049809
Warsaw_5_5,,,NA,0.041339236,0.000000001,0.958660763,0.958660763,-0.057834822,-0.011399934,-0.026635356,-0.013891981,0.01335223,0.058456718,0.019167801,0.0023046,-0.016249766,0.023135036,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Warsaw_5_5_CKDL210018067-2a-AK17219-7UDI227_HKGMLDSX2_L4_C1.bam,Poland,EUR,2018,Contemp,Poland,Poland,Poland,Poland,,Poland,NA,NA,52.23,21.012,C,NA,NA,0.999999999,1.00E-09,1.00E-09,0.054130882,0.945869117,1.00E-09,0.999944347,5.57E-05,1.00E-09,0.946,-0.057567391,-0.012172526,-0.02695026,-0.013749136,0.017508055,-0.004408391,0.064039657,-0.012129992,0.033120065,0.026759745,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-44.51399563,-21.22458879,3.945912937,-4.14721807,4.264692773
Warsaw_5_6,,,NA,0.043959081,0.000000001,0.956040918,0.956040918,-0.053092223,-0.006824475,-0.015848342,-0.005665548,0.011068515,0.024809208,0.013161924,0.001373768,0.009190735,-0.01120497,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Warsaw_5_6_CKDL210018067-2a-AK17219-AK9148_HKGMLDSX2_L4_C1.bam,Poland,EUR,2018,Contemp,Poland,Poland,Poland,Poland,,Poland,NA,NA,52.23,21.012,C,NA,NA,0.999999999,1.00E-09,2.23E-05,0.043300782,0.956676906,1.00E-09,0.893409485,0.106590513,1.07E-09,0.957,-0.052816902,-0.006493071,-0.016007438,-0.006585704,0.009265121,-1.55E-06,0.028956595,-0.00302103,-0.014611406,-0.015907415,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-122.2012223,-16.64713657,-2.023842268,-11.87955791,1.72579543
Warsaw_5_7,,,NA,0.095501484,0.000000001,0.904498515,0.904498515,-0.052198293,-0.011821257,-0.02037969,-0.013004262,0.004747146,0.04747701,0.024269504,0.002311376,0.002215629,0.012365828,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Warsaw_5_7_CKDL210018067-2a-AK5577-7UDI227_HKGMLDSX2_L4_C1.bam,Poland,EUR,2018,Contemp,Poland,Poland,Poland,Poland,,Poland,NA,NA,52.23,21.012,C,NA,NA,0.999999999,1.00E-09,1.00E-09,0.102018483,0.897981516,0.024117869,0.915226484,0.060655646,1.00E-09,0.898,-0.051621291,-0.012842884,-0.021149887,-0.013267479,0.006935027,-0.000563369,0.055550894,-0.005079941,0.002646017,0.014568563,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-58.48290028,-15.41253821,2.769213114,-5.51618106,1.292670786
cg_178,,,NA,0.194667054,0.448765535,0.356567411,0.448765535,0.000204693,0.024756181,0.079071745,-0.002697893,-0.028177392,-0.008786905,-0.006821074,-0.002867508,0.068509562,0.03816738,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,cg_178_CKDL210021726-1a-N703-N506_HGV7GCCX2_L1_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,43.362343,-8.41154,C,NA,NA,0.462030352,0.537969648,0.441434746,0.201328037,0.357237217,0.259963573,0.028255152,0.472040163,0.239741112,0.441,0.000396031,0.024062749,0.081525633,-0.00707814,-0.029254729,-0.011069825,-0.001417887,0.015000336,-0.067823412,0.055499601,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,75.20905506,-1.26792395,-0.107527151,6.043345774,-4.65861555
cg_286,,,NA,1.00E-09,0.643345097,0.356654902,0.643345097,-0.007519186,0.061436032,0.087901803,0.016843408,-0.047814338,0.023570451,-0.005278051,-0.080468669,0.026040282,0.014622198,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,cg_286_CKDL210021727-1a-N703-N506_HGV7GCCX2_L2_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,43.312691,-1.993332,C,NA,NA,0.55461592,0.44538408,0.63747693,1.00E-09,0.362523069,1.00E-09,1.00E-09,0.69701715,0.302982848,0.637,-0.007879554,0.061603845,0.089396915,0.015280421,-0.045870166,-0.027318882,0.029806465,0.078102655,-0.008908093,0.020252385,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,25.96638642,-4.443347708,-0.959482737,7.131214017,-8.781805065
cg_301,,,NA,0.058692826,0.437262106,0.504045068,0.504045068,-0.014125331,0.031322327,0.099365145,-0.01024902,-0.081322851,-0.004909333,0.028062233,-0.083260986,0.037361649,0.052797611,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,cg_301_CKDL210021725-1a-N703-AK416_HGVL5CCX2_L8_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,37.178055,-3.600833,C,NA,NA,0.622679446,0.377320554,0.437584181,0.052660454,0.509755365,0.1050555,0.122695097,0.555914743,0.21633466,0.51,-0.014305575,0.031440863,0.100053121,-0.014880439,-0.078443322,-0.001726616,0.018215546,0.088539675,-0.022212055,0.033330301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.34765807,-16.45845809,-6.095524708,2.134810812,-4.198338526
cg_453,,,NA,1.00E-09,0.613711549,0.38628845,0.613711549,-0.010654487,0.060621573,0.126818028,0.01915411,-0.066044338,0.042604975,-0.006761157,-0.111596908,0.016695959,0.02261636,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,cg_453_CKDL210021725-1a-N702-N502_HGVL5CCX2_L8_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,37.178055,-3.600833,C,NA,NA,0.574962568,0.425037432,0.616931859,1.00E-09,0.38306814,1.00E-09,1.00E-09,0.712676989,0.287323009,0.617,-0.010167379,0.060869469,0.125976516,0.015772402,-0.058721058,-0.043119317,0.045458996,0.098314287,0.009031039,0.016529637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.63928041,-17.70463171,0.703103814,0.225226048,-10.2208975
TRTGTO_56_3,,,NA,0.106448886,0.286976108,0.606575006,0.606575006,-0.02399761,0.017318053,0.101748606,-0.021140702,-0.028087203,0.052068533,0.027447314,-0.076052706,0.030530184,0.010085362,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_56_3_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,37.178055,-3.600833,C,NA,NA,0.736352774,0.263647226,0.285208689,0.103442732,0.611348579,0.146978399,0.23770287,0.534971067,0.080347665,0.611,-0.024096179,0.017204318,0.101889573,-0.021728124,-0.025770633,-0.012895585,0.066071051,0.071258104,-0.019869923,0.001411072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.4545603,-35.17881276,-18.94996842,4.733934209,-1.76330263
TRTGTO_56_4,,,NA,1.00E-09,0.668670341,0.331329658,0.668670341,-0.004940925,0.063236724,0.079322454,0.016805731,-0.051182108,0.038623926,-0.006425442,-0.090799367,0.021502717,0.009323874,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_56_4_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,37.178055,-3.600833,C,NA,NA,0.508006974,0.491993026,0.676736908,1.00E-09,0.323263091,1.00E-09,1.00E-09,0.661669932,0.338330066,0.677,-0.003630199,0.063057503,0.078664586,0.014102606,-0.046538273,-0.036579562,0.041336674,0.082004902,-0.001203651,0.007565072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.95849001,-23.31356133,-16.57543375,0.21381733,-0.199447501
TRTGTO_56_5,,,NA,1.00E-09,0.61492195,0.385078049,0.61492195,-0.011238344,0.06354223,0.160073135,0.020473333,-0.079141205,0.061368816,-0.002766965,-0.127304923,0.019487186,0.02948848,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_56_5_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,37.178055,-3.600833,C,NA,NA,0.574395504,0.425604496,0.617265142,1.00E-09,0.382734857,1.00E-09,1.00E-09,0.706674875,0.293325123,0.617,-0.010616825,0.06354846,0.159082249,0.015812845,-0.070238781,-0.051284631,0.067253689,0.108675396,0.005502738,0.019629835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.269267,-36.85305159,-24.58016338,9.745113004,1.760426512
TRTGTO_57_2,,,NA,0.009895599,0.484314767,0.505789633,0.505789633,-0.015601294,0.038863036,0.116721461,-0.004208653,-0.074057006,0.054471195,0.022404634,-0.115768047,0.058707662,0.050576451,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_57_2_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,37.178055,-3.600833,C,NA,NA,0.624585601,0.375414399,0.486715128,0.008876401,0.504408471,0.087077313,0.017356519,0.684706236,0.210859932,0.504,-0.014994126,0.038734974,0.115773752,-0.006697333,-0.071047553,-0.027098654,0.075578555,0.110320857,-0.029984018,0.033843157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.8576541,-32.90754418,-21.57378029,7.551344824,1.910354133
TRTGTO_57_3,,,NA,0.052971975,0.485648584,0.461379441,0.485648584,-0.010219928,0.035756958,0.08261774,0.004228585,-0.05782038,0.038462851,0.013703296,-0.105555655,0.050509095,0.038351106,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_57_3_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,37.178055,-3.600833,C,NA,NA,0.571728041,0.428271959,0.491819356,0.044925014,0.463255629,0.120991044,1.00E-09,0.669570562,0.209438393,0.492,-0.009925595,0.036431377,0.082679229,0.002378876,-0.052259537,-0.023180026,0.058419222,0.102281179,-0.018358393,0.028611039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50824871,-20.2448596,-16.26824138,2.731214603,12.15481191
TRTGTO_57_4,,,NA,0.039153907,0.413227391,0.547618702,0.547618702,-0.01930402,0.032273926,0.125081529,-0.006818172,-0.074923583,0.053759702,0.033773484,-0.111403951,0.07805968,0.053420335,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_57_4_CKDL220017608-1A_HHMFCCCX2_L5_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,37.178055,-3.600833,C,NA,NA,0.671790081,0.328209919,0.41206914,0.038869395,0.549061465,0.108960411,0.094971939,0.640509796,0.155557854,0.549,-0.019269851,0.032197496,0.123511332,-0.009049053,-0.072804802,-0.019500625,0.081678839,0.112186412,-0.044074743,0.040230544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.4993515,-34.6662321,-20.08677567,7.989655765,2.214282944
TRTGTO_57_5,,,NA,0.023923521,0.442964633,0.533111846,0.533111846,-0.018990758,0.036937566,0.144869877,-0.006442128,-0.063938786,0.066370611,0.042605839,-0.113717072,0.025881907,0.070912043,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_57_5_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,37.178055,-3.600833,C,NA,NA,0.660129033,0.339870967,0.436680113,0.033539023,0.529780864,0.105671456,0.070119585,0.650881332,0.173327628,0.53,-0.01867901,0.036243154,0.144679903,-0.007677183,-0.058476085,-0.012389144,0.102733294,0.10353424,0.023991189,0.069025928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.4692351,-39.81215961,-25.97674474,9.842777093,3.562535955
TRTGTO_58_2,,,NA,0.000000001,0.547142296,0.452857703,0.547142296,-0.012066386,0.047673742,0.108164544,0.014670275,-0.067452509,0.010767593,0.009064608,-0.062439255,0.030239595,0.013750494,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_58_2_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,37.178055,-3.600833,C,NA,NA,0.591003247,0.408996753,0.551369145,1.00E-09,0.448630854,0.015233804,1.00E-09,0.703303873,0.281462322,0.551,-0.011364472,0.04805869,0.107657844,0.013853132,-0.06568914,-0.013819293,0.023774764,0.064641715,-0.020037725,0.01453846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.4861024,-30.99382618,-16.10736733,4.969261791,2.994332323
TRTGTO_58_5,,,NA,0.000000001,0.61340998,0.386590019,0.61340998,-0.008861793,0.056468894,0.063626539,0.010261521,-0.056034663,0.003936387,0.018971477,-0.046949174,0.016092444,-0.011697056,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_58_5_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,37.178055,-3.600833,C,NA,NA,0.555055286,0.444944714,0.61787181,1.00E-09,0.382128189,1.00E-09,1.00E-09,0.671997518,0.32800248,0.618,-0.008046174,0.056495873,0.062520353,0.008324399,-0.056659679,0.009292415,0.017318207,0.043942621,-0.00940396,-0.007904122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.46972057,-24.00240235,-18.11777826,1.011505002,-6.030177174
TRTGTO_59_1,,,NA,0.054219999,0.420958489,0.524821512,0.524821512,-0.016139075,0.031251075,0.082683335,-0.007695006,-0.046655653,0.015402253,0.015945848,-0.069367816,0.023002843,0.027519728,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_59_1_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,40.961613,-5.667607,C,NA,NA,0.6402769,0.3597231,0.422849736,0.053316858,0.523833405,0.10873233,0.116447651,0.577818633,0.197001386,0.524,-0.015583899,0.031121815,0.082417995,-0.006679621,-0.042671573,-0.009761243,0.032607527,0.072808645,-0.011604452,0.011839084,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,99.95180441,-33.50810417,-19.68176544,5.854272728,3.016419849
TRTGTO_59_2,,,NA,0.078730155,0.352961446,0.568308399,0.568308399,-0.021189027,0.024429451,0.126831687,-0.02302448,-0.050947618,0.015585013,0.054155391,-0.053704629,0.033886805,0.054034448,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_59_2_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,40.961613,-5.667607,C,NA,NA,0.688388328,0.311611672,0.359919352,0.070392265,0.569688383,0.115623269,0.198585892,0.528592632,0.157198207,0.57,-0.0209991,0.025385315,0.12587954,-0.02326857,-0.047197431,0.025175968,0.046574247,0.066225441,-0.03937591,0.035449158,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,137.3691986,-37.14215116,-24.73176124,9.281663317,4.968220971
TRTGTO_59_3,,,NA,0.000000001,0.467684516,0.532315483,0.532315483,-0.018569856,0.041043833,0.12651541,-0.008835557,-0.087383757,0.029092367,0.032091099,-0.088681116,0.037765946,0.027977589,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_59_3_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,40.961613,-5.667607,C,NA,NA,0.667947871,0.332052129,0.464819819,1.00E-09,0.53518018,0.044512647,0.067161352,0.674614042,0.213711958,0.535,-0.018356303,0.040622716,0.123829246,-0.011299913,-0.084655676,-0.008473121,0.047458886,0.093984771,-0.022103648,0.006573075,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,122.2555165,-37.46530805,-23.47958567,8.233134446,-0.770565326
TRTGTO_59_5,,,NA,0.00875136,0.499838648,0.491409992,0.499838648,-0.01324939,0.038480817,0.096415511,-0.005114255,-0.086841441,0.012904664,0.027617601,-0.081067612,0.037801028,0.038694355,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_59_5_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,40.961613,-5.667607,C,NA,NA,0.607509643,0.392490357,0.500083125,0.005490901,0.494425974,0.063793756,0.082990138,0.59548408,0.257732026,0.5,-0.012829598,0.038103408,0.095303177,-0.006442691,-0.083846654,-0.004960577,0.030807755,0.089939503,-0.021082339,0.019915366,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,113.6796443,-32.33507337,-23.83074021,9.220321786,3.542356894
TRTGTO_61_1,,,NA,0.146333006,0.421524865,0.432142129,0.432142129,-0.00772895,0.027361197,0.179587374,-0.016763549,-0.013520578,0.045729798,0.013364365,0.011949801,0.003524393,0.021865161,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_61_1_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,43.362343,-8.41154,C,NA,NA,0.547749856,0.452250144,0.421817763,0.148892314,0.429289923,0.224971027,1.00E-09,0.591330022,0.183698949,0.429,-0.007011573,0.026816948,0.17873164,-0.018434397,-0.015098914,-0.009966586,0.04180079,-0.022666432,-0.017311423,-0.008020011,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,149.5539032,-39.95019296,-29.90765143,12.10556492,6.118054103
TRTGTO_61_4,,,NA,0.165286523,0.376811388,0.45790209,0.45790209,-0.010322968,0.023277324,0.191451032,-5.25E-05,-0.001131552,0.060176306,0.009604091,0.000129206,0.005886086,0.021496264,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_61_4_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,43.362343,-8.41154,C,NA,NA,0.577840543,0.422159457,0.374463008,0.16993781,0.455599182,0.252026597,1.00E-09,0.63727309,0.110700312,0.456,-0.00979188,0.02267533,0.191616771,0.000332824,-0.001580413,-0.01726743,0.056433846,-0.006331624,-0.014062532,-0.008376051,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,145.3031544,-39.67972849,-29.44608816,11.63528045,4.206197911
TRTGTO_62_1,,,NA,0.126897716,0.45369408,0.419408205,0.45369408,-0.006235245,0.030044627,0.148679705,-0.014788788,-0.026813245,0.039149389,0.005498701,-0.005660547,0.052292333,0.028370178,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_62_1_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,43.312691,-1.993332,C,NA,NA,0.536475888,0.463524112,0.448980325,0.129588448,0.421431227,0.208095916,1.00E-09,0.586219373,0.20568471,0.449,-0.0059941,0.029177139,0.147448184,-0.016878176,-0.022206678,-0.018113364,0.045254712,0.003659745,-0.056632226,0.027919871,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,134.0969001,-36.83418823,-24.96643409,9.507090635,4.949488545
TRTGTO_62_3,,,NA,0.16545488,0.458735058,0.375810063,0.458735058,-0.002268088,0.029240972,0.285455949,-0.032448665,0.01541874,0.148343093,-0.091039824,0.45869991,0.148687925,-0.031372755,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_62_3_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,43.312691,-1.993332,C,NA,NA,0.495832092,0.504167908,0.456231381,0.165610397,0.378158222,0.227724825,1.00E-09,0.580847812,0.191427362,0.456,-0.002264141,0.028641304,0.281100675,-0.033076665,0.02031298,-0.085102948,0.051046159,-0.4449072,-0.215686708,0.033006316,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,147.5348489,-37.11790814,-25.44778942,10.13512891,3.967839834
TRTGTO_62_4,,,NA,0.13899028,0.507173839,0.353835881,0.507173839,-0.000162598,0.033312722,0.185328713,-0.017267766,0.001107703,0.111396467,-0.079506201,0.340021886,0.124108617,-0.039298222,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_62_4_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,43.312691,-1.993332,C,NA,NA,0.461957722,0.538042278,0.512237871,0.138889528,0.348872601,0.187406516,1.00E-09,0.573077666,0.239515818,0.512,0.000736246,0.033120128,0.182083318,-0.018153858,0.007290106,-0.073711919,0.035506163,-0.329087929,-0.169056655,0.025335297,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,95.14616646,-27.70851511,-18.04212023,7.037057957,1.723898676
TRTGTO_62_5,,,NA,0.110052927,0.490989638,0.398957435,0.490989638,-0.005133517,0.035980107,0.289848435,-0.019078274,0.003879535,0.136318043,-0.089477707,0.463439288,0.147990168,-0.029619014,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,TRTGTO_62_5_CKDL220017606-1A_HHMFCCCX2_L3_C1.bam,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,,Spain,NA,NA,43.312691,-1.993332,C,NA,NA,0.516643087,0.483356913,0.494544657,0.110156794,0.39529855,0.171792515,1.00E-09,0.612775788,0.215431696,0.495,-0.004489263,0.035691336,0.286571059,-0.021869199,0.009854211,-0.080455752,0.038331565,-0.444527433,-0.216044418,0.042716076,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,156.0728247,-39.30458217,-30.45083683,13.07140253,5.839152876
