"","Column","P_Range"
"1044","Copia.36_NN.I",0.0238523702558792
"1045","Copia.36_Pru.I",0.101844243790267
"1046","Copia.36_PX.I",2.45130406449985e-29
"1047","Copia.36_RC.I",0.038405337677409
"1048","Copia.37.I_ZM",7.76935525547258e-42
"1049","Copia.37.LTR_ZM",0.0369361400267445
"1050","Copia.37_AIp.I",2.98520691548814e-14
"1051","Copia.37_ALY.I",0.203774805839939
"1052","Copia.37_ATr.I",1.4048674191097e-18
"1053","Copia.37_BRa.I",0.172345007655412
"1054","Copia.37_ECa.I",6.65043993397269e-65
"1055","Copia.37_FV.I",2.52129757000221e-14
"1056","Copia.37_GR.I",1.49988992399232e-16
"1057","Copia.37_JC.I",1.12568063557897e-65
"1058","Copia.37_Mad.I",0.00116048648972844
"1059","Copia.37_NN.I",0.120061553123399
"1060","Copia.37_RC.I",0.00106689117571533
"1061","Copia.37_SB.I",3.12116027681952e-11
"1062","Copia.37_SB.LTR",5.80145620665852e-18
"1063","Copia.37_VV.I",3.91466017061845e-19
"1064","Copia.38.I_ZM",2.4240031929114e-05
"1065","Copia.38.LTR_ZM",2.39722859423214e-07
"1066","Copia.38_AIp.I",0.00370309585037989
"1067","Copia.38_ALY.I",8.68558476966013e-11
"1068","Copia.38_ATr.I",2.09378703789791e-29
"1069","Copia.38_ECa.I",1.35217877955042e-12
"1070","Copia.38_ECa.LTR",0.530899474800621
"1071","Copia.38_FV.I",2.46112157129569e-11
"1072","Copia.38_GM.I",1.13625444342975e-10
"1073","Copia.38_GM.LTR",0.00253276875385515
"1074","Copia.38_GR.I",3.38346029960089e-24
"1075","Copia.38_JC.I",1.04163431959847e-18
"1076","Copia.38_JC.LTR",6.76047065539783e-27
"1077","Copia.38_MN.I",5.9982934430366e-13
"1078","Copia.38_NN.I",3.85595767395341e-22
"1079","Copia.38_Pru.I",5.11349465010358e-19
"1080","Copia.38_PX.I",0.00268918663698252
"1081","Copia.38_RC.I",2.66014251912979e-25
"1082","Copia.38_SB.I",0.000844880613382846
"1083","Copia.38_Sit.I",0.581415268287288
"1084","Copia.38_ST.I",1.21173590668628e-06
"1085","Copia.38_TC.I",7.73885798792233e-29
"1086","Copia.38_VV.I",3.80117739154752e-39
"1087","Copia.38_VV.LTR",6.07994859580079e-05
"1088","Copia.39_AIp.I",0.0699077005501735
"1089","Copia.39_ALY.I",7.18619523328718e-15
"1090","Copia.39_ALY.LTR",1.22915720384412e-09
"1091","Copia.39_ATr.I",1.471444763655e-16
"1092","Copia.39_BD.I",1.25800406178019e-19
"1093","Copia.39_GM.I",2.53341466034947e-16
"1094","Copia.39_GM.LTR",0.0392853821725245
"1095","Copia.39_MN.I",3.60873684830615e-10
"1096","Copia.39_NN.I",4.19673286946196e-33
"1097","Copia.39_NN.LTR",0.0829837127697082
"1098","Copia.39_PX.I",2.4368660188511e-12
"1099","Copia.39_RC.I",5.48055630374354e-19
"1100","Copia.39_Sit.I",3.65229114230379e-08
"1101","Copia.39_ST.I",1.00370874257558e-28
"1102","Copia.39_TC.I",2.5867976925762e-28
"1103","Copia.39_TC.LTR",0.000335017912150588
"1104","Copia.39_VV.I",2.65854504012579e-18
"1105","Copia.39_VV.LTR",0.000428109386132356
"1106","Copia.4_AIp.I",8.09111039326911e-95
"1107","Copia.4_ALY.I",1.09382079251665e-16
"1108","Copia.4_AT.LTR",8.93061208404105e-15
"1109","Copia.4_ATr.I",0.040610020487675
"1110","Copia.4_ATr.LTR",3.36784045079364e-13
"1111","Copia.4_BRa.I",0.00151432529251639
"1112","Copia.4_Cia.I",0.000767216795478368
"1113","Copia.4_ECa.I",1.61452181580884e-61
"1114","Copia.4_EPa.I",0.934190494597097
"1115","Copia.4_FV.I",9.71320983568184e-72
"1116","Copia.4_HV.LTR",1.3516134143214e-13
"1117","Copia.4_JC.I",8.27670164744454e-10
"1118","Copia.4_Mad.I",3.19933183940752e-14
"1119","Copia.4_MN.I",1.69388344251983e-19
"1120","Copia.4_OS.I",8.24101575162369e-11
"1121","Copia.4_PAb.I",0.727497025002645
"1122","Copia.4_PD.I",9.8329678283143e-09
"1123","Copia.4_PPa.I",6.04130555735572e-09
"1124","Copia.4_PTri.I",4.86642979397587e-38
"1125","Copia.4_SL.LTR",1.44839677663615e-08
"1126","Copia.4_SMo.I",0.000127592950933275
"1127","Copia.4_TA.I",2.77515292889804e-06
"1128","Copia.4_TC.I",2.15621545871732e-05
"1129","Copia.40_AIp.I",0.991388945508413
"1130","Copia.40_ALY.I",5.42709034059497e-18
"1131","Copia.40_ATr.I",3.82641106546271e-07
"1132","Copia.40_BRa.I",8.11444984710797e-08
"1133","Copia.40_ECa.I",1.50113631818095e-06
"1134","Copia.40_FV.I",0.0164749750451879
"1135","Copia.40_GM.I",8.14497733696918e-21
"1136","Copia.40_GR.I",0.000618310390430887
"1137","Copia.40_MN.I",1.83319905469791e-12
"1138","Copia.40_Pru.I",1.34659486652915e-06
"1139","Copia.40_RC.I",0.000118542208921606
"1140","Copia.40_SB.I",1.21617252397382e-31
"1141","Copia.40_Sit.I",0.114389150233363
"1142","Copia.40_ST.LTR",0.589257650697424
"1143","Copia.40_VV.I",8.19526652020102e-11
"1144","Copia.40_VV.LTR",3.27031241775066e-54
"1145","Copia.40_ZM.I",0.0133572828173479
"1146","Copia.41_AIp.I",0.446427986577048
"1147","Copia.41_ALY.I",8.63037845380451e-05
"1148","Copia.41_ATr.I",6.15537323286528e-06
"1149","Copia.41_ATr.LTR",3.63577018134918e-12
"1150","Copia.41_BRa.I",1.48232337676781e-34
"1151","Copia.41_ECa.I",2.19203434002948e-14
"1152","Copia.41_FV.I",2.68777754261449e-15
"1153","Copia.41_GM.I",7.03300181502709e-24
"1154","Copia.41_GR.I",1.04629161776743e-36
"1155","Copia.41_Mad.I",0.89714560911642
"1156","Copia.41_MN.I",3.99257249336511e-14
"1157","Copia.41_Sit.I",1.58284055504058e-24
"1158","Copia.41_ST.I",2.55396645333596e-06
"1159","Copia.41_VV.I",6.1978395268053e-22
"1160","Copia.42_ALY.I",0.068715035129616
"1161","Copia.42_ECa.I",5.43722666923312e-17
"1162","Copia.42_FV.I",0.00541054605002479
"1163","Copia.42_GM.I",2.49656833123073e-08
"1164","Copia.42_OS.I",2.34430693241537e-18
"1165","Copia.42_Pru.I",1.24498591248223e-08
"1166","Copia.42_PX.LTR",0.0802130363960417
"1167","Copia.42_RC.I",2.64398726540745e-29
"1168","Copia.42_SB.I",2.91830993420342e-11
"1169","Copia.43_ATr.I",0.519389467934793
"1170","Copia.43_BD.I",8.65773170188068e-14
"1171","Copia.43_BRa.I",6.25719403473354e-06
"1172","Copia.43_ECa.I",1.47720030730444e-07
"1173","Copia.43_FV.I",3.11696219206713e-06
"1174","Copia.43_GM.I",1.93626245004878e-59
"1175","Copia.43_GM.LTR",1.15042243753057e-56
"1176","Copia.43_GR.I",6.79772144116898e-09
"1177","Copia.43_GR.LTR",1.16072183344512e-12
"1178","Copia.43_JC.I",1.05101373167011e-10
"1179","Copia.43_Mad.I",6.17083304249505e-13
"1180","Copia.43_Mad.LTR",0.0197190567737297
"1181","Copia.43_MN.I",1.22436269863907e-30
"1182","Copia.43_MN.LTR",0.651481465993244
"1183","Copia.43_Pru.I",1.54605692758745e-07
"1184","Copia.43_Pru.LTR",5.12397069682242e-05
"1185","Copia.43_RC.I",2.51056219976323e-36
"1186","Copia.43_ST.I",1.43271662235702e-12
"1187","Copia.43_ZM.I",0.952717553118027
"1188","Copia.44_AIp.I",6.36013946302035e-08
"1189","Copia.44_BRa.I",1.08454618899287e-17
"1190","Copia.44_BRa.LTR",2.14794198067118e-29
"1191","Copia.44_GM.I",0.00116165154894474
"1192","Copia.44_JC.I",0.00280915122148295
"1193","Copia.44_Mad.LTR",1.11396392179254e-10
"1194","Copia.44_MN.I",0.000530243748630522
"1195","Copia.44_OS.I",0.000422998491333239
"1196","Copia.44_Pru.I",0.0751484440415052
"1197","Copia.44_RC.I",0.125757986536014
"1198","Copia.44_SB.I",0.429768577541585
"1199","Copia.44_ST.I",1.4154569490857e-29
"1200","Copia.44_VV.LTR",5.37770864362558e-64
"1201","Copia.45_AIp.I",0.0894139536529541
"1202","Copia.45_ALY.I",2.95588224246014e-09
"1203","Copia.45_ALY.LTR",1.06340925254491e-116
"1204","Copia.45_ATr.I",6.46585910686607e-15
"1205","Copia.45_BRa.I",1.87891163817992e-10
"1206","Copia.45_ECa.I",0.181616136445141
"1207","Copia.45_Mad.I",1.57827166247495e-05
"1208","Copia.45_MN.I",0.000540568252627906
"1209","Copia.45_OS.I",8.36052802515832e-21
"1210","Copia.45_PX.I",4.92467103807694e-17
"1211","Copia.45_PX.LTR",0.000111825883100935
"1212","Copia.45_RC.I",1.76153526180701e-20
"1213","Copia.45_SB.I",2.46043103223252e-10
"1214","Copia.45_ZM.I",0.401451376239032
"1215","Copia.46_AIp.I",8.46131464199107e-11
"1216","Copia.46_ATr.I",5.69799759597388e-28
"1217","Copia.46_ECa.I",1.71504494278871e-25
"1218","Copia.46_GM.I",2.04953371787032e-43
"1219","Copia.46_GM.LTR",0.00027481271415708
"1220","Copia.46_GR.I",1.89159031837915e-28
"1221","Copia.46_JC.I",1.09732392463132e-39
"1222","Copia.46_MN.I",0.231308141522957
"1223","Copia.46_OS.I",3.76857723896442e-12
"1224","Copia.46_RC.I",7.12219625315719e-27
"1225","Copia.46_RC.LTR",0.688023704222793
"1226","Copia.46_SB.I",0.00145265887323091
"1227","Copia.46_ST.I",7.05483358529636e-41
"1228","Copia.46_ZM.I",0.0715599689299264
"1229","Copia.47_AIp.I",0.0114249248752048
"1230","Copia.47_ALY.I",1.17488822076735e-23
"1231","Copia.47_ATr.I",6.06361471804261e-20
"1232","Copia.47_BD.I",0.829296118410008
"1233","Copia.47_BRa.LTR",0.0196524526129489
"1234","Copia.47_ECa.I",5.38517131165572e-28
"1235","Copia.47_ECa.LTR",9.6503931763075e-15
"1236","Copia.47_GM.I",3.97934246634945e-12
"1237","Copia.47_GR.I",5.0325046892653e-16
"1238","Copia.47_GR.LTR",4.31482179214634e-24
"1239","Copia.47_JC.I",6.08213816557315e-06
"1240","Copia.47_Mad.LTR",3.06381654430212e-94
"1241","Copia.47_MN.LTR",2.92186240795533e-58
"1242","Copia.47_RC.I",2.0865132356015e-09
"1243","Copia.47_ST.I",9.71773435837047e-07
"1244","Copia.47_VV.I",1.50936015401847e-79
"1245","Copia.48_AIp.LTR",1.54373242114292e-08
"1246","Copia.48_ALY.I",0.910118875525033
"1247","Copia.48_BRa.I",2.1555959694899e-09
"1248","Copia.48_GM.I",1.25063502201955e-10
"1249","Copia.48_JC.I",3.94336378670504e-22
"1250","Copia.48_Mad.I",0.00740772064394885
"1251","Copia.48_OS.I",0.00300252237316635
"1252","Copia.48_PX.I",5.1924396672297e-06
"1253","Copia.48_RC.I",7.10553275760361e-115
"1254","Copia.48_ST.I",0.0417148536644363
"1255","Copia.48_VV.I",3.29719587247644e-08
"1256","Copia.48_VV.LTR",2.61987345454175e-11
"1257","Copia.49_ATr.I",3.61465672215651e-30
"1258","Copia.49_BRa.I",0.012432914694946
"1259","Copia.49_ECa.I",1.16320539415071e-17
"1260","Copia.49_ECa.LTR",2.00051445103087e-121
"1261","Copia.49_GM.I",2.25371227282159e-21
"1262","Copia.49_GR.I",2.04761218633481e-43
"1263","Copia.49_Mad.I",6.50410603898577e-12
"1264","Copia.49_MN.I",1.43101108677631e-07
"1265","Copia.49_PX.I",4.21225935623933e-10
"1266","Copia.49_PX.LTR",1.69183248846619e-10
"1267","Copia.49_VV.I",1.00378682277465e-38
"1268","Copia.5_AIp.I",1.00209422824233e-06
"1269","Copia.5_ALY.I",1.25229355321603e-19
"1270","Copia.5_ATr.I",4.33794308837796e-31
"1271","Copia.5_ATr.LTR",4.93738178476121e-26
"1272","Copia.5_BDi.I",4.55353320864659e-17
"1273","Copia.5_CP.I",8.47582778363093e-08
"1274","Copia.5_ECa.I",5.25279545713057e-24
"1275","Copia.5_EPa.LTR",0.811357679163937
"1276","Copia.5_GM.I",1.06131973583564e-24
"1277","Copia.5_GM.LTR",7.13464786545097e-35
"1278","Copia.5_HV.I",2.15559596949131e-09
"1279","Copia.5_LU.I",1.92288531601283e-26
"1280","Copia.5_Mad.I",3.38606200817686e-25
"1281","Copia.5_MN.I",4.39281630419169e-08
"1282","Copia.5_NN.I",1.07970665975415e-09
"1283","Copia.5_PAb.I",1.8190870816347e-20
"1284","Copia.5_PD.I",0.44382512690231
"1285","Copia.5_Pru.I",3.1816486834519e-18
"1286","Copia.5_PX.I",0.585402411593365
"1287","Copia.5_SMo.I",0.00649034894309808
"1288","Copia.5_ST.I",3.61359279817038e-15
"1289","Copia.5_TA.I",5.8319628693179e-13
"1290","Copia.50_AIp.I",6.60565555881236e-26
"1291","Copia.50_ALY.I",1.35340833870311e-09
"1292","Copia.50_ATr.LTR",1.5013533424807e-52
"1293","Copia.50_BD.I",1.89683756053769e-37
"1294","Copia.50_BRa.I",4.42143874075472e-17
"1295","Copia.50_GM.I",7.38581960083703e-71
"1296","Copia.50_GR.I",9.26285285282289e-33
"1297","Copia.50_MN.I",0.0313545930147607
"1298","Copia.50_NS.I",8.99882708468022e-08
"1299","Copia.50_PX.I",0.384125925139932
"1300","Copia.50_RC.I",5.03816615910815e-34
"1301","Copia.50_ST.I",6.40566906263149e-09
"1302","Copia.50_ZM.I",5.06726640848966e-26
"1303","Copia.51_ALY.I",3.61516285918133e-25
"1304","Copia.51_GM.I",6.79299090253218e-20
"1305","Copia.51_GR.I",3.99604641387708e-22
"1306","Copia.51_JC.I",4.62261828044313e-51
"1307","Copia.51_Mad.I",1.13327196761892e-14
"1308","Copia.51_MN.I",1.07995343897252e-06
"1309","Copia.51_NS.I",4.82358617716207e-34
"1310","Copia.51_Pru.LTR",1.04592198975836e-05
"1311","Copia.51_PX.I",4.0926691492283e-16
"1312","Copia.51_ST.I",3.95108268131673e-16
"1313","Copia.51_ST.LTR",0.0503306795092044
"1314","Copia.51_ZM.I",3.65411963435065e-10
"1315","Copia.52_BD.I",1.53901775964626e-20
"1316","Copia.52_GM.I",1.97312111188041e-17
"1317","Copia.52_GR.I",1.65789522932099e-09
"1318","Copia.52_JC.I",4.66692143650625e-08
"1319","Copia.52_MN.I",2.92308919048786e-55
"1320","Copia.52_NS.I",2.77622575859484e-15
"1321","Copia.52_NS.LTR",1.3854789545732e-25
"1322","Copia.52_SB.I",0.130159831464114
"1323","Copia.52_ST.I",0.00609763333719126
"1324","Copia.52_VV.I",9.57281791187856e-12
"1325","Copia.52_ZM.I",1.14512894175758e-61
"1326","Copia.53_ALY.I",0.107706653344738
"1327","Copia.53_BRa.I",2.17304235767338e-06
"1328","Copia.53_GM.I",1.22384431901404e-10
"1329","Copia.53_GR.I",0.00362654941998643
"1330","Copia.53_Mad.I",5.00557756583647e-18
"1331","Copia.53_Mad.LTR",4.05310125191088e-18
"1332","Copia.53_MN.I",0.000288338713199441
"1333","Copia.53_NS.I",6.88009988262857e-31
"1334","Copia.53_Pru.LTR",7.8938181856751e-21
"1335","Copia.53_PX.I",1.92891155601733e-21
"1336","Copia.53_SB.I",7.19881472042739e-14
"1337","Copia.53_ST.I",1.14258851370728e-10
"1338","Copia.53_VV.I",1.37548224321235e-144
"1339","Copia.54_ALY.I",1.03898787199456e-19
"1340","Copia.54_BRa.I",1.69475644533539e-06
"1341","Copia.54_GR.I",0.0255440587477854
"1342","Copia.54_GR.LTR",1.3081787048243e-16
"1343","Copia.54_JC.I",0.417111638811378
"1344","Copia.54_MN.I",0.00244211728997731
"1345","Copia.54_NS.I",1.3240387468229e-09
"1346","Copia.54_OS.I",5.20164466512307e-18
"1347","Copia.54_PPe.I",2.85304063337486e-09
"1348","Copia.54_PTr.I",2.05309939684434e-21
"1349","Copia.54_PX.I",0.185820239874901
"1350","Copia.54_SB.I",2.89254799442088e-07
"1351","Copia.54_ST.I",4.36823631428444e-12
"1352","Copia.54_VV.I",2.18599504943509e-29
"1353","Copia.54_ZM.I",6.86629096241246e-20
"1354","Copia.55_GM.I",2.49923638723849e-15
"1355","Copia.55_Mad.I",1.87024331115739e-25
"1356","Copia.55_MN.I",1.66883326892138e-14
"1357","Copia.55_NS.I",0.328802613807675
"1358","Copia.55_NS.LTR",0.763146587249268
"1359","Copia.55_OS.I",3.33984829342385e-10
"1360","Copia.55_PPe.I",4.18069955244674e-15
"1361","Copia.55_PTr.I",9.75792215974974e-16
"1362","Copia.55_PX.I",1.26668417019277e-07
"1363","Copia.55_SB.I",0.57476920095182
"1364","Copia.55_ST.LTR",0.00537993322739929
"1365","Copia.55_VV.I",4.50113243745854e-29
"1366","Copia.56_ALY.I",3.37794584954585e-05
"1367","Copia.56_BRa.I",2.68492770832755e-18
"1368","Copia.56_GM.I",0.00067026232810379
"1369","Copia.56_GR.I",9.51998003242552e-16
"1370","Copia.56_MN.I",3.23198038967445e-07
"1371","Copia.56_NS.I",0.188954163585308
"1372","Copia.56_PPe.I",6.92948603265261e-07
"1373","Copia.56_PX.I",2.645945461025e-21
"1374","Copia.56_SB.I",1.12720321267927e-13
"1375","Copia.56_SB.LTR",1.60585103196748e-08
"1376","Copia.56_VV.I",6.06302192422522e-19
"1377","Copia.57_ALY.I",3.82258266539752e-21
"1378","Copia.57_BD.I",1.61587923907436e-08
"1379","Copia.57_GM.I",8.05316152668417e-14
"1380","Copia.57_GM.LTR",0.718054676607009
"1381","Copia.57_GR.I",8.55953027779612e-06
"1382","Copia.57_Mad.I",1.69403818340375e-08
"1383","Copia.57_MN.I",2.94120836415737e-09
"1384","Copia.57_NS.I",3.79135459967612e-32
"1385","Copia.57_PX.I",3.39846250718682e-23
"1386","Copia.57_ZM.I",0.30688905432871
"1387","Copia.57B_NS.I",3.15040678386658e-13
"1388","Copia.58_BD.I",3.50736111606477e-18
"1389","Copia.58_BD.LTR",2.87475967460484e-20
"1390","Copia.58_GM.I",0.000550197102746407
"1391","Copia.58_Mad.I",1.09432430186791e-40
"1392","Copia.58_Mad.LTR",3.65208503044112e-21
"1393","Copia.58_MN.I",4.43439895031665e-12
"1394","Copia.58_MN.LTR",2.77196614465741e-61
"1395","Copia.58_NS.I",7.22046421269571e-45
"1396","Copia.58_PPe.I",3.52441847407903e-11
"1397","Copia.58_PT.I",1.97749907261238e-11
"1398","Copia.58_PX.I",0.0155228526076104
"1399","Copia.58_SB.I",0.00181496088201291
"1400","Copia.58_ST.I",0.0045136148744312
"1401","Copia.58_VV.I",1.59308645573235e-10
"1402","Copia.59_BD.I",2.4156905235029e-47
"1403","Copia.59_GM.I",6.31061536517137e-24
"1404","Copia.59_GR.I",2.60550678339421e-09
"1405","Copia.59_NS.I",4.88014949074695e-22
"1406","Copia.59_OS.I",5.34923724604787e-91
"1407","Copia.59_PPe.I",1.2866023507681e-16
"1408","Copia.59_PT.I",2.67399699235268e-10
"1409","Copia.59_PX.I",6.17203264050205e-07
"1410","Copia.59_PX.LTR",5.27142708922745e-17
"1411","Copia.59_ST.I",1.64940894687895e-31
"1412","Copia.59_VV.I",1.68405513939927e-15
"1413","Copia.6_AIp.I",6.89986351404672e-21
"1414","Copia.6_ALY.I",1.27514960158646e-13
"1415","Copia.6_ALY.LTR",1.12875200892063e-26
"1416","Copia.6_BDi.I",0.217452192702976
"1417","Copia.6_BRa.I",6.25812225842298e-07
"1418","Copia.6_Cia.I",1.44052432687699e-09
"1419","Copia.6_ECa.I",0.00725616736771812
"1420","Copia.6_EPa.LTR",1.95955876101429e-12
"1421","Copia.6_FV.I",6.88157171200917e-08
"1422","Copia.6_GM.I",1.47428201832292e-56
"1423","Copia.6_GM.LTR",8.97670738091699e-39
"1424","Copia.6_JC.I",3.32597923458339e-56
"1425","Copia.6_JC.LTR",0.00269029211990935
"1426","Copia.6_LU.I",5.3814788182521e-22
"1427","Copia.6_MN.I",1.20222520389893e-09
"1428","Copia.6_NN.I",8.09554833463842e-27
"1429","Copia.6_PAb.I",1.03730449602168e-21
"1430","Copia.6_PAb.LTR",1.17787524566458e-19
"1431","Copia.6_PD.I",5.00547162756847e-31
"1432","Copia.6_Pru.I",0.000168228681389634
"1433","Copia.6_PX.I",2.51677425906276e-11
"1434","Copia.6_ST.I",1.36859281289881e-56
"1435","Copia.6_TA.I",1.36400737719729e-42
"1436","Copia.6_TC.I",1.02113838404828e-12
"1437","Copia.60_BD.I",1.77614857991027e-16
"1438","Copia.60_BRa.I",6.3456382813892e-11
"1439","Copia.60_GM.I",3.60296706831194e-45
"1440","Copia.60_GM.LTR",9.55152269586238e-22
"1441","Copia.60_Mad.I",1.71148919419838e-45
"1442","Copia.60_MN.I",1.5777077206458e-14
"1443","Copia.60_OS.I",2.1415601634536e-43
"1444","Copia.60_PPe.I",0.990534409326816
"1445","Copia.60_PT.I",0.198603029543455
"1446","Copia.60_PX.LTR",8.71986336645385e-09
"1447","Copia.60_SB.I",5.65459149884853e-09
"1448","Copia.60_VV.I",2.15741003312524e-19
"1449","Copia.61_ALY.I",0.00101043489760432
"1450","Copia.61_BRa.I",2.48261865775006e-05
"1451","Copia.61_GM.I",1.4679993452606e-66
"1452","Copia.61_GM.LTR",5.07676661285857e-89
"1453","Copia.61_Mad.I",4.71936819473721e-15
"1454","Copia.61_Mad.LTR",3.76737318581368e-09
"1455","Copia.61_MN.I",0.00234182389477787
"1456","Copia.61_NS.LTR",2.275429394026e-12
"1457","Copia.61_OS.I",1.08969111864772e-09
"1458","Copia.61_PPe.I",2.59479333906911e-26
"1459","Copia.61_PT.I",2.14851616096013e-11
"1460","Copia.61_PT.LTR",4.93782250671861e-06
"1461","Copia.61_SB.I",3.63593323272083e-19
"1462","Copia.61_ST.I",1.10389267406115e-06
"1463","Copia.62_ALY.I",0.0180623506854303
"1464","Copia.62_BD.I",1.20659200471895e-05
"1465","Copia.62_BRa.I",7.62386560196013e-06
"1466","Copia.62_GM.I",2.34512689411107e-65
"1467","Copia.62_GM.LTR",2.04868755055909e-33
"1468","Copia.62_Mad.LTR",2.96313757376187e-09
"1469","Copia.62_MN.LTR",0.0640785151634257
"1470","Copia.62_NS.I",1.90740356791721e-111
"1471","Copia.62_PPe.I",3.67127813220995e-18
"1472","Copia.62_SB.I",0.0103392618725018
"1473","Copia.62_ST.I",0.282072990043633
"1474","Copia.63_ALY.I",0.0359273186841169
"1475","Copia.63_BRa.I",1.06217024585386e-09
"1476","Copia.63_BRa.LTR",1.41966122273086e-22
"1477","Copia.63_GM.I",1.69485086878939e-45
"1478","Copia.63_GM.LTR",1.76313981944918e-40
"1479","Copia.63_Mad.I",8.55715474542235e-26
"1480","Copia.63_MN.I",5.24554988602812e-17
"1481","Copia.63_NS.I",0.0091917898217358
"1482","Copia.63_PPe.I",9.9903325221814e-05
"1483","Copia.63_SB.I",6.10629587740439e-18
"1484","Copia.63_ST.I",6.06226076975485e-10
"1485","Copia.63_VV.I",3.8869255237768e-06
"1486","Copia.64_ALY.I",1.16849360723914e-30
"1487","Copia.64_GM.I",1.8535648345405e-25
"1488","Copia.64_OS.LTR",0.829328887153402
"1489","Copia.64_PPe.I",3.82482401446675e-08
"1490","Copia.64_PT.I",4.8471256678279e-12
"1491","Copia.64_PT.LTR",4.29653256437514e-13
"1492","Copia.64_SB.I",4.09403397891877e-09
"1493","Copia.64_ST.I",8.38630751524307e-102
"1494","Copia.64_VV.I",1.46459655821801e-14
"1495","Copia.64_ZM.I",5.28092288101768e-07
"1496","Copia.65_BRa.I",0.524296470959255
"1497","Copia.65_GM.I",6.84316467068752e-52
"1498","Copia.65_Mad.I",0.0648740412272109
"1499","Copia.65_MN.LTR",0.0202140523062685
"1500","Copia.65_NS.I",1.66906099910227e-35
"1501","Copia.65_NS.LTR",3.99486887905793e-10
"1502","Copia.65_PPe.I",5.41731501535441e-27
"1503","Copia.65_PT.I",2.80441850673742e-16
"1504","Copia.65_PT.LTR",1.55304551207141e-12
"1505","Copia.65_PX.I",1.58686817763583e-05
"1506","Copia.65_PX.LTR",6.31890882262662e-06
"1507","Copia.65_SB.I",0.108935495380706
"1508","Copia.65_VV.I",3.05026382061928e-22
"1509","Copia.66_ALY.I",0.0289052299427708
"1510","Copia.66_GM.I",9.24909246232366e-25
"1511","Copia.66_GM.LTR",8.84613586503081e-65
"1512","Copia.66_Mad.I",4.43439895031665e-12
"1513","Copia.66_Mad.LTR",3.2480612275775e-17
"1514","Copia.66_NS.I",1.33252371472991e-23
"1515","Copia.66_NS.LTR",6.54676035412743e-55
"1516","Copia.66_PPe.I",2.85468281455499e-49
"1517","Copia.66_PPe.LTR",1.12651817618535e-67
"1518","Copia.66_PT.I",1.40032780154402e-44
"1519","Copia.66_SB.I",6.04426668715236e-05
"1520","Copia.66_VV.I",2.52697589725865e-26
"1521","Copia.67_BRa.I",1.02593008330162e-22
"1522","Copia.67_GM.I",8.17010128174009e-51
"1523","Copia.67_Mad.I",0.00548191511301556
"1524","Copia.67_NS.I",9.92902274114175e-07
"1525","Copia.67_NS.LTR",7.58966574074854e-07
"1526","Copia.67_OS.I",1.16972892106529e-05
"1527","Copia.67_PT.I",5.77685477884127e-12
"1528","Copia.67_PX.I",0.00490469257998929
"1529","Copia.68_ALY.I",1.99060366593118e-07
"1530","Copia.68_GM.I",0.166941272105376
"1531","Copia.68_GM.LTR",1.03429381329721e-55
"1532","Copia.68_Mad.I",5.24532080317656e-09
"1533","Copia.68_MN.I",5.54631707602377e-40
"1534","Copia.68_NS.I",3.93020905888359e-35
"1535","Copia.68_OS.I",0.0565240905072119
"1536","Copia.68_PX.I",4.46486725681856e-13
"1537","Copia.69_BRa.I",2.30461307023897e-08
"1538","Copia.69_GM.I",1.577204690225e-22
"1539","Copia.69_GM.LTR",1.48999696285465e-48
"1540","Copia.69_Mad.I",4.09361244560678e-10
"1541","Copia.69_NS.I",9.33943264671922e-08
"1542","Copia.69_PT.I",4.80158785068212e-18
"1543","Copia.69_PX.I",5.74329356055676e-06
"1544","Copia.69_ST.I",0.883002579861976
"1545","Copia.69_VV.I",8.52107393029862e-23
"1546","Copia.69_ZM.I",0.432097842206116
"1547","Copia.7_AIp.I",2.32670207541724e-14
"1548","Copia.7_ATr.I",4.9126900354004e-17
"1549","Copia.7_BD.I",3.48783729215843e-19
"1550","Copia.7_BRa.I",6.2399941935062e-12
"1551","Copia.7_Cia.I",7.39696614694059e-21
"1552","Copia.7_CP.I",1.50768787001906e-55
"1553","Copia.7_CP.LTR",0.000124875264414044
"1554","Copia.7_ECa.I",0.00143928571538831
"1555","Copia.7_ECa.LTR",1.09550485396585e-06
"1556","Copia.7_EPa.I",2.55872308967025e-14
"1557","Copia.7_FV.I",9.82095400415737e-42
"1558","Copia.7_GM.I",7.64171922131599e-45
"1559","Copia.7_GR.LTR",0.00280634297598767
"1560","Copia.7_JC.I",1.48173341812613e-18
"1561","Copia.7_Mad.I",0.000106480009276915
"1562","Copia.7_MN.I",4.68720116600453e-22
"1563","Copia.7_NN.I",5.05596755634743e-27
"1564","Copia.7_PAb.I",3.34540810430311e-16
"1565","Copia.7_PD.I",5.94653904521059e-22
"1566","Copia.7_Pru.I",7.05141184849369e-12
"1567","Copia.7_PX.I",2.40315135926075e-30
"1568","Copia.7_Sit.I",1.80816931744302e-24
"1569","Copia.7_TA.I",2.47219432160897e-102
"1570","Copia.7_TC.I",2.62040608165339e-06
"1571","Copia.70_GM.I",2.64455834063467e-25
"1572","Copia.70_GM.LTR",3.1890391725318e-43
"1573","Copia.70_Mad.I",2.43292705714266e-12
"1574","Copia.70_MN.I",0.00430657785836548
"1575","Copia.70_NS.I",1.2533254951121e-09
"1576","Copia.70_PT.I",9.39641996218452e-31
"1577","Copia.70_ST.I",0.0150268810195888
"1578","Copia.70_VV.I",2.10829013981617e-40
