"sample_row_id","predicted_country","actual_country","range","PC_LD1.x","PC_LD2.x","Samp","Herbarium","CatalogNumber","State","K3Q2S1964_LD","K3Q1S1964_LD","K3Q3S1964_LD","MaxK3_LD","PC_LD1.y","PC_LD2.y","PC_LD3","PC_LD4","PC_LD5","PC_LD6","PC_LD7","PC_LD8","PC_LD9","PC_LD10","Directory","File","Country","RANGE","Year","TimeBin","PCOASamp","PcoaGroups","PcoaGroupRegion","X","Region","PcoaYR","N_S","SampleN","lat","lon","H_C","N_S.1","Heterozygosity","K2Q1S1964","K2Q2S1964","K3Q1S1964","K3Q2S1964","K3Q3S1964","K4Q1S1964","K4Q2S1964","K4Q3S1964","K4Q4S1964","MaxK3","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","NREAD","COVERAGE","AC_COVERAGE","AC_COUNT","AC_2_COVERAGE","AC_2_COUNT","LI_COVERAGE","LI_COUNT","Region.1","stdAC","stdLI","geno_Hb7a1","geno_Hb7a2","geno_Hb7b","geno_Hb9","geno_Hb13","PC1_TE","PC2_TE","PC3_TE","PC4_TE","PC5_TE"
607,"UK","USA","NAM",-0.0359404575551434,0.0608095245023563,"TRHS119","PH","PH_00472041","NJ",0.994476556,0.005523443,1e-09,0.994476556,0.036608824,-0.03796398,-0.005545627,0.01435438,-0.005806963,0.019693323,-0.018687008,-0.015090274,0.002406798,-0.02091095,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS119_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1892,"1878-1917","1892_TRHS119","1878-1917","1878-1917_NA","1892_NA","Middle","1892_Middle",NA,23,39.80353924,-74.95975436,"H",NA,0.001692507,0.040850891,0.959149109,0.006308354,0.993691645,1e-09,0.985264638,1e-09,1e-09,0.01473536,0.994,0.036349038,-0.038115457,-0.005635057,0.014343937,-0.004777874,-0.023246941,0.010928319,0.008940493,-0.004641878,-0.016944308,11049151,0,17.7992,10,18.0397,12,2.50065,2,"Middle",9.05e-07,1.81e-07,0,0,0,0,0,-63.54252892,27.33670317,-12.01941524,-3.779726843,1.685835289
608,"Spain","USA","NAM",0.0811762691044026,0.0531412693096018,"TRHS120","NO","NO069698","GA",1e-09,0.999999998,1e-09,0.999999998,0.042158691,0.067900802,-0.038648585,-0.025780074,0.033552448,0.018268886,-0.014411228,0.005049292,0.008158681,0.00187082,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS120_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1975,"1958-1997","1975_TRHS120","1958-1997","1958-1997_South","1975_South","South","1975_South","S",229,32.39681418,-81.74317814,"H","S",0.003185148,1e-09,0.999999999,0.999999998,1e-09,1e-09,1e-09,1e-09,1e-09,0.999999997,1,0.042434098,0.066870985,-0.040212535,-0.025072913,0.03793884,-0.018217461,0.007056292,-0.008156454,-0.009955222,-0.006468045,29416267,0,65.2435,44,48.3464,34,71.3207,134,"South",1.5e-06,4.56e-06,0,0,0,0,0,61.08892075,15.99474214,6.768981475,-4.637116754,1.325621837
609,"Spain","USA","NAM",0.0384606319755365,0.043718442407555,"TRHS121","MS","MS_64086","MS",0.333601489,0.638318497,0.028080014,0.638318497,0.0323456,0.030444334,-0.025919147,-0.006849183,-0.015070144,-0.012704619,0.023407887,0.01354773,0.001222466,-0.017459076,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS121_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1969,"1958-1997","1969_TRHS121","1958-1997","1958-1997_South","1969_South","South","1969_South","S",247,33.79553898,-90.88040091,"H","S",0.002722694,0.074653134,0.925346866,0.641491804,0.336672065,0.021836131,0.310619347,0.016496683,0.032426815,0.640457155,0.641,0.032690249,0.030145654,-0.025794848,-0.006233713,-0.019943813,0.02476161,-0.005056531,-0.010270947,-0.004701257,-0.019221199,23357549,0,4.32952,2,21.8882,10,47.1216,56,"South",8.56e-08,2.4e-06,0,0.5,0,0.5,0,54.74501888,8.994945403,3.862947325,-5.838034183,-4.684183504
610,"Spain","USA","NAM",0.0605609834340849,0.0353041547073308,"TRHS122","MS","MS_75794","MS",0.121916115,0.815891347,0.062192538,0.815891347,0.028873521,0.051242157,-0.020563248,-0.001009747,-0.02194987,-0.017328276,-0.011688898,0.004512505,0.017152335,0.010984192,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS122_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1988,"1958-1997","1988_TRHS122","1958-1997","1958-1997_South","1988_South","South","1988_South","S",244,33.65566661,-88.78157617,"H","S",0.003147609,0.106062332,0.893937668,0.810545989,0.122733178,0.066720833,0.110144116,4.3e-09,0.132545961,0.757309919,0.811,0.028673946,0.050616428,-0.020914958,-0.000246241,-0.021002267,-0.010002314,-0.021381644,0.001461216,-0.016801982,0.007680949,20872114,0,41.7318,19,41.7318,17,66.9706,91,"South",9.1e-07,4.36e-06,0,0,0,0.5,0,48.53707363,15.03008427,5.102059872,-1.544668697,-0.441527995
611,"Spain","USA","NAM",0.0628448893786873,0.0390975041600448,"TRHS123","MS","MS_62609","MS",0.133260802,0.82590671,0.040832488,0.82590671,0.031550305,0.052787815,-0.01125458,-0.027495618,0.03417781,0.008067149,-0.006381132,0.005627282,-0.015369672,0.016079769,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS123_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1998,"1998-Present","1998_TRHS123","1998-Present","1998-Present_South","1998_South","South","1998_South","S",370,31.17439653,-90.80443149,"H","S",0.00282264,0.084671903,0.915328097,0.828950469,0.127837069,0.043212462,0.115120026,1e-09,0.088121548,0.796758424,0.829,0.03159782,0.052916271,-0.00987159,-0.026960235,0.036742997,-0.006338459,0.001834631,-0.010777723,0.009299797,-0.00332574,21957096,0,29.104,16,45.8208,34,82.7559,108,"South",7.29e-07,4.92e-06,0,0,0,0,0,84.54491113,-5.534533183,-1.92617897,-2.697308966,-2.835933262
612,"Spain","USA","NAM",0.069765919829626,0.0440125170295626,"TRHS124","MS","MS_9646",NA,0.091739551,0.905783405,0.002477044,0.905783405,0.03528256,0.058431805,-0.026154674,-0.0329967,0.043957651,0.018338438,-0.009762832,-0.010648482,-0.004971794,0.008879302,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS124_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1966,"1958-1997","1966_TRHS124","1958-1997","1958-1997_NA","1966_NA","","1966_",NA,NA,NA,NA,"H",NA,0.002803334,0.039295892,0.960704108,0.893472495,0.09725333,0.009274175,0.071695879,1.61e-08,0.04168011,0.886623995,0.893,0.035402802,0.057290868,-0.027695955,-0.03136414,0.048177278,-0.01544173,0.012527889,0.004577537,0.006554017,-0.008921725,19904971,0,51.1726,27,67.5887,44,86.7674,134,NA,1.36e-06,6.73e-06,0,0,0,0.5,0,53.15594299,9.907692176,5.200100221,-4.111172281,-5.063009427
613,"UK","USA","NAM",0.0174944934963964,0.0519126472552094,"TRHS126","IL","IL_23829","IL",0.526675493,0.473324506,1e-09,0.526675493,0.035814761,0.010889573,-0.006923257,-0.003595851,0.014654242,0.008431118,-0.019048783,-0.014091088,-7.2e-06,-0.001892428,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS126_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1947,"1918-1957","1947_TRHS126","1918-1957","1918-1957_NA","1947_NA","Middle","1947_Middle",NA,120,39.97354672,-90.24737505,"H",NA,0.003211429,0.067194451,0.932805549,0.479355183,0.520644811,6.07e-09,0.498086101,1e-09,0.02404847,0.477865428,0.521,0.035359549,0.011137601,-0.00836734,-0.003220237,0.015524221,-0.021667781,-0.002164078,0.011794016,-0.003415627,-0.014425337,21931835,0,38.2441,18,47.8653,24,8.30946,7,"Middle",8.21e-07,3.19e-07,0,0,0,0,0,47.56192399,13.95108018,8.504840637,-3.706727382,-2.545138687
614,"UK","USA","NAM",-0.014797426140579,0.0177337792983585,"TRHS127","IL","IL_176305","IL",0.588998383,0.166138057,0.244863561,0.588998383,0.010984505,-0.014916674,0.040862387,-0.002061543,-0.031552064,-0.027067822,0.078220724,0.025340416,-0.063774171,0.033352277,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS127_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1988,"1958-1997","1988_TRHS127","1958-1997","1958-1997_North","1988_North","North","1988_North","N",327,42.04256636,-89.32072666,"H","N",0.003862116,0.360317686,0.639682314,0.161856738,0.59632487,0.241818391,0.603017285,0.109943679,0.190820845,0.096218192,0.596,0.011180701,-0.015777578,0.040247901,-0.002461058,-0.038187234,0.077889531,0.007663482,-0.030080687,0.064978163,0.027949951,18357740,0,76.368,22,25.3157,7,7.03308,6,"North",1.2e-06,3.27e-07,0,0.5,0.5,0.5,0,91.46042748,-13.79702279,-5.459281115,-1.738672781,-6.024918165
615,"Spain","USA","NAM",0.0832920213889407,0.0531935656590186,"TRHS128","LSU","LSU 233525","LA",1e-09,0.999999998,1e-09,0.999999998,0.042325946,0.069771881,-0.045718292,-0.025796212,0.042723641,0.019199723,-0.010313583,0.002064008,0.001878283,-0.001769772,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS128_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1967,"1958-1997","1967_TRHS128","1958-1997","1958-1997_South","1967_South","South","1967_South","S",231,32.47831315,-92.15487013,"H","S",0.003067677,1e-09,0.999999999,0.999999998,1e-09,1e-09,1e-09,1e-09,1e-09,0.999999997,1,0.042157619,0.069211635,-0.045588775,-0.026254447,0.045952463,-0.012624759,0.010728895,-0.002820245,-0.004626793,-0.010862836,26898633,0,22.73,8,45.6404,24,66.6319,134,"South",2.97e-07,4.98e-06,0,0,0,0,0,48.26291754,19.20888633,5.788946493,-6.530130468,-3.126702874
616,"UK","USA","NAM",-0.0307036498681213,0.0448213454567658,"TRHS129","PH","PH_00472028","NJ",0.859743713,0.067016893,0.073239393,0.859743713,0.026812208,-0.031720848,-0.004430657,0.016649257,-0.006540195,0.010460441,-0.004255224,-0.00679834,-0.009631093,0.015504299,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS129_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1954,"1918-1957","1954_TRHS129","1918-1957","1918-1957_North","1954_North","North","1954_North","N",128,40.28751735,-74.15820239,"H","N",0.003202968,0.201252241,0.798747759,0.057721089,0.859928331,0.08235058,0.856315544,0.044639592,0.058925199,0.040119665,0.86,0.02572534,-0.032406796,-0.004927532,0.017602198,-0.004378088,-0.008348756,0.013444778,0.002507025,0.024094724,0.032416805,24686549,0,51.6536,29,48.5869,25,13.3368,26,"North",1.17e-06,1.05e-06,0,0,0.5,0.5,0,63.69705002,8.374529448,2.31205832,-3.823581334,-0.493328299
617,"UK","USA","NAM",-0.0303419775167097,0.0322832985236896,"TRHS130","PH","PH_00472047","NJ",0.798284739,0.057649056,0.144066205,0.798284739,0.018666582,-0.030446642,-0.010354294,0.002993297,-0.013079486,-0.014057312,0.056641639,0.026289406,-0.01111783,-0.039164996,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS130_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1927,"1918-1957","1927_TRHS130","1918-1957","1918-1957_NA","1927_NA","Middle","1927_Middle",NA,114,39.80353924,-74.95975436,"H",NA,0.00303161,0.270614538,0.729385462,0.055866436,0.803618331,0.140515233,0.76465527,0.162349189,5.1e-05,0.072944498,0.804,0.01856483,-0.031112518,-0.012093002,0.000825623,-0.02212086,0.061962786,0.005487829,-0.023512272,-0.003472569,-0.032143374,21536223,0,40.6494,24,30.7276,12,25.5796,44,"Middle",1.11e-06,2.04e-06,0,0.5,0,0,0,26.4042176,21.21714147,6.406904605,-6.553942457,3.664766679
618,"UK","USA","NAM",-0.0368154423719614,0.0395145585589299,"TRHS131","PH","PH_00472057","NJ",0.87620078,0.012181535,0.111617685,0.87620078,0.022784408,-0.036805158,-0.003387857,0.013595037,-0.007109994,0.006970048,-0.020889548,-0.008671766,-0.012714018,-0.009474962,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS131_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1914,"1878-1917","1914_TRHS131","1878-1917","1878-1917_North","1914_North","North","1914_North","N",40,41.13929693,-74.69080068,"H","N",0.003004148,0.239670851,0.760329149,0.013575885,0.870602517,0.115821598,0.85504527,0.096013351,0.03793158,0.0110098,0.871,0.021992559,-0.036390393,-0.00322487,0.01301613,-0.004281549,-0.026658715,-0.010330754,0.001513205,0.001694311,-0.026616741,19732047,0,40.8298,26,57.4263,26,71.6072,84,"North",1.32e-06,4.26e-06,0,0,0,0,0,47.34888757,9.304191944,4.629176306,-5.570194253,-3.712778159
619,"UK","USA","NAM",-0.0355609491632046,0.0467821669956462,"TRHS132","PH","PH_00472042","NJ",0.90943457,0.032563691,0.058001739,0.90943457,0.027865437,-0.036167205,0.029767472,0.016473283,0.001658949,0.010529797,-0.028637468,-0.000997481,-0.00770484,-0.006260884,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS132_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1921,"1918-1957","1921_TRHS132","1918-1957","1918-1957_NA","1921_NA","Middle","1921_Middle",NA,113,39.80353924,-74.95975436,"H",NA,0.003038531,0.184084358,0.815915642,0.028564255,0.91210609,0.059329655,0.910694513,1e-09,0.089305485,1e-09,0.912,0.027212311,-0.036997177,0.028822647,0.017547854,0.006283308,-0.0303116,-0.0077777,-0.001842097,-0.007644865,-0.034675755,20705202,0,0,0,0,0,4.92316,6,"Middle",0,2.9e-07,0,0,0,0,0,69.81578,-0.823717812,1.390285922,-5.007154816,-2.609316202
620,"UK","USA","NAM",-0.0386967921357992,0.0543190895937686,"TRHS133","PH","PH_00472036","NJ",0.972724896,0.010440287,0.016834817,0.972724896,0.032233601,-0.039828617,-0.00200258,0.017824046,0.005965015,0.016313868,-0.028993782,-0.010470908,0.00416468,-0.027558815,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS133_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1946,"1918-1957","1946_TRHS133","1918-1957","1918-1957_NA","1946_NA","Middle","1946_Middle",NA,116,39.8777173,-74.66806741,"H",NA,0.003197162,0.121592379,0.878407621,0.008184895,0.97708554,0.014729565,0.974970637,1e-09,0.018020413,0.007008949,0.977,0.0319518,-0.039858905,-0.002785146,0.018844519,0.003292854,-0.031740906,-0.001294539,0.006048205,-0.019670268,-0.045297322,25955104,0,74.564,58,68.7312,62,8.75228,12,"Middle",2.23e-06,4.62e-07,0,0,0,0,0,52.80554748,13.91692567,1.594642639,-2.787436591,4.689672614
621,"UK","USA","NAM",-0.0324040718963892,0.0383055392619937,"TRHS134","PH","PH_846929","IA",0.853272444,0.036314977,0.110412579,0.853272444,0.022389193,-0.032729309,-0.01121519,0.0133408,-0.010814719,0.009367853,-0.009282954,-0.003107935,-0.001005494,-0.011088441,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS134_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1952,"1918-1957","1952_TRHS134","1918-1957","1918-1957_North","1952_North","North","1952_North","N",163,42.03624149,-93.46504477,"H","N",0.003192829,0.230099111,0.769900889,0.037346551,0.855458577,0.107194871,0.831474667,0.109555325,0.014522888,0.04444712,0.855,0.022267624,-0.032709227,-0.010375859,0.013008403,-0.011219914,-0.01773868,5.01e-05,0.005291712,-0.012175279,-0.01474204,23313847,0,73.181,33,61.2147,49,58.9216,86,"North",1.42e-06,3.69e-06,0,0,0,0,0,57.58005224,10.49460375,5.217368115,-4.990213463,-0.25935711
622,"UK","USA","NAM",-0.0358866688690585,0.0544165204699353,"TRHS135","PH","PH_756464","MN",0.96886809,0.024354573,0.006777337,0.96886809,0.03253492,-0.037376388,-0.012255991,0.012892414,-0.010326054,-0.001665809,0.012903556,0.006248946,-0.002900127,-0.047068774,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS135_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1936,"1918-1957","1936_TRHS135","1918-1957","1918-1957_North","1936_North","North","1936_North","N",178,47.58986137,-92.46146571,"H","N",0.003062964,0.119787475,0.880212525,0.027272305,0.965243692,0.007484003,0.946046492,0.016528395,1e-09,0.037425113,0.965,0.031956291,-0.037299068,-0.013261651,0.012878885,-0.014634923,0.016871684,-0.002174872,-0.009201033,-0.009037938,-0.044146283,25333357,0,69.2724,52,62.4775,50,5.26179,8,"North",2.05e-06,3.16e-07,0,0.5,0,0,0,14.22910278,33.1267001,3.366872271,-3.981608729,4.995651265
623,"France","USA","NAM",0.00998069680979557,0.036978598582901,"TRHS136","LSU","LSU 233529","LA",0.517341937,0.383717751,0.098940312,0.517341937,0.025484688,0.005505823,0.009087765,-0.012025708,0.023088217,0.010972627,-0.002571336,-0.010900605,-0.026487412,-0.010810807,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS136_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1971,"1958-1997","1971_TRHS136","1958-1997","1958-1997_South","1971_South","South","1971_South","S",228,32.36440099,-91.2425797,"H","S",0.003013037,0.190123321,0.809876679,0.387973052,0.514054918,0.09797203,0.522940249,0.002694421,0.137983458,0.336381871,0.514,0.02566449,0.005727719,0.010402945,-0.007629095,0.024793519,-0.003731815,0.002806752,0.006064568,0.013032893,-0.027488463,20594116,0,52.6759,28,63.0186,23,16.645,16,"South",1.36e-06,7.77e-07,0,0,0,0,0,77.88172931,-6.811275826,-5.947502758,-1.48562976,-3.366774772
624,"Spain","USA","NAM",0.0578862172620059,0.0491009555959692,"TRHS137","MS","MS_1720","MS",0.206833567,0.793166432,1e-09,0.793166432,0.037522015,0.047390745,-0.025876216,-0.01850179,0.01777005,0.015693048,-0.026834917,0.002901493,0.012431399,0.011042506,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS137_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1964,"1958-1997","1964_TRHS137","1958-1997","1958-1997_South","1964_South","South","1964_South","S",249,34.35675781,-89.48491927,"H","S",0.003166587,0.00107472,0.99892528,0.798691223,0.201308776,1e-09,0.182096084,1e-09,1e-09,0.817903914,0.799,0.038035316,0.047276961,-0.025130793,-0.019097613,0.022767858,-0.0284539,0.004095527,-0.00315434,-0.009642301,0.003787482,24557637,0,56.825,34,49.7895,34,48.0073,54,"South",1.38e-06,2.2e-06,0,0,0,0,0,38.58952352,21.603346,7.192088719,-4.436782278,1.647289496
625,"UK","USA","NAM",-0.0268023449026769,0.048987100916629,"TRHS138","MS","MS_56026","MS",0.856865504,0.105840392,0.037294104,0.856865504,0.029836574,-0.028760424,-0.014231249,0.00834592,-0.007769599,0.008148234,-0.009327049,-0.004898811,0.019240543,-0.012005766,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS138_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1976,"1958-1997","1976_TRHS138","1958-1997","1958-1997_South","1976_South","South","1976_South","S",250,34.35675781,-89.48491927,"H","S",0.002987011,0.145100897,0.854899103,0.105214347,0.847078637,0.047707016,0.818095989,0.060726943,1e-09,0.121177067,0.847,0.029396208,-0.028839367,-0.01483444,0.008528231,-0.00615623,-0.015369539,0.004500102,0.005935808,-0.024395009,-0.007777969,21222780,0,0,0,0,0,4.89711,6,"South",0,2.83e-07,0.5,0,0,0,0.5,30.84771684,19.05512026,0.540587793,-1.691590484,-1.261274854
626,"UK","USA","NAM",-0.0316270891092233,0.0491024542793778,"TRHS139","MS","MS_1721","LA",0.901227776,0.063909812,0.034862412,0.901227776,0.029319637,-0.033083897,-0.009354534,0.00742852,-0.004687069,0.013832552,-0.012089794,-0.008036184,0.00394188,-0.015715277,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS139_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1903,"1878-1917","1903_TRHS139","1878-1917","1878-1917_South","1903_South","South","1903_South","S",12,30.46341479,-91.31274667,"H","S",0.001129439,0.141127085,0.858872915,0.065971348,0.899620996,0.034407657,0.876694749,0.044343916,1e-09,0.078961333,0.9,0.029018,-0.032667579,-0.008928099,0.007524795,-0.003727972,-0.0172633,0.005560642,0.003825336,-0.003724746,-0.013851525,9632160,0,22.7901,20,33.9146,26,15.8635,34,"South",2.08e-06,3.53e-06,0,0,0,0,0,-93.03997198,17.93184805,-24.48805329,-4.372598372,-8.059748378
627,"Spain","USA","NAM",0.0579198920147994,0.0470700878778718,"TRHS140","MS","MS_51757","MS",0.210032438,0.788414324,0.001553238,0.788414324,0.036257381,0.04770162,-0.019023289,-0.013649599,0.022352937,0.013558807,-0.009224014,0.006054691,0.006409569,0.001316159,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS140_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1975,"1958-1997","1975_TRHS140","1958-1997","1958-1997_South","1975_South","South","1975_South","S",242,33.2836981,-90.94745464,"H","S",0.002852092,0.040175078,0.959824922,0.784964841,0.213367951,0.001667208,0.186099752,1e-09,0.041262135,0.772638112,0.785,0.036563093,0.046835545,-0.019918595,-0.013351175,0.027812304,-0.011861267,0.00294009,-0.009879528,-0.011017482,-0.001672727,20167216,0,51.8942,22,53.8785,15,54.5976,87,"South",1.09e-06,4.31e-06,0.5,0,0,0.5,0,41.98391953,15.83393003,3.532082077,-2.115109638,-0.055523081
628,"Spain","USA","NAM",0.0703018005955644,0.0091756498523332,"TRHS141","MS","MS_62380","MS",1e-09,0.809677939,0.19032206,0.809677939,0.013075148,0.063490069,0.037185037,0.046017052,-0.052897199,-0.024132213,-0.031267881,-0.012596843,0.048717527,0.035752083,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS141_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1999,"1998-Present","1999_TRHS141","1998-Present","1998-Present_South","1999_South","South","1999_South","S",376,33.5505241,-90.30106469,"H","S",0.003027743,0.270672076,0.729327924,0.809099616,1e-09,0.190900383,1e-09,1e-09,0.430985411,0.569014587,0.809,0.013355625,0.063544639,0.038387438,0.042730005,-0.048170294,-0.029386291,-0.02594113,0.024309177,-0.024907201,0.076721561,20777479,0,87.6729,54,77.27,42,71.6853,90,"South",2.6e-06,4.33e-06,0,0,0,0,0,68.79605495,1.009607536,3.452907523,-3.44958832,-2.639614277
629,"UK","USA","NAM",-0.0310398500944018,0.0336028390792775,"TRHS142","IL","IL_23840","IL",0.805289246,0.050857264,0.14385349,0.805289246,0.019551242,-0.031005096,0.006197829,0.015402757,-0.009568352,-0.00402972,-0.006398473,-0.002282301,-0.026714597,0.001310001,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS142_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1947,"1918-1957","1947_TRHS142","1918-1957","1918-1957_NA","1947_NA","Middle","1947_Middle",NA,109,39.54583175,-89.27725431,"H",NA,0.00337539,0.262585095,0.737414905,0.048273585,0.812347738,0.139378676,0.805033889,0.090799636,0.075818702,0.028347773,0.812,0.019598377,-0.031458059,0.006619192,0.016207073,-0.009374057,-0.01027202,-0.00885793,-0.006488659,0.023248624,-0.011438508,22821086,0,0,0,0,0,5.88695,4,"Middle",0,1.75e-07,0,0,0,0.5,0,66.19392606,3.781517346,4.868044431,-5.189999911,-2.41501923
630,"UK","USA","NAM",-0.0396651509674051,0.0361061234345776,"TRHS143","IL","IL_174533","IL",0.857454549,1e-09,0.14254545,0.857454549,0.020510565,-0.03898196,0.03466097,0.005823831,0.024085526,0.022064185,0.013522795,0.007282829,-0.058778755,0.047057046,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS143_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1984,"1958-1997","1984_TRHS143","1958-1997","1958-1997_NA","1984_NA","Middle","1984_Middle",NA,272,37.73025292,-88.92992445,"H",NA,0.003036718,0.27086794,0.72913206,1e-09,0.863256553,0.136743446,0.848734158,0.055941164,0.095324677,1e-09,0.863,0.020819785,-0.039272716,0.03581919,0.006681393,0.0302343,0.00657968,0.026172804,-0.019779534,0.067954468,0.030900574,19108604,0,0,0,0,0,9.50768,10,"Middle",0,5.23e-07,0,0,0.5,0,0,77.74133306,-10.03420735,-2.277535617,-3.973033843,-1.898715044
631,"Spain","USA","NAM",0.0760194967295217,0.0438376814036268,"TRHS144","LSU","LSU 233530","LA",0.02252894,0.977471059,1e-09,0.977471059,0.035842479,0.064130139,-0.023504835,-0.033253334,0.032391889,-0.008692177,0.03442823,0.021041582,-0.031689765,-0.008116702,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS144_CKDL230018650-1A_225KJTLT3_L2_C1.bam","USA","NAM",1990,"1958-1997","1990_TRHS144","1958-1997","1958-1997_South","1990_South","South","1990_South","S",212,30.44013624,-90.72790744,"H","S",0.002805239,0.020369302,0.979630698,0.985960439,0.01403956,1e-09,1e-09,1e-09,0.016964993,0.983035005,0.986,0.03659961,0.064214324,-0.022411068,-0.034944345,0.022858306,0.046388271,0.001645551,-0.023622471,0.019677942,-0.019875972,21617227,0,86.831,56,75.5262,53,45.0638,60,"South",2.59e-06,2.78e-06,0,0.5,0,0.5,0,75.76341003,-1.085464471,-4.527740249,-2.073835511,-3.123327156
632,"Spain","USA","NAM",0.073884248152515,0.0531731018459306,"TRHS145","IL","IL_5775","IL",0.005745976,0.994254023,1e-09,0.994254023,0.04150504,0.061444517,-0.028326867,-0.023384376,0.022267416,0.021192448,-0.012036135,-0.001118038,0.016203344,-0.00776726,"/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium","TRHS145_CKDL230018651-1A_225KJTLT3_L3_C1.bam","USA","NAM",1939,"1918-1957","1939_TRHS145","1918-1957","1918-1957_North","1939_North","North","1939_North","N",151,41.34400278,-88.88593793,"H","N",0.002478544,1e-09,0.999999999,0.998930628,0.001069371,1e-09,1e-09,1e-09,1e-09,0.999999997,0.999,0.041731407,0.061180579,-0.027176146,-0.021921978,0.025060211,-0.017241745,0.013702241,-0.001021492,-0.015949517,-0.009289337,18626018,0,33.3734,20,36.1395,22,49.2316,78,"North",1.07e-06,4.19e-06,0,0,0,0,0,-3.005262853,30.29547016,2.371871671,-3.689873906,-5.811426328
