"","Column","P_Year","Estimate_Year","P_Latitude","Estimate_Latitude","P_Interaction","Estimate_Interaction","FDR_Year","FDR_Latitude","FDR_Interaction"
"159","ATLANTYS.LTR_OS",0.874241853648809,0.000828316734194563,0.799318246224015,-0.0656302718757906,0.797642581940397,3.36653320251201e-05,0.900869962509946,0.858042184249799,0.857977939013928
"160","ATLANTYS_LC_I",0.00235986200489461,0.108174928545752,0.0273193453565025,3.86230889780519,0.0273949770528698,-0.00196345342463138,0.0158098382958073,0.134797334458979,0.141737039914543
"161","Atlantys1_I",0.0988076850152655,0.00883611035930813,0.120595573465777,0.409795009511895,0.118279834203541,-0.000209741018419041,0.162425241877236,0.238387773391303,0.239015918442995
"162","Atlantys3_I",0.0399998476389073,0.0226639498836884,0.106093416750136,0.878782712281423,0.107442280174013,-0.0004452381556585,0.0819046286794128,0.221063081833231,0.226372250571989
"163","ATLINE1_1",0.126666826176798,0.0195979687256791,0.295047816010924,0.662227276707194,0.294272758291548,-0.000337359377509644,0.196872743665864,0.430641152826212,0.432250321430737
"164","ATLINE1_10",0.675171068080214,0.00391257503688799,0.829812572339034,0.0989803939691884,0.788912594370207,-6.27058377949613e-05,0.732943037562868,0.881652506788399,0.851672096877159
"165","ATLINE1_10A",0.0620657531628298,0.0680305630566768,0.244360124265922,2.09102005368223,0.257091188307216,-0.00103527922474273,0.113402757279123,0.377868734733386,0.393188713210583
"166","ATLINE1_11",0.437761912223524,0.0118666593993699,0.821884426347209,0.169757172949975,0.833507189166146,-8.06195966518337e-05,0.519426108042469,0.874508747637392,0.884880706167951
"167","ATLINE1_12",0.74162412174767,-0.00190833239658351,0.750681054477862,-0.0907151957956799,0.749986268996596,4.62719784489071e-05,0.792235183926693,0.821147117072261,0.822675234521659
"168","ATLINE1_2",0.692371989123039,0.00585616475722394,0.926093888524526,-0.06771988262248,0.889411869726114,5.16309461681862e-05,0.748430967170449,0.950720364189612,0.926391291903878
"169","ATLINE1_5",0.924342451045034,0.00081532167849983,0.832410549842427,-0.089616834566124,0.79793892265449,5.51455827953785e-05,0.942312171445521,0.883516281432314,0.857977939013928
"170","ATLINE1_8",0.00212211740460538,0.0238883015358381,0.00587734295241495,1.05515390625516,0.00527542208269647,-0.000543582147616082,0.0151632597896065,0.131146101653109,0.139930101644707
"171","ATLINE1_9",0.0269924655716053,0.0203834412604681,0.0554113208344433,0.870225935932866,0.0578284597927777,-0.000438282405325185,0.0617653048558504,0.159218640384209,0.166975476287558
"172","ATLINE2",0.0667892884401712,0.0161642473078089,0.171718693775012,0.593919040551852,0.18214795710945,-0.000294868987663031,0.119898077897827,0.2982798583994,0.312397925358673
"173","ATLINEIII",0.16236254398555,0.0453303197119658,0.331866567710801,1.55196701060638,0.332366113987182,-0.000788534908458597,0.239534237680464,0.466123073655242,0.468799125810672
"174","ATMU1",0.438491928214225,0.00329260829447539,0.511256718035575,0.137690195718879,0.495786689488371,-7.26180230765708e-05,0.519965491258049,0.632968541649763,0.619996099904708
"175","ATMU10",0.201017122973864,0.00780583561651671,0.28504620186095,0.321818127472862,0.286443845691801,-0.000163206160158333,0.282771371104121,0.420136024260697,0.424249719046745
"176","ATMU12",0.397590601059197,0.00795528496047072,0.781284434461126,0.128741700137452,0.788675887768572,-6.32119021466355e-05,0.482062643981729,0.845665664791306,0.851557046974096
"177","ATMU2",0.0180007157985873,0.0234502283211687,0.023342463125729,1.10857142161004,0.0242201987755612,-0.00056029049843672,0.0466397903988103,0.132486011470016,0.140322123495656
"178","ATMU3",0.00636046018565868,0.0548589741451901,0.0241131225988463,2.23340615344465,0.025994750190084,-0.00112122822609842,0.0240287104987494,0.132486011470016,0.140377533285514
"179","ATMU3N1",0.508268500327446,0.00399051677685468,0.629053405628835,0.143714183413934,0.613562282508325,-7.6415149332803e-05,0.584781371841878,0.728723011258048,0.717885505239013
"180","ATMU4",0.051109604256253,0.0213977460112687,0.0777798897976291,0.953961672360218,0.0807661679215828,-0.000480376938477841,0.0978348315909089,0.185777020334767,0.192415915954523
