"","Year","Spain","UK","France","Poland","Belgium","Germany","Sweden","Greece","Region"
"19271",1927,1.22258904120045e-16,0.0891942003828307,0.0164943756996531,3.21164276721408e-05,0.876196249587593,0.00322660172534479,0.0148564561769061,8.30596706524991e-19,"Middle"
"19301",1930,1.90097122887337e-12,0.2432101604096,0.00347061115857077,7.41113964358581e-10,0.753312855610659,5.05443374101631e-06,1.31764441380994e-06,5.82784221650803e-25,"Middle"
"19341",1934,3.75443297015222e-15,0.138497536797748,0.0063611087945266,3.02230490741384e-08,0.855026659114234,5.07347504945552e-05,6.39303199441182e-05,1.25487376330704e-23,"Middle"
"19351",1935,1.01374774622609e-10,0.196426666034524,0.0310466553586808,8.40513932974381e-08,0.772258478845706,0.000250214034084669,1.79015742365644e-05,8.27724073868339e-21,"Middle"
"19371",1937,2.37155426844872e-15,0.191901024579534,0.000924209557320679,1.70349809018709e-10,0.807170299900134,9.27413370795691e-07,3.53837928783909e-06,3.12897262007226e-28,"Middle"
"19381",1938,4.61821841376881e-10,0.453138306220989,0.000847265829392387,1.44809181315404e-12,0.54601431734507,9.4412497820924e-08,1.57287809849007e-08,5.84788624946868e-30,"Middle"
"19391",1939,6.08511647917806e-15,0.220973236997684,0.000667880041328379,5.28959784886069e-11,0.778357095700804,4.2767429016274e-07,1.35953299090105e-06,4.41631579706641e-29,"Middle"
"1940",1940,3.39623903375648e-07,0.209909071462881,0.141936867171464,7.65930745425661e-07,0.645838448327725,0.00230834222965372,6.16525362715228e-06,4.18671864364417e-16,"Middle"
"19412",1941,0.689260000984386,0.000507850237594637,0.304047213085567,2.36819689987396e-06,0.000984185564159667,0.00519441215945793,2.39609024124515e-09,3.96737584438204e-06,"Middle"
"19421",1942,0.920742750318041,0.000597832673188773,0.0768438187214526,1.37996210216219e-07,0.00107711882006421,0.000738339015482506,2.3148480001012e-09,1.40713077412064e-10,"Middle"
"19431",1943,6.502768283937e-14,0.209759005315173,0.00204163071055247,4.1525574117825e-10,0.788193921719545,2.58404357256472e-06,2.85779583533738e-06,8.4375015282149e-27,"Middle"
"19462",1946,5.55347176411549e-09,0.698573747774928,0.000304018816729877,2.14281343219705e-14,0.301122221164262,6.35905250867656e-09,3.31534805592642e-10,1.69237623141315e-31,"Middle"
"19472",1947,0.199103918981451,0.258390957146568,0.201505785696989,5.27313544907616e-08,0.340585426017963,0.000413823520827702,3.58989890491433e-08,5.85805273521292e-12,"Middle"
"19482",1948,6.01633769174038e-12,0.349627554013709,0.000632383987475011,4.32628046168822e-12,0.649739882220905,1.10279393521318e-07,6.9488174985803e-08,1.15294236647366e-29,"Middle"
"19492",1949,0.00953260103354486,0.176502984989316,0.307301948149147,2.8285124016269e-06,0.50069490977609,0.00596434753843297,3.77756977533269e-07,2.24409009097603e-09,"Middle"
"19521",1952,1.05493961354795e-14,0.202764873712494,0.00486338347824128,1.42784992819075e-08,0.792323588663025,2.83595325427886e-05,1.97803351877454e-05,2.25417050222933e-23,"Middle"
"1953",1953,8.28057996253159e-10,0.0844648872042931,0.339087459134366,4.48955841202643e-05,0.545844051279894,0.0302648941009202,0.000293811868326268,2.23214018405921e-14,"Middle"
"19551",1955,0.89868022783476,0.000200295524214977,0.0980006836880891,8.64680687850489e-07,0.000413935127219723,0.00270396224073817,3.37542392368793e-09,2.75288664377388e-08,"Middle"
"19562",1956,1.5983373597893e-11,0.23780252429621,0.00653313235812266,1.9316043115767e-09,0.755648792378063,1.27166130424746e-05,2.83240697376108e-06,1.66801761048222e-24,"Middle"
"19572",1957,4.08856902339423e-13,0.223970410458017,0.0032721820952805,8.40723261496668e-10,0.772748979591924,5.1976480808913e-06,3.22936556471734e-06,6.884457872507e-26,"Middle"
"19582",1958,1.05743325752457e-06,0.0896845753318069,0.526129538073415,1.41154423750338e-05,0.362669909923486,0.0214716242162726,2.91795792850878e-05,1.0235833297426e-13,"Middle"
"19591",1959,1.42478441463516e-06,0.0479089282746755,0.683446569520112,3.72271144887589e-05,0.230111329079963,0.0384637535284271,3.07676948749601e-05,3.04382674091879e-12,"Middle"
"19611",1961,0.00128661884707442,0.156252675856051,0.329279019500212,9.51341673078845e-06,0.499752627220827,0.0134178274648513,1.71431833828772e-06,3.37591620762591e-09,"Middle"
"19622",1962,4.21748902290921e-12,0.276235746570144,0.00213735401818112,1.58989081480615e-10,0.721624254788495,1.87849485553387e-06,7.65965117991993e-07,6.00175178866903e-27,"Middle"
"19641",1964,1.03562083808593e-07,0.00800966447503531,0.686720674892854,0.000668750706668154,0.0601235583779801,0.244378248497065,9.89952729978396e-05,4.21531519220567e-09,"Middle"
"19651",1965,1.03770038366679e-10,0.351909545021451,0.00224377496106917,5.33668094888759e-11,0.645845402001852,1.12008231583964e-06,1.57776174590629e-07,4.32200545389686e-26,"Middle"
"19662",1966,4.23653135721813e-05,0.158449600913823,0.446528828699389,0.000108368841464311,0.349112232919459,0.0457562103836513,1.62332160018291e-06,7.69607041673519e-07,"Middle"
"19672",1967,5.49845313716033e-16,0.115038901045545,0.0130614364012362,3.98186270422982e-07,0.87119422401011,0.000310117972118633,0.000394922384718584,1.06596601004107e-21,"Middle"
"19681",1968,5.84823920542008e-09,0.287444694901845,0.0424935243189329,3.24359864155505e-07,0.669311122095951,0.000736236873651816,1.4091601515568e-05,1.73328270057419e-18,"Middle"
"19691",1969,8.38338932547149e-06,0.0699296507231351,0.62457855978618,1.33676628291206e-05,0.283851427949216,0.0216029628986938,1.56475901473703e-05,4.72796815673878e-13,"Middle"
"19702",1970,3.33832798887486e-05,0.024825260013842,0.712604895572486,0.00027807211188444,0.126403040847909,0.135832147652141,2.23162563021122e-05,8.84265547255655e-07,"Middle"
"19712",1971,2.77886107570786e-10,0.380052479685846,0.00162713465733039,1.77802974962499e-11,0.618319790017791,4.93094768227303e-07,1.0224859783378e-07,4.57141481041167e-28,"Middle"
"19722",1972,6.28419591336604e-14,0.251321437151265,0.000660052299924223,2.21912447831082e-11,0.748017831766165,2.47726893084819e-07,4.31033498136688e-07,8.15779365462339e-29,"Middle"
"19732",1973,1.76277587200844e-07,0.333591211307583,0.104776599091749,2.65190390413554e-07,0.560380850799316,0.00124791235746067,2.9849759140976e-06,3.31964894270297e-17,"Middle"
"19741",1974,1.32646158208521e-10,0.457386916126652,0.000412446408487997,3.80873105574001e-13,0.54220059881487,2.48391450837844e-08,1.36778180355131e-08,1.60783764993777e-30,"Middle"
"19772",1977,8.00925603740118e-15,0.280050003499468,0.000233087478258881,2.35704325739546e-12,0.719716650446746,4.31834704524042e-08,2.15389691562056e-07,9.09232479023638e-32,"Middle"
"19782",1978,2.35580827233247e-11,0.410613079766523,0.000454938142474061,8.09163398557048e-13,0.588931919477337,4.1571173128663e-08,2.1018126290688e-08,4.57208522547906e-31,"Middle"
"19792",1979,7.90345211772647e-09,0.0208753926861345,0.633209026861294,0.000549987047096687,0.155132762009081,0.189898681272954,0.000334142130838775,8.91486488896984e-11,"Middle"
"19801",1980,2.89402619462058e-09,0.251165737346044,0.0244402039943813,1.10927090413656e-08,0.724321514509626,6.97618103914878e-05,2.7683528214089e-06,6.8228350617434e-22,"Middle"
"19811",1981,1.38737474635425e-07,0.154089886299876,0.263962933156788,2.92133862415427e-06,0.575581183776925,0.00633771011301687,2.52265772953395e-05,6.046861279451e-16,"Middle"
"19822",1982,4.84431179057443e-10,0.214823114614227,0.0327799712771313,5.47384927030668e-08,0.752174986098355,0.00021239937828291,9.47340907982278e-06,7.72248529685953e-21,"Middle"
"19832",1983,2.86879889189267e-06,0.150044917768495,0.321407161555787,1.22154378781016e-05,0.513150662547344,0.0153702681596508,1.19057306117387e-05,1.3423698175336e-12,"Middle"
"19841",1984,2.01714241113884e-09,0.417446152697689,0.00137826618822626,4.93217962085553e-12,0.581175330171006,2.24146416107226e-07,2.47745875633923e-08,1.2782645175542e-28,"Middle"
"19851",1985,1.11542124803941e-07,0.226735145296706,0.0676039622731273,9.17175488272869e-08,0.705231006378158,0.000422268977434023,7.41381490043605e-06,2.72799515456318e-19,"Middle"
"1986",1986,0.000590530774648249,0.691874685418156,0.0335794932888175,1.28344604675343e-10,0.273938253612514,1.70334927999232e-05,3.28471973546154e-09,4.56799000966259e-21,"Middle"
"19872",1987,9.68224117539432e-12,0.21951504544074,0.00887051447543166,5.36004601446197e-09,0.771581966762416,2.68953303174446e-05,5.57262136661995e-06,1.07595720238353e-23,"Middle"
"19891",1989,1.00925283813714e-13,0.218772016873714,0.00155065566407199,1.0634135350631e-09,0.779668392777583,3.41622705982172e-06,5.5173940563835e-06,5.98702482045941e-26,"Middle"
"19902",1990,1.33309584876595e-06,0.344299674925927,0.0359312910593824,3.88484309354145e-09,0.619711617376068,5.56544087568596e-05,4.2524917384794e-07,1.57222701499907e-21,"Middle"
"19912",1991,8.89273475334562e-12,0.273045104719074,0.00258895299531957,2.26133491070191e-10,0.724362611867244,2.43582074101507e-06,8.94362595148301e-07,1.40558451036997e-26,"Middle"
"19941",1994,6.95579283846695e-05,0.0300879006182825,0.731472803396036,9.47663189946237e-05,0.157790195832208,0.0804175124160819,6.72632237161814e-05,2.66296379477056e-10,"Middle"
