TE,mean_UK,fdr_uk,mean_France,fdr_f,mean_Belgium,fdr_b,mean_spain,fdr_spain,mean_slope,fdr_time
ltr.1_family.423,7.166666667,0.818246558,7.533333333,0.119049775,7.333333333,0.990413095,7.391304348,0.708805987,-0.010544452,0.470547103
ltr.1_family.424,133.8333333,0.690376946,147.8666667,0.053339898,138.3684211,0.982801101,173.1304348,2.96E-20,0.023590769,0.097833005
ltr.1_family.425,1335.666667,0.309102205,1525.366667,0.088236659,1412.087719,0.938855898,1863,3.62E-17,0.033246797,0.01762635
ltr.1_family.426,25.66666667,0.167181285,30.6,0.032610449,28.52631579,0.998306821,34.69565217,8.30E-12,0.025875682,0.058558056
ltr.1_family.427,54.83333333,0.865970042,57.66666667,0.074899016,54.35087719,0.77316474,66.2173913,2.40E-22,0.042855209,0.014308386
ltr.1_family.428,8.5,0.743050458,9.633333333,0.105061884,9.298245614,0.679939803,11.34782609,1.19E-14,0.020896106,0.138125092
ltr.1_family.429,38.33333333,0.280759187,45.56666667,0.030529097,41.85964912,0.996546658,51.43478261,8.92E-19,0.041182856,0.014308386
ltr.1_family.43,13.33333333,0.607986572,17.73333333,0.044661839,14.87719298,0.926210334,27.47826087,2.18E-17,0.038660747,0.014308386
ltr.1_family.430,54.5,0.126750664,57.6,0.164231064,56.38596491,0.933096762,59.13043478,2.15E-07,0.006797382,0.648032741
ltr.1_family.431,20.66666667,0.250536117,24.5,0.068270538,23.40350877,0.991435429,27.95652174,1.79E-19,0.028655899,0.042193282
ltr.1_family.432,9.833333333,0.730270642,9.8,0.198715129,9.631578947,0.860941729,10.65217391,8.08E-10,0.009505865,0.500501569
ltr.1_family.433,48.16666667,0.260054654,61.06666667,0.035413805,51.63157895,0.821093344,85.26086957,3.04E-12,0.038379173,0.014308386
ltr.1_family.434,32,0.204749219,37.9,0.060650415,34.36842105,0.891554276,42.65217391,1.60E-10,0.021516394,0.131669782
ltr.1_family.435,821.5,0.181285245,876.3666667,0.382789512,853.2631579,0.909546835,935.6521739,4.12E-14,0.025622769,0.073052544
ltr.1_family.436,118,0.151923313,121.5,0.388644631,120.4035088,0.986163413,124.0869565,1.54E-05,0.025018683,0.082981768
ltr.1_family.437,281.5,0.122946824,300,0.715599345,294.6491228,0.821093344,319.0869565,7.35E-16,0.01352553,0.358078297
ltr.1_family.438,5.333333333,0.680941421,6.233333333,0.026453348,5.894736842,0.560882186,5.913043478,0.088250215,0.037245478,0.015094536
ltr.1_family.439,25.66666667,0.607300872,29.83333333,0.048616278,26.84210526,0.899094526,39.17391304,4.51E-15,0.028281346,0.036827269
ltr.1_family.44,173.1666667,0.160726697,212.7,0.358724425,199.3157895,0.734771022,250.5652174,1.62E-12,0.020868302,0.146336645
ltr.1_family.440,18.33333333,0.207104061,23.63333333,0.071372991,20.52631579,0.777676859,31.65217391,1.06E-15,0.041619373,0.014308386
ltr.1_family.441,414.8333333,0.150129062,454.1,0.041653845,431.5087719,0.990413095,500.3913043,8.35E-14,0.02603084,0.066416733
ltr.1_family.442,14.83333333,0.923858725,15.73333333,0.005288004,15.05263158,0.581834282,15.91304348,0.000222772,0.034991094,0.017815495
ltr.1_family.443,11.66666667,0.709650265,12.36666667,0.179201998,12.07017544,0.892462966,14.56521739,3.82E-15,0.022646012,0.105765002
ltr.1_family.444,78.16666667,0.461331032,95.16666667,0.031663297,82.15789474,0.844695147,117.3043478,2.17E-13,0.03096559,0.028100919
ltr.1_family.445,56,0.130103307,73,0.038579703,65.47368421,0.829146093,89.52173913,1.62E-15,0.023199031,0.092285528
ltr.1_family.446,2,0.296966664,3.466666667,0.014376621,2.947368421,0.97505366,3.695652174,4.84E-06,0.028423117,0.047915134
ltr.1_family.447,687.8333333,0.244915868,819.8,0.03667099,734.2631579,0.882122393,1021.869565,1.55E-14,0.031982173,0.021692682
ltr.1_family.448,50,0.301862688,58.1,0.098478606,53.14035088,0.868881381,68.69565217,2.21E-17,0.032574013,0.028786408
ltr.1_family.449,9.333333333,0.365901225,11.16666667,0.316659464,10.77192982,0.987725879,12.65217391,3.81E-07,0.024185996,0.094728137
ltr.1_family.45,30.33333333,0.319752306,44.16666667,0.048002847,33.24561404,0.673857474,74.2173913,1.09E-10,0.036934885,0.014308386
ltr.1_family.450,33.66666667,0.131958551,37.73333333,0.093942483,35.66666667,0.687315717,40.95652174,3.01E-09,0.015516627,0.278703782
ltr.1_family.451,28.33333333,0.528648431,29.56666667,0.042404989,27.0877193,0.897656999,33.73913043,4.95E-11,0.026072996,0.065050175
ltr.1_family.452,19.5,0.626137056,21.26666667,0.026467717,20.1754386,0.990413095,22.82608696,1.12E-08,0.024173168,0.088440204
ltr.1_family.453,13.16666667,0.603417503,13.43333333,0.971448636,13.59649123,0.798534668,15.39130435,6.49E-09,-0.01043332,0.478078698
ltr.1_family.454,40.16666667,0.471430764,45.83333333,0.049227679,41.77192982,0.878609606,50.04347826,1.88E-06,0.019799693,0.163493421
ltr.1_family.455,38.33333333,0.516985958,44.2,0.040840811,40.78947368,0.990413095,51,1.26E-14,0.045030013,0.014308386
ltr.1_family.456,15.16666667,0.250386771,15.5,0.024302084,14.31578947,0.987076525,17.30434783,3.16E-20,0.032477628,0.025749293
ltr.1_family.457,1159.333333,0.157222735,1504.166667,0.03606126,1312.45614,0.926210334,2052.869565,5.15E-18,0.03484015,0.017364943
ltr.1_family.458,226,0.162310065,292.6666667,0.049417624,255.0877193,0.824797989,393.0434783,2.19E-15,0.032733204,0.021616646
ltr.1_family.459,549.8333333,0.179112966,737.5,0.035646159,610.9473684,0.859222218,1103.782609,2.23E-14,0.035618705,0.014751695
ltr.1_family.46,6.166666667,0.217227457,6.2,0.048752373,5.298245614,0.849374312,7.304347826,1.78E-10,0.009000136,0.536990581
ltr.1_family.460,50,0.808280693,57.73333333,0.005194034,49.87719298,0.871963324,62.43478261,1.54E-07,0.020053244,0.159676964
ltr.1_family.461,18,0.25714192,20,0.121574521,19.14035088,0.991463865,21.86956522,1.35E-12,0.007880882,0.596437688
ltr.1_family.462,342.1666667,0.122946824,492.7666667,0.033304362,403.5087719,0.805517948,751.8695652,1.14E-14,0.034720682,0.016963834
ltr.1_family.463,348.5,0.217284658,447.1,0.029286406,392.1754386,0.972595239,600.7391304,1.10E-14,0.02871232,0.045324647
ltr.1_family.464,673.8333333,0.116090454,873.1,0.056904485,754.245614,0.7108875,1312.304348,3.43E-13,0.032730492,0.018908998
ltr.1_family.465,23.33333333,0.265522133,25.03333333,0.446767491,24.33333333,0.950855627,29.60869565,1.33E-13,0.022887634,0.093166568
ltr.1_family.466,68.66666667,0.26004085,82.03333333,0.22363817,73.29824561,0.682377156,112.7391304,1.79E-15,0.031416534,0.028140824
ltr.1_family.467,285.1666667,0.157226963,388.3666667,0.051667315,298.1578947,0.544977493,643.3043478,2.44E-15,0.030901129,0.025375139
ltr.1_family.468,408.5,0.376402109,444.9333333,0.048166872,431.5087719,0.7108875,485.2608696,1.59E-15,0.02125162,0.132075197
ltr.1_family.469,24.33333333,0.272654197,30.66666667,0.298928186,28.75438596,0.85751487,40.13043478,1.00E-11,0.033399407,0.019240719
ltr.1_family.47,2,0.145966883,3.766666667,0.308869472,3.140350877,0.850376008,5.782608696,1.01E-09,0.015293029,0.279928086
ltr.1_family.470,159.8333333,0.118416486,213.1,0.032913424,187.1403509,0.992013721,299.826087,3.45E-15,0.022864111,0.100756229
ltr.1_family.471,455,0.132441784,622.8,0.032913424,528.5789474,0.80843891,842.8695652,1.88E-15,0.032248719,0.022481526
ltr.1_family.472,7.833333333,0.934505615,7.833333333,0.778275255,7.824561404,0.861726817,7.869565217,0.915117262,-0.008621807,0.290315923
ltr.1_family.473,137.6666667,0.189004161,191.5666667,0.03307338,150.3859649,0.7108875,293.6086957,1.70E-12,0.031482656,0.023360469
ltr.1_family.474,55.5,0.156551188,78.53333333,0.034320587,64.8245614,0.879345684,113.7826087,2.50E-14,0.033111413,0.018970007
ltr.1_family.475,79.16666667,0.210473501,97.96666667,0.076838941,86.19298246,0.790153881,125.2608696,4.04E-18,0.035874937,0.014598866
ltr.1_family.476,902,0.361840643,964.8,0.298928186,939.1754386,0.996341805,1050.913043,8.96E-22,0.036956886,0.015012355
ltr.1_family.477,42.66666667,0.291331001,46.66666667,0.037061906,44.42105263,0.970231919,50.26086957,1.46E-09,0.035357893,0.01654414
ltr.1_family.478,10.5,0.353013567,11.83333333,0.780879405,11.24561404,0.585093754,13.47826087,6.02E-07,0.013530255,0.34234111
ltr.1_family.479,23.66666667,0.516985958,26.4,0.082973684,24.98245614,0.867649458,27.7826087,6.53E-09,0.013612416,0.33263472
ltr.1_family.48,13.66666667,0.843863801,14.8,0.10258634,13.10526316,0.929761706,18.47826087,9.64E-11,0.019044245,0.160148722
ltr.1_family.480,14,0.913500459,15.23333333,0.038100219,14.07017544,0.965402671,16.69565217,3.84E-16,0.039230441,0.014308386
ltr.1_family.481,454.1666667,0.233352977,456.3,0.870360751,458.1754386,0.669879128,466.6956522,1.25E-18,0.015075622,0.302123469
ltr.1_family.482,6.5,0.333349611,7.5,0.037767978,7.298245614,0.789565448,7.826086957,4.11E-08,0.017090879,0.235665001
ltr.1_family.483,160.5,0.917752178,161.8,0.140304657,160.9649123,0.86161522,163.9565217,3.11E-10,0.006330361,0.671194615
ltr.1_family.484,18,0.122946824,23.7,0.323532173,18.92982456,6.08E-05,27.56521739,2.15E-32,0.044031112,0.014308386
ltr.1_family.485,202.5,0.177235594,228.2333333,0.270287792,219.8421053,0.98615082,248.9130435,5.14E-16,0.01038922,0.461870688
ltr.1_family.486,18.66666667,0.122946824,22.13333333,0.048075581,20.8245614,0.974421034,25.17391304,1.67E-17,0.032432505,0.021477444
ltr.1_family.487,47,0.14411545,51.43333333,0.393051367,49.49122807,0.742743656,55.82608696,5.89E-13,0.023742861,0.094892367
ltr.1_family.488,3.333333333,0.585906895,4.133333333,0.106302478,3.701754386,0.96998571,5.695652174,9.88E-08,0.021218053,0.135848052
ltr.1_family.489,26,0.141026416,30.4,0.113657104,28.35087719,0.929927737,37.04347826,6.58E-13,0.034228649,0.017965567
ltr.1_family.49,4.166666667,0.999261209,4.6,0.157689758,4.49122807,0.52665929,5.217391304,5.58E-05,0.000490347,0.975375426
ltr.1_family.490,34.16666667,0.669344906,36.63333333,0.040812513,34.59649123,0.718040872,37.82608696,2.52E-16,0.025484031,0.071247298
ltr.1_family.491,397,0.227633055,447.3,0.333250588,449.4035088,0.309190503,497.826087,3.10E-13,-0.000146389,0.992918555
ltr.1_family.492,276.6666667,0.148883301,347.4666667,0.036283747,306.0350877,0.973429808,448.0869565,1.14E-16,0.030802011,0.031298138
ltr.1_family.493,59,0.225514594,71.43333333,0.025739335,65.94736842,0.96063901,84.52173913,1.56E-15,0.007728869,0.604826518
ltr.1_family.494,103.1666667,0.872223715,105.9,0.087975359,104.4035088,0.595080593,109.3043478,1.39E-11,0.031918713,0.028386983
ltr.1_family.495,140.3333333,0.096845793,221.5,0.098171847,170.0877193,0.595533844,545.2608696,3.48E-12,0.036148194,0.014308386
ltr.1_family.496,355.8333333,0.160181997,536.7,0.03038992,428.8070175,0.86161522,844.6956522,4.98E-14,0.039380161,0.014308386
ltr.1_family.497,137.3333333,0.414330919,139.6,0.056982573,139,0.690695671,140.3913043,1.68E-08,0.048159126,0.014308386
ltr.1_family.498,13,0.704535775,12.96666667,0.732003786,12.80701754,0.990413095,14.08695652,6.70E-05,0.010330761,0.479824974
ltr.1_family.499,1.666666667,0.523347952,1.6,0.122174752,1.368421053,0.761028318,1.913043478,2.17E-08,0.019617661,0.161854522
ltr.1_family.5,381.8333333,0.217987011,444.2666667,0.05716327,399.8245614,0.821093344,535.0869565,2.28E-16,0.020003366,0.168196523
ltr.1_family.50,7.166666667,0.519229971,9.7,0.005671276,8.947368421,0.125740603,10.60869565,2.83E-07,0.014466565,0.316851044
ltr.1_family.500,80.83333333,0.353665791,96.86666667,0.044475802,88.43859649,0.992503404,128,2.82E-15,0.032310074,0.023562711
ltr.1_family.501,284,0.231535238,355.1,0.05499535,302.5789474,0.690695671,492.4782609,2.83E-14,0.036567408,0.014308386
ltr.1_family.503,43.83333333,0.122946824,53.8,0.082294105,50,0.965402671,63.73913043,1.49E-14,0.03365285,0.022602127
ltr.1_family.504,217.6666667,0.083992241,349.0333333,0.11479778,269.0175439,0.639967239,939.4782609,7.96E-12,0.035079807,0.014506542
ltr.1_family.505,4,0.72742202,4.366666667,0.572302713,4.315789474,0.903310681,5.608695652,2.34E-07,0.01936791,0.174593243
ltr.1_family.506,3.666666667,0.8473169,3.966666667,0.042171919,3.526315789,0.987076525,4.130434783,7.68E-05,0.025349911,0.07783003
ltr.1_family.507,27.16666667,0.13643496,33.8,0.103321047,31.35087719,0.990169329,43.2173913,5.05E-14,0.03110062,0.025864544
ltr.1_family.508,57.66666667,0.210508212,61.46666667,0.038054802,59.03508772,0.854501536,66.13043478,1.38E-17,0.022955691,0.098991757
ltr.1_family.509,466.8333333,0.113756025,692.2,0.048980796,565.1754386,0.718040872,1075.869565,4.86E-18,0.008624589,0.563755234
ltr.1_family.51,17.16666667,0.911380288,19.36666667,0.093349864,17.70175439,0.91218573,23.47826087,2.22E-10,0.035762067,0.016093664
ltr.1_family.510,64.83333333,0.417427784,78.93333333,0.052247434,73.54385965,0.856590073,97.65217391,3.22E-13,0.021208122,0.126735788
ltr.1_family.511,38,0.429624141,40.56666667,0.045704659,39.70175439,0.968135736,43.13043478,7.08E-17,0.018204875,0.192596551
ltr.1_family.512,50.33333333,0.503839408,57.8,0.127094715,51.71929825,0.66067853,75.82608696,7.44E-22,0.036101768,0.014819249
ltr.1_family.513,123.6666667,0.392955843,131.6,0.11785539,127.9473684,0.965776441,139.8695652,4.02E-15,0.021127996,0.133183814
ltr.1_family.514,49.66666667,0.126040094,60.63333333,0.032947601,55,0.965402671,72.7826087,3.42E-12,0.04286011,0.014308386
ltr.1_family.515,13,0.676141884,14.93333333,0.040310657,13.75438596,0.971787301,16.39130435,7.00E-07,0.022655748,0.126326605
ltr.1_family.516,1450.333333,0.122946824,2082.833333,0.045464029,1626.824561,0.587377881,3473.217391,3.90E-14,0.029727051,0.031465049
ltr.1_family.517,42,0.242728802,45.4,0.04522449,44.21052632,0.675330563,48.08695652,4.40E-09,0.031435042,0.03033126
ltr.1_family.518,18,0.25386593,22.5,0.029286406,20.63157895,0.992503404,26.17391304,2.89E-15,0.029392442,0.033505289
ltr.1_family.519,135.3333333,0.37510107,142.3666667,0.099709917,139.5263158,0.859222218,150.8695652,5.28E-13,0.007568972,0.613629498
ltr.1_family.52,18,0.293644261,22.86666667,0.05185068,19.77192982,0.830699219,28.60869565,1.33E-10,0.027441778,0.054815948
ltr.1_family.520,4.666666667,0.613565373,5.166666667,0.390120743,5.070175439,0.824374339,6.173913043,2.80E-07,0.036184963,0.015009419
ltr.1_family.521,159.3333333,0.455458106,163.8333333,0.272911613,161.8245614,0.86161522,171.7826087,1.12E-19,0.005279697,0.722596716
ltr.1_family.522,2.833333333,0.250162175,3.733333333,0.245281524,3.50877193,0.938855898,4.869565217,8.62E-20,0.004016847,0.783418471
ltr.1_family.523,NA,NA,0.966666667,0.508752602,0.964912281,0.783066072,NA,NA,-0.01066992,0.400889972
ltr.1_family.524,11.83333333,0.296549263,14.56666667,0.14882907,13.54385965,0.946663447,16.52173913,7.53E-11,0.017340271,0.22310354
ltr.1_family.525,125.5,0.160593262,144.3333333,0.064395522,136.3333333,0.919171312,180.1304348,3.53E-21,0.031818329,0.022588416
ltr.1_family.526,477,0.232400837,582.8666667,0.037925336,516.5964912,0.829351562,744,8.87E-17,0.034530655,0.017030691
ltr.1_family.527,25.83333333,0.54025084,27.4,0.118455483,26.66666667,0.868625394,28.39130435,0.000142106,0.018668863,0.190503209
ltr.1_family.528,31.16666667,0.490175429,40,0.026371955,34.84210526,0.917699526,51.34782609,2.15E-15,0.022553344,0.102430852
ltr.1_family.529,1698.666667,0.297559483,1941.6,0.106235941,1796.350877,0.839537231,2285.869565,1.95E-18,0.042495771,0.014308386
ltr.1_family.53,20.16666667,0.886021186,23.76666667,0.045026637,18.38596491,0.804042449,37.91304348,2.15E-14,0.025223552,0.06878382
ltr.1_family.530,414.6666667,0.096845793,603.7333333,0.029286406,528.1578947,0.972200991,801.5217391,2.46E-16,0.029068152,0.043787749
ltr.1_family.531,337.6666667,0.186693506,432.6666667,0.041357803,392.5614035,0.882122393,572.826087,3.13E-15,0.027909043,0.052624377
ltr.1_family.532,59.5,0.124839663,79.63333333,0.028839174,68.52631579,0.882122393,112.6086957,7.22E-17,0.039434318,0.014308386
ltr.1_family.533,16.83333333,0.635995491,18.53333333,0.033869659,17.63157895,0.688063692,19.69565217,6.10E-10,0.027090332,0.047720817
ltr.1_family.534,28.83333333,0.233826304,33.23333333,0.019872878,30.89473684,0.929927737,35.52173913,4.74E-13,0.023544384,0.082587771
ltr.1_family.535,9.333333333,0.122946824,17.36666667,0.026453348,13.47368421,0.830990241,27.95652174,2.41E-12,0.020626131,0.147551286
ltr.1_family.536,193.3333333,0.161452408,269.3666667,0.043666679,217.4736842,0.675958298,424.3478261,1.21E-14,0.038824955,0.014308386
ltr.1_family.537,48.33333333,0.61496212,54.33333333,0.034320587,49.05263158,0.820729652,68.69565217,3.28E-15,0.027926672,0.042719953
ltr.1_family.538,49.5,0.225672809,65.53333333,0.069361525,57.21052632,0.961715043,95.04347826,2.56E-15,0.034331626,0.015226499
ltr.1_family.539,43.16666667,0.180501716,55.56666667,0.02273817,51.0877193,0.903310681,62.86956522,7.24E-12,0.017877655,0.201742316
ltr.1_family.54,47.33333333,0.136370963,58.9,0.127533447,53.12280702,0.593638358,69.04347826,3.95E-13,0.032808594,0.020146403
ltr.1_family.540,18.83333333,0.133907162,24.43333333,0.046318586,19.94736842,0.635236354,35,1.77E-13,0.029721585,0.032909207
ltr.1_family.541,57.5,0.265437274,60.56666667,0.049106006,59.05263158,0.928817445,63,9.60E-12,0.018006787,0.203985733
ltr.1_family.542,34.83333333,0.124839663,57.96666667,0.032138071,44.40350877,0.695135283,92.26086957,6.37E-14,0.033914235,0.016630312
ltr.1_family.543,367.1666667,0.157222735,441.3,0.12477198,406.8070175,0.928721784,513,6.50E-12,0.018870761,0.189482287
ltr.1_family.544,186.1666667,0.274758526,194.1333333,0.21753306,189.6315789,0.959405145,204.4782609,9.94E-16,0.023821716,0.097632105
ltr.1_family.545,634.1666667,0.150280999,827.2333333,0.040659233,708.7719298,0.882122393,1203.391304,1.03E-13,0.035923335,0.014506542
ltr.1_family.546,41.5,0.264366117,45.23333333,0.240842351,43.33333333,0.85362464,49.7826087,1.92E-10,0.02012155,0.1591097
ltr.1_family.547,12,0.983337337,11.96666667,0.940264038,11.96491228,0.965402671,12.65217391,7.56E-07,-0.001284494,0.935990017
ltr.1_family.548,61.33333333,0.122946824,84.26666667,0.04984407,69.29824561,0.695135283,131.4782609,9.20E-14,0.040181373,0.014308386
ltr.1_family.549,14.33333333,0.266301552,19.4,0.032947601,16.33333333,0.816286422,27.39130435,3.29E-15,0.026374667,0.049281793
ltr.1_family.55,61.83333333,0.122946824,87.3,0.044620032,70.19298246,0.637985171,130.2608696,9.38E-18,0.036515352,0.014460134
ltr.1_family.550,475.6666667,0.128849924,613.3666667,0.054112005,514.1929825,0.789609823,885.2173913,8.62E-15,0.037059669,0.014308386
ltr.1_family.551,26.16666667,0.131958551,38.13333333,0.046224024,31,0.718040872,62.30434783,3.61E-15,0.041046524,0.014308386
ltr.1_family.552,166.3333333,0.472864365,179.6666667,0.256349673,175.3508772,0.867817373,194.5217391,2.00E-14,0.009102387,0.540045032
ltr.1_family.553,45.16666667,0.251960995,56.26666667,0.061210396,50.96491228,0.755433715,64.13043478,6.87E-09,0.034280909,0.020597595
ltr.1_family.554,22.5,0.506476199,24.7,0.039721884,23.54385965,0.91218573,27.13043478,1.86E-17,0.033270325,0.020546639
ltr.1_family.555,24.83333333,0.589145411,26.46666667,0.278713369,25.47368421,0.685870851,29,3.68E-12,0.031921314,0.027839315
ltr.1_family.556,35,0.318540582,42.16666667,0.083296159,37.78947368,0.879319305,52.91304348,2.43E-11,0.030493723,0.028100919
ltr.1_family.557,612.8333333,0.122946824,904.8333333,0.045736261,714.6315789,0.734771022,1544.608696,6.28E-13,0.033982041,0.016895925
ltr.1_family.558,13.83333333,0.592189891,15.56666667,0.134003496,14.01754386,0.494444021,17.39130435,1.81E-07,0.011095407,0.449602562
ltr.1_family.559,222,0.162310065,290.1,0.032004936,253.0175439,0.982641665,398.3043478,3.39E-15,0.032083355,0.024345406
ltr.1_family.56,63.66666667,0.151923313,88.56666667,0.043710033,74,0.740086064,126.2173913,5.96E-14,0.024190005,0.084593015
ltr.1_family.560,1771.333333,0.148883301,2046.633333,0.035137554,1900.666667,0.946851704,2404.478261,2.47E-14,0.030111836,0.034563798
ltr.1_family.561,72.33333333,0.166233127,84.43333333,0.041357803,76.63157895,0.796973438,107.0434783,4.32E-15,0.03338828,0.019652981
ltr.1_family.562,32.83333333,0.122946824,35.6,0.082973684,34.49122807,0.891842792,37.08695652,3.59E-10,0.032563017,0.024227401
ltr.1_family.563,15.16666667,0.195085477,17.73333333,0.354837598,17.24561404,0.991704135,20.95652174,1.15E-08,0.029572765,0.036842617
ltr.1_family.564,195.5,0.117773057,293.7666667,0.051635974,234.3333333,0.734771022,533.3043478,2.27E-15,0.01630744,0.256517795
ltr.1_family.565,498.6666667,0.162310065,563.0333333,0.045026637,529.0350877,0.981305743,643.5217391,5.63E-15,0.015309989,0.291522846
ltr.1_family.566,3.666666667,0.918034036,3.966666667,0.101317114,3.719298246,0.990413095,4.695652174,2.05E-10,0.026841064,0.060698398
ltr.1_family.567,27.5,0.523171589,29.93333333,0.060506698,29.07017544,0.882122393,30.2173913,0.006388543,0.021314318,0.134664866
ltr.1_family.568,89.5,0.81237095,91.9,0.062197333,89.64912281,0.7108875,96.82608696,9.28E-16,0.024655884,0.083634192
ltr.1_family.569,4.833333333,0.14411545,6.966666667,0.509885043,6.368421053,0.770673035,9.695652174,2.39E-07,0.033550457,0.021494361
