Samp,Modified.Reason.,Type,number.of.reads,number.of.mapped.reads,percent_reads_aligned,std_numberofreads,number.of.supplementary.alignments,number.of.secondary.alignments,number.of.duplicated.reads,mean.mapping.quality,GC.percentage,general.error.rate,mean.coverageData,std.coverageData,Country,Year,lat,lon,Herbarium,CatalogNumber,State,K3Q2S1964_LD,K3Q1S1964_LD,K3Q3S1964_LD,MaxK3_LD,PC_LD1,PC_LD2,PC_LD3,PC_LD4,PC_LD5,PC_LD6,PC_LD7,PC_LD8,PC_LD9,PC_LD10,RANGE,TimeBin,PCOASamp,PcoaGroups,PcoaGroupRegion,X,Region,PcoaYR,N_S,SampleN,H_C,Heterozygosity,NREAD,COVERAGE,AC_COVERAGE,AC_COUNT,AC_2_COVERAGE,AC_2_COUNT,LI_COVERAGE,LI_COUNT,stdAC,stdLI,geno_Hb7a1,geno_Hb7a2,geno_Hb7b,geno_Hb9,geno_Hb13
Thessa_5_13,No,Contemporary,5802688,5587538,0.962922356,-0.314696531,129370,0,767789,35.1275,38.48%,0.016,0.7934,2.495,Greece,2018,40.64,22.944,,,NA,1.00E-09,0.176041952,0.823958047,0.823958047,-0.046351473,0.021599722,-0.001281163,0.055819315,0.016641014,0.031391818,0.012053408,-0.013282911,-0.004069781,-0.04081159,EUR,Contemp,Greece,Greece,Greece,Greece,,Greece,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thessa_5_14,No,Contemporary,7125190,6880497,0.965658039,-0.104508214,142411,0,841651,33.3023,40.36%,0.015,0.9758,4.5959,Greece,2018,40.64,22.944,,,NA,1.00E-09,0.167395213,0.832604786,0.832604786,-0.046626257,0.017790698,-0.009479619,0.060997343,0.023760699,0.023832705,0.013939684,-0.0057851,-0.004086786,-0.033841638,EUR,Contemp,Greece,Greece,Greece,Greece,,Greece,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thessa_5_15,No,Contemporary,7838612,7297060,0.930912258,0.008877602,132323,0,849909,33.1893,40.62%,0.0146,0.9525,3.505,Greece,2018,40.64,22.944,,,NA,1.00E-09,0.194118374,0.805881625,0.805881625,-0.04396311,0.020111331,-0.016596761,0.067242194,0.021633263,0.014439664,0.003176509,-0.003937985,0.000459097,-0.030785604,EUR,Contemp,Greece,Greece,Greece,Greece,,Greece,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thessa_5_2,No,Contemporary,13052572,12571657,0.963155537,0.837544384,243594,0,1756439,33.0148,39.86%,0.0147,1.6143,6.0488,Greece,2018,40.64,22.944,,,NA,1.00E-09,0.230490933,0.769509066,0.769509066,-0.039950665,0.021293224,-0.027093118,0.093237118,0.028434458,-0.006356401,-0.003472802,0.007889541,0.000675387,-0.044689964,EUR,Contemp,Greece,Greece,Greece,Greece,,Greece,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thessa_5_5,No,Contemporary,5581966,5120726,0.917369615,-0.349776392,116678,0,704380,33.9412,39.50%,0.0157,0.7426,2.7465,Greece,2018,40.64,22.944,,,NA,1.00E-09,0.195550119,0.80444988,0.80444988,-0.044551032,0.023278901,0.000462845,0.049116524,0.016064825,0.026683477,0.005167407,-0.010734213,-0.004399657,-0.036783281,EUR,Contemp,Greece,Greece,Greece,Greece,,Greece,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thessa_5_6,No,Contemporary,6621634,5418487,0.818300589,-0.18453954,126507,0,713470,34.5231,38.69%,0.0156,0.7733,3.0937,Greece,2018,40.64,22.944,,,NA,1.00E-09,0.185218788,0.814781211,0.814781211,-0.045388232,0.021918979,-0.001989595,0.048228439,0.015441391,0.019297193,0.001136661,-0.005368583,-0.004809888,-0.030816412,EUR,Contemp,Greece,Greece,Greece,Greece,,Greece,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thessa_5_7,No,Contemporary,7061876,5937186,0.840737787,-0.114570856,135956,0,892932,35.0088,38.59%,0.0159,0.8548,2.8307,Greece,2018,40.64,22.944,,,NA,1.00E-09,0.177574471,0.822425528,0.822425528,-0.044936929,0.02045442,0.000127882,0.056455128,0.01449696,0.030541384,0.016223683,-0.017610853,-0.002521786,-0.039627048,EUR,Contemp,Greece,Greece,Greece,Greece,,Greece,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRH4_1,No,Herbarium,50187042,49341291,0.983148021,1.26731548,573845,0,3373587,30.88,38.81%,0.0131,4.5901,10.6565,USA,1967,35.44763603,-93.03415428,NCU,NCU_367014,AR,0.589620799,2.25E-09,0.410379199,0.589620799,-0.007481642,-0.031274151,-0.046137186,-0.027524689,0.026446708,-0.056294509,0.11598926,0.056305799,0.157637451,0.213454623,NAM,1958-1997,1967_TRH4_1,1958-1997,1958-1997_NA,1967_NA,Middle,1967_Middle,NA,256,H,0.004607631,49915136,0,2.34516,4,0,0,18.286,17,8.01E-08,3.41E-07,0.5,0,0.5,0,1
TRH4_10,No,Herbarium,30202014,29317318,0.970707384,0.364445705,365238,0,1159321,30.5546,39.70%,0.013,2.8719,8.6618,USA,1971,40.45623124,-90.67787766,UI,UI_06_18_1971,IL,0.92670047,1.00E-09,0.073299529,0.92670047,0.027610773,-0.041549363,0.026038768,0.016188296,0.01386765,0.007623088,-0.015508076,0.004035452,-0.043319352,0.028855854,NAM,1958-1997,1971_TRH4_10,1958-1997,1958-1997_North,1971_North,North,1971_North,N,315,H,0.003684999,29682556,0,0,0,0,0,13.9359,18,0,6.06E-07,0,0,0.5,0.5,0
TRH4_11,No,Herbarium,17519056,16832860,0.960831451,-0.208536202,103141,0,5299554,24.0126,44.48%,0.0113,1.3268,5.293,USA,1886,40.78806359,-89.75998004,UI,UI_07_1886,IL,0.998224668,0.001775331,1.00E-09,0.998224668,0.035705005,-0.039729516,-0.000886487,0.011680625,0.00165342,0.01923897,-0.011937854,-0.006908955,-0.002957189,0.000154434,NAM,1878-1917,1886_TRH4_11,1878-1917,1878-1917_North,1886_North,North,1886_North,N,39,H,0.002280835,16936001,0,0,0,0,0,7.6322,20,0,1.18E-06,0,0,1,0,0
TRH4_12,No,Herbarium,12513528,12256867,0.979489317,-0.434672485,136446,0,2361249,27.9061,42.16%,0.0127,1.1879,4.4176,USA,1875,40.78806359,-89.75998004,UI,UI_1875,IL,0.932782734,1.00E-09,0.067217265,0.932782734,0.025326796,-0.040613037,0.009289062,0.008743379,0.008358153,0.010429997,-0.012317205,-0.011431165,-0.019772061,-0.003838517,NAM,1838-1877,1875_TRH4_12,1838-1877,1838-1877_North,1875_North,North,1875_North,N,3,H,0.002292633,12393313,0,0,0,0,0,3.88122,2,0,1.61E-07,0,0,0.5,0,0
TRH4_13,No,Herbarium,34995286,31450377,0.898703242,0.580992833,169120,0,6194854,25.6903,41.71%,0.0109,2.333,5.6439,USA,NA,40.78806359,-89.75998004,UI,UI_05_03_1895,IL,0.992115679,0.00788432,1.00E-09,0.992115679,0.035663032,-0.039228915,-0.016299459,0.020595817,-0.006963397,0.028525615,-0.024783847,-0.010750269,0.012677965,-0.012810755,NAM,NA,NA_TRH4_13,1958-1997,1958-1997_North,NA_North,North,NA_North,N,NA,H,0.003299301,31619497,0,61.816,62,52.0144,52,6.30372,6,1.96E-06,1.90E-07,0,0,0.5,0,0
TRH4_14,No,Herbarium,35809312,21404563,0.597737343,0.617768336,102971,0,4074422,26.5085,42.81%,0.0113,1.4561,5.9165,USA,1869,38.0837368,-89.36702108,UI,UI_06_19_1869,IL,0.966631926,0.033368073,1.00E-09,0.966631926,0.038498137,-0.034919602,-0.015864795,0.0128907,-0.003288883,0.021488722,-0.010069326,-0.01361552,0.012150692,-0.004311411,NAM,1838-1877,1869_TRH4_14,1838-1877,1838-1877_NA,1869_NA,Middle,1869_Middle,NA,2,H,0.002930263,21507534,0,0,0,2.28503,4,5.0534,14,0,6.51E-07,0,0,1,0,0
TRH4_15,No,Herbarium,25081474,24043609,0.958620255,0.133113489,325722,0,939445,31.4885,39.27%,0.0132,2.4779,7.7205,USA,1959,40.01035275,-88.59108665,UI,UI_05_17_1959,IL,0.881236916,1.00E-09,0.118763083,0.881236916,0.021426085,-0.041751474,0.021443025,0.012426539,0.016855268,0.010058929,0.019170197,0.002816851,-0.046048113,0.058625972,NAM,1958-1997,1959_TRH4_15,1958-1997,1958-1997_North,1959_North,North,1959_North,N,306,H,0.003329239,24369331,0,0,0,0,0,51.1852,55,0,2.26E-06,0,0,1,0,0
TRH4_16,No,Herbarium,27558602,24595490,0.892479597,0.245023465,274534,0,1390091,32.0097,38.70%,0.0119,2.3213,5.1866,USA,1963,30.2035445,-90.91129129,VDB,17017,LA,0.078524056,0.921475943,1.00E-09,0.921475943,0.038420505,0.061728267,-0.03593816,-0.03203636,0.029216313,-0.020542587,0.080980831,0.045094845,-0.040965211,-0.028931621,NAM,1958-1997,1963_TRH4_16,1958-1997,1958-1997_South,1963_South,South,1963_South,S,201,H,0.003425891,24870024,0,13.0487,6,32.6518,16,57.6452,84,2.41E-07,3.38E-06,0,0.5,0,0,0
TRH4_17,No,Herbarium,37175796,36203245,0.973839134,0.679502406,237172,0,7806383,26.1332,41.82%,0.0113,2.8659,7.8965,USA,1949,41.05806562,-75.33951546,PH,PH_00472111,PA,0.917903572,0.068639707,0.01345672,0.917903572,0.032007058,-0.03247839,-0.008188239,0.016859699,-0.007883385,0.013200116,-0.023943674,-0.013423601,0.017274441,-0.008798113,NAM,1918-1957,1949_TRH4_17,1918-1957,1918-1957_North,1949_North,North,1949_North,N,146,H,0.003516878,36440417,0,53.5177,44,60.1323,46,9.2472,22,1.21E-06,6.04E-07,0,0,0,0,0
TRH4_18,No,Herbarium,24769830,23162934,0.935126886,0.119034252,196887,0,3658255,27.5511,41.63%,0.0119,1.9829,6.5416,USA,1958,40.04243843,-76.24770427,PH,PH_00472121,PA,0.956696311,0.005421875,0.037881815,0.956696311,0.029212487,-0.038700078,-0.002741856,0.017183326,-0.000321128,0.007698185,-0.02912449,-0.017685342,0.018750464,-0.012160704,NAM,1958-1997,1958_TRH4_18,1958-1997,1958-1997_North,1958_North,North,1958_North,N,309,H,0.00315851,23359821,0,49.9098,28,31.0283,30,13.8838,13,1.20E-06,5.57E-07,0,0,0,0,0
TRH4_19,No,Herbarium,13359554,13168238,0.985679462,-0.396451307,107262,0,3015255,26.4991,43%,0.0115,1.1629,5.1209,USA,1945,40.33694829,-75.10687343,PH,PH_00472127,PA,0.969210089,0.00015645,0.030633461,0.969210089,0.029206601,-0.037739345,0.003389795,0.005348884,0.003188211,0.009895442,-0.013642869,-0.013243457,-0.004609345,-0.014170658,NAM,1918-1957,1945_TRH4_19,1918-1957,1918-1957_North,1945_North,North,1945_North,N,132,H,0.002136961,13275500,0,40.2886,14,30.6073,16,7.13728,14,1.05E-06,1.05E-06,0,0,0,0,0
TRH4_2,Yes(PCOutlier),Herbarium,31832108,23852592,0.749324927,0.438088964,157920,0,9606672,22.9588,41.97%,0.0406,1.4092,40.3407,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRH4_20,No,Herbarium,32269024,29856304,0.925231082,0.457827653,184067,0,6191036,26.1545,41.33%,0.0111,2.3148,9.019,USA,1945,40.36723146,-76.45771276,PH,PH_00472118,PA,0.999999998,1.00E-09,1.00E-09,0.999999998,0.033856546,-0.040089317,-0.015036518,0.018527074,-0.006299211,0.026119148,-0.010929849,-0.012971722,0.003956319,-0.003699576,NAM,1918-1957,1945_TRH4_20,1918-1957,1918-1957_North,1945_North,North,1945_North,N,133,H,0.003326303,30040371,0,61.8761,42,58.3283,46,3.04767,12,1.40E-06,3.99E-07,0,0,0.5,0,0
TRH4_21,Yes(LowCoverage),Herbarium,61894,57571,0.930154781,-0.997203796,539,0,79,28.531,40.57%,0.0122,0.005,0.0993,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRH4_22,No,Herbarium,31938236,27063435,0.84736787,0.442883541,206321,0,2237900,26.5921,42.76%,0.0115,2.2307,7.2701,USA,1952,40.53106491,-77.40216267,PH,PH_00472112,PA,0.973275431,0.016080585,0.010643984,0.973275431,0.032821093,-0.038598903,-0.011679185,0.020598359,-0.004901526,0.005753445,-0.031061864,-0.016521368,0.026313423,-0.016851888,NAM,1918-1957,1952_TRH4_22,1918-1957,1918-1957_North,1952_North,North,1952_North,N,137,H,0.004212008,27269756,0,70.2345,48,64.7625,56,3.3863,6,1.76E-06,2.20E-07,0,0,0,0,0
TRH4_23,No,Herbarium,20601344,20329626,0.986810666,-0.069286726,197001,0,3950105,27.6678,42.12%,0.0118,1.9065,8.1238,USA,1945,41.44615912,-76.51214129,PH,PH_00471441,PA,0.935435368,0.005493264,0.059071368,0.935435368,0.028024826,-0.038568287,0.010590934,0.010173593,0.003752605,0.011906147,-0.017338405,-0.012665492,-0.013086556,-0.018858167,NAM,1918-1957,1945_TRH4_23,1918-1957,1918-1957_North,1945_North,North,1945_North,N,155,H,0.00288544,20526627,0,60.433,30,58.6891,39,5.93905,2,1.46E-06,9.74E-08,0,0,0,0,0
TRH4_24,No,Herbarium,29306376,22489368,0.76738823,0.32398319,219221,0,2744518,31.6622,38.41%,0.0116,1.9654,4.7428,USA,1908,30.65287053,-92.82787923,VDB,26341,LA,1.00E-09,0.999999998,1.00E-09,0.999999998,0.039353515,0.065572368,-0.028112879,-0.025658811,0.032916741,0.019867067,-0.01478103,0.006994317,0.012067355,-0.006897473,NAM,1878-1917,1908_TRH4_24,1878-1917,1878-1917_South,1908_South,South,1908_South,S,13,H,0.00252134,22708589,0,57.8473,32,53.3975,36,78.484,146,1.41E-06,6.43E-06,0,0,0,0,0
TRH4_25,No,Herbarium,20926548,6471473,0.309247039,-0.054594885,46517,0,1513008,26.5359,42.10%,0.0117,0.5023,2.1961,USA,1961,40.41544054,-76.7794747,PH,PH_00472136,PA,0.966017816,0.033982183,1.00E-09,0.966017816,0.035150617,-0.034922336,-0.00642062,0.007306561,-0.000338127,0.015260579,-0.010524157,-0.011041411,0.005618647,-0.010469331,NAM,1958-1997,1961_TRH4_25,1958-1997,1958-1997_North,1961_North,North,1961_North,N,313,H,0.001131695,6517990,0,6.19363,2,14.6723,10,0.494921,2,3.07E-07,3.07E-07,0,0,0,0,0
TRH4_26,No,Herbarium,7209004,7089213,0.983383141,-0.674316602,62785,0,1448765,26.446,42.13%,0.0117,0.6328,2.612,USA,1959,41.78866771,-76.51545255,PH,PH_00472134,PA,0.618401293,0.309849585,0.071749122,0.618401293,0.024970471,-0.003911081,-0.004647537,0.001501627,-0.009392125,0.000861686,0.001367647,-0.00390032,0.007375743,-0.015369433,NAM,1958-1997,1959_TRH4_26,1958-1997,1958-1997_North,1959_North,North,1959_North,N,325,H,0.001397719,7151998,0,0,0,0,0,2.16202,6,0,8.39E-07,0,0.5,0,0,0
TRH4_27,No,Herbarium,17487936,11860410,0.67820525,-0.20994212,91185,0,2468887,26.284,43.39%,0.0117,0.9929,3.8136,USA,1939,40.00655527,-78.49031712,PH,PH_00472103,PA,0.910631437,8.06E-05,0.089287991,0.910631437,0.024183795,-0.035042467,-0.00775725,0.003229851,-0.0008206,0.010464859,-0.002897943,-0.002512505,0.004321214,-0.014108761,NAM,1918-1957,1939_TRH4_27,1918-1957,1918-1957_North,1939_North,North,1939_North,N,122,H,0.00211555,11951595,0,17.3782,14,0,0,5.47017,4,1.17E-06,3.35E-07,0,0,0,0,0
TRH4_28,No,Herbarium,20622592,16159954,0.783604408,-0.068326799,102164,0,4242709,25.8316,43.91%,0.0112,1.2739,8.5281,USA,1951,40.91818292,-75.70882161,PH,PH_00472087,PA,0.834109738,0.018439864,0.147450397,0.834109738,0.018366614,-0.033697391,-0.017475775,0.003519877,-0.006123994,0.007936021,-0.000951668,-0.006109906,0.019329545,0.002652096,NAM,1918-1957,1951_TRH4_28,1918-1957,1918-1957_North,1951_North,North,1951_North,N,144,H,0.00234766,16262118,0,2.28503,4,1.14251,2,3.67283,6,2.46E-07,3.69E-07,1,0,0.5,0.5,0.5
TRH4_29,No,Herbarium,26040994,25228489,0.968799002,0.17646202,335010,0,1104294,31.1156,39.20%,0.0133,2.5329,7.927,USA,1946,39.92534363,-78.11268366,PH,PH_00472085,PA,0.872171586,0.001736097,0.126092318,0.872171586,0.021255325,-0.039142398,0.01522417,0.018552958,0.007094704,0.027234088,-0.007352221,0.012076561,-0.045150458,0.02703937,NAM,1918-1957,1946_TRH4_29,1918-1957,1918-1957_NA,1946_NA,Middle,1946_Middle,NA,119,H,0.003440682,25563499,0,0,0,0,0,9.09091,9,0,3.52E-07,0,0,0.5,0,0
TRH4_3,No,Herbarium,50307224,46827059,0.930821764,1.27274498,351889,0,7828395,28.0991,40.39%,0.0119,3.7632,11.4795,USA,1899,40.140089,-88.19917067,UI,UI_05_1899,IL,0.91635296,0.000885921,0.082761119,0.91635296,0.025929323,-0.039373198,-0.011640136,0.012729005,-0.000159555,-0.000856985,-0.018813852,0.003528247,0.018158222,0.009622374,NAM,1878-1917,1899_TRH4_3,1878-1917,1878-1917_North,1899_North,North,1899_North,N,29,H,0.004137833,47178948,0,57.4865,40,60.7336,42,6.82469,16,8.48E-07,3.39E-07,0,0,0,0,0.5
TRH4_30,No,Herbarium,30288964,21507504,0.710077241,0.368373872,114490,0,5205384,25.363,42.92%,0.0109,1.5612,5.4499,USA,1943,NA,NA,PH,PH_00472097,NA,0.930934238,0.029717368,0.039348394,0.930934238,0.028088107,-0.034840896,-0.020686444,0.01146941,-0.002537231,0.02362338,-0.015083131,-0.007315097,0.018760473,-0.009673887,NAM,1918-1957,1943_TRH4_30,1918-1957,1918-1957_NA,1943_NA,,1943_,NA,NA,H,0.002870622,21621994,0,55.021,38,43.4155,34,3.25606,6,1.76E-06,2.77E-07,0,0,0.5,0,0
TRH4_31,No,Herbarium,39483752,37260285,0.943686532,0.783769646,412727,0,2944665,29.6812,40.31%,0.0125,3.5232,10.4726,USA,1938,41.34338187,-77.06450625,PH,PH_00472139,PA,0.951989824,1.00E-09,0.048010175,0.951989824,0.030390224,-0.045000783,0.026761359,0.028867867,0.001595985,0.015458323,-0.019426521,0.008387683,-0.035570596,0.069159419,NAM,1918-1957,1938_TRH4_31,1918-1957,1918-1957_North,1938_North,North,1938_North,N,149,H,0.004081115,37673012,0,69.6933,76,65.4841,40,75.7489,100,2.02E-06,2.65E-06,0,0,0.5,0,0
TRH4_32,No,Herbarium,35870936,34417072,0.959469583,0.620552343,482704,0,823897,32.4542,39.12%,0.0128,3.5233,7.6755,USA,1987,30.29053336,-92.41197912,VDB,932,LA,0.164529542,0.610027999,0.225442459,0.610027999,0.013089023,0.03741571,-0.001529619,0.01872194,-0.144807599,-0.103742478,0.092279544,0.063218616,-0.037348262,0.022019062,NAM,1958-1997,1987_TRH4_32,1958-1997,1958-1997_South,1987_South,South,1987_South,S,208,H,0.004434883,34899776,0,54.6001,33,79.555,42,63.3498,91,9.46E-07,2.61E-06,0,0.5,0,0.5,0
TRH4_33,No,Herbarium,33451318,29561028,0.883702938,0.511240514,297062,0,3380091,28.9601,40.97%,0.0124,2.652,7.3382,USA,1982,45.15177086,-86.03849605,MICH,MI_1347389,MI,0.883108738,0.044380241,0.072511021,0.883108738,0.026618777,-0.035011703,0.008770835,0.003636448,-0.011476637,-0.005808587,0.072237174,0.020043777,-0.050779042,0.011133235,NAM,1958-1997,1982_TRH4_33,1958-1997,1958-1997_North,1982_North,North,1982_North,N,352,H,0.003688024,29858090,0,20.7456,8,15.2135,12,31.5707,65,2.68E-07,2.18E-06,0,0.5,1,0,0
TRH4_34,No,Herbarium,17539268,16889956,0.962979527,-0.207623078,283010,0,459142,32.6218,39.03%,0.0137,1.9216,6.0345,USA,1951,46.32817843,-84.52936792,MICH,MI_1347384,MI,0.684152,0.083601861,0.23224614,0.684152,0.011935995,-0.024540008,0.032123686,-0.002833431,-0.008512168,-0.042327879,0.085141178,0.044528719,-0.057271978,-0.077626208,NAM,1918-1957,1951_TRH4_34,1918-1957,1918-1957_North,1951_North,North,1951_North,N,176,H,0.003032663,17172966,0,24.1732,12,7.39627,6,3.90727,4,6.99E-07,2.33E-07,0,0.5,0,0,0
TRH4_35,No,Herbarium,19204400,18350492,0.955535815,-0.132396896,304703,0,437237,32.6269,38.89%,0.0137,2.0551,4.7022,USA,1957,43.64060156,-84.84679655,MICH,MI_1347366,MI,0.740434454,0.008991572,0.250573974,0.740434454,0.009558491,-0.032637567,0.029870868,-0.006816087,0.011976324,-0.001070576,0.035499388,0.007008106,-0.041253377,0.022273934,NAM,1918-1957,1957_TRH4_35,1918-1957,1918-1957_North,1957_North,North,1957_North,N,172,H,0.003156418,18655195,0,61.3951,28,58.2081,30,10.4975,8,1.50E-06,4.29E-07,0,0,0.5,0,0
TRH4_36,No,Herbarium,31700884,30055142,0.948085296,0.432160617,354669,0,2673751,29.9008,40.24%,0.0124,2.9106,7.5816,USA,1973,46.94826921,-86.57216017,MICH,MI_1347380,MI,0.726434296,0.097327559,0.176238145,0.726434296,0.015415563,-0.024690587,-0.003436497,-0.006674195,-0.029634053,-0.06261419,0.133492591,0.05501074,-0.055945243,-0.089238356,NAM,1958-1997,1973_TRH4_36,1958-1997,1958-1997_North,1973_North,North,1973_North,N,358,H,0.003502586,30409811,0,0,0,0,0,9.40349,12,0,3.95E-07,0,0.5,0,0,0
TRH4_37,No,Herbarium,25576288,25116205,0.982011346,0.155467854,370236,0,1126827,31.5768,39.26%,0.0133,2.6839,6.1784,USA,1959,46.20866709,-88.53055287,MICH,MI_1347368,MI,0.69771623,0.073597353,0.228686416,0.69771623,0.01155738,-0.026244142,0.0278188,-0.006384976,0.007751711,-0.021578465,0.012751456,0.019682979,-0.019340764,-0.005587222,NAM,1958-1997,1959_TRH4_37,1958-1997,1958-1997_North,1959_North,North,1959_North,N,353,H,0.003601686,25486441,0,1.14251,2,1.14251,2,14.4569,22,7.85E-08,8.63E-07,0,0,0,0,0
TRH4_38,No,Herbarium,23266634,22658462,0.973860766,0.051123903,347660,0,799946,32.6532,38.64%,0.0135,2.4246,5.4604,USA,1979,45.03110751,-83.16520109,MICH,MI_1347393,MI,0.750035352,0.069679768,0.18028488,0.750035352,0.015826285,-0.027413636,0.03087638,0.003663926,0.000743111,-0.02130717,0.01885225,0.005136047,-0.027995697,0.005797138,NAM,1958-1997,1979_TRH4_38,1958-1997,1958-1997_North,1979_North,North,1979_North,N,351,H,0.003303035,23006122,0,90.3187,75,78.8334,92,23.1831,24,3.26E-06,1.04E-06,0,0,0,0,0
TRH4_39,No,Herbarium,22173450,15600555,0.703569133,0.001736792,50998,0,3957155,22.4676,43.89%,0.01,1.006,3.9885,USA,1893,43.03215631,-85.54929628,MICH,MI_1347376,MI,0.962935554,0.037064445,1.00E-09,0.962935554,0.03452221,-0.033403911,-0.015114248,0.007937275,-0.010430739,0.011977008,0.002056284,-0.008667951,0.011223375,-0.028258155,NAM,1878-1917,1893_TRH4_39,1878-1917,1878-1917_North,1893_North,North,1893_North,N,50,H,0.002202933,15651553,0,0,0,1.26278,2,0.494921,2,0,1.28E-07,0,0.5,0,0,0
TRH4_4,No,Herbarium,26585930,25059099,0.942569961,0.201080762,138954,0,4941185,25.6044,41.40%,0.011,1.8803,11.2559,USA,1916,40.40377473,-91.16469555,UI,UI_06_04_1916,IL,0.998492159,0.00150784,1.00E-09,0.998492159,0.035069342,-0.040267357,-0.0151372,0.019520324,-0.003575743,0.028062726,-0.009889557,-0.011238698,0.015108909,-0.013391814,NAM,1878-1917,1916_TRH4_4,1878-1917,1878-1917_North,1916_North,North,1916_North,N,33,H,0.002938513,25198053,0,0,0,0,0,1.90154,2,0,7.94E-08,0,0,0.5,0.5,0
TRH4_40,No,Herbarium,33008588,29728789,0.90063801,0.491239164,319194,0,1180228,29.4465,40.43%,0.0121,2.6915,9.0039,USA,1944,29.33744189,-90.83763991,VDB,4586,LA,0.783366232,0.166498543,0.050135225,0.783366232,0.029278021,-0.021640555,0.002028775,0.01506206,0.004808234,-0.013623233,-0.011840787,0.031534454,-0.01493721,-0.013863586,NAM,1918-1957,1944_TRH4_40,1918-1957,1918-1957_South,1944_South,South,1944_South,S,63,H,0.004426651,30047983,0,65.4239,44,60.3728,50,38.4475,42,1.46E-06,1.40E-06,0,0,0,0,0
TRH4_42,No,Herbarium,35946972,35365836,0.98383352,0.623987445,492294,0,2097015,31.1972,39.49%,0.0135,3.5964,9.175,USA,1915,42.25322535,-83.83877051,MICH,MI_1279912,MI,0.476179857,1.00E-09,0.523820142,0.523820142,-0.018496622,-0.026652934,-0.051219359,-0.039367018,-0.020129673,-0.063994553,0.170042089,0.09849006,0.087771117,0.057349916,NAM,1878-1917,1915_TRH4_42,1878-1917,1878-1917_North,1915_North,North,1915_North,N,44,H,0.004121331,35858130,0,0,0,1.26278,2,12.9982,22,0,6.14E-07,0.5,0.5,0,0,1
TRH4_43,No,Herbarium,33176642,30261068,0.912119677,0.498831391,236348,0,4417470,27.1818,42.33%,0.0122,2.448,8.9518,USA,1867,43.03545269,-73.09296062,MICH,MI_1539887,VT,0.898655669,1.00E-09,0.10134433,0.898655669,0.021687406,-0.041113836,-0.023199735,0.014069074,-0.005967692,0.019551241,0.007932862,0.012308278,0.011421299,0.04138919,NAM,1838-1877,1867_TRH4_43,1838-1877,1838-1877_North,1867_North,North,1867_North,N,9,H,0.003699624,30497416,0,48.8274,32,55.1413,44,8.46575,18,1.05E-06,5.90E-07,0,0,1,0,0
TRH4_44,No,Herbarium,17674442,8852416,0.500859716,-0.201516281,19254,0,2835601,21.1348,45.09%,0.0071,0.5538,21.0102,USA,1884,39.91680741,-75.39889981,PH,PH_00471515,PA,0.973090991,0.026909008,1.00E-09,0.973090991,0.037880447,-0.030539977,-0.005362533,0.005892578,-0.002085979,0.012746565,-0.005778387,-0.00642383,0.007966864,-0.00941089,NAM,1878-1917,1884_TRH4_44,1878-1917,1878-1917_NA,1884_NA,Middle,1884_Middle,NA,26,H,0.001258262,8871670,0,0,0,1.14251,2,5.31388,16,0,1.80E-06,0,0,0,0,0
TRH4_45,No,Herbarium,29363280,28292462,0.963532071,0.32655396,232638,0,4793603,26.9811,41.59%,0.0117,2.412,7.2828,USA,1934,40.04243843,-76.24770427,PH,PH_06_22_1934,PA,0.902520755,0.077596298,0.019882947,0.902520755,0.033008605,-0.031031958,-0.00078543,0.019920865,-0.002070588,0.014091112,-0.017840732,-0.001992812,-0.012115299,0.018723212,NAM,1918-1957,1934_TRH4_45,1918-1957,1918-1957_North,1934_North,North,1934_North,N,125,H,0.003418612,28525100,0,79.7354,74,68.6109,62,12.7116,8,2.59E-06,2.80E-07,0,0,0.5,0,0
