Samp,Modified.Reason.,Type,number.of.reads,number.of.mapped.reads,percent_reads_aligned,std_numberofreads,number.of.supplementary.alignments,number.of.secondary.alignments,number.of.duplicated.reads,mean.mapping.quality,GC.percentage,general.error.rate,mean.coverageData,std.coverageData,Country,Year,lat,lon,Herbarium,CatalogNumber,State,K3Q2S1964_LD,K3Q1S1964_LD,K3Q3S1964_LD,MaxK3_LD,PC_LD1,PC_LD2,PC_LD3,PC_LD4,PC_LD5,PC_LD6,PC_LD7,PC_LD8,PC_LD9,PC_LD10,RANGE,TimeBin,PCOASamp,PcoaGroups,PcoaGroupRegion,X,Region,PcoaYR,N_S,SampleN,H_C,Heterozygosity,NREAD,COVERAGE,AC_COVERAGE,AC_COUNT,AC_2_COVERAGE,AC_2_COUNT,LI_COVERAGE,LI_COUNT,stdAC,stdLI,geno_Hb7a1,geno_Hb7a2,geno_Hb7b,geno_Hb9,geno_Hb13
Linkoping_37_8,No,Contemporary,8950930,7820266,0.873681953,0.185660887,184982,0,860336,34.5934,38.91%,0.0149,1.1627,3.64,Sweden,2018,58.412,15.622,,,NA,0.143141319,0.235951477,0.620907204,0.620907204,-0.023625494,0.010112071,0.034723866,-0.021122282,-0.013673181,-0.018822476,0.065377407,-0.033441658,0.011628815,-0.026304985,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_37_9,No,Contemporary,8814280,8692631,0.986198646,0.163942785,166193,0,695434,32.0407,40.26%,0.0138,1.2023,5.0978,Sweden,2018,58.412,15.622,,,NA,0.180981815,0.195328408,0.623689777,0.623689777,-0.024227668,0.004986753,0.021431613,-0.018349641,-0.015121718,-0.034577247,0.039290976,-0.037071497,0.037526638,-0.025848144,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_38_1,Yes(LowCoverage),Contemporary,2465052,2197240,0.89135645,-0.845154778,50963,0,326756,36.0163,37.38%,0.0154,0.3048,1.3605,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_38_10,No,Contemporary,11958938,10017220,0.837634579,0.66373059,228264,0,1435364,33.2597,38.49%,0.0143,1.2854,5.4812,Sweden,2018,58.412,15.622,,,NA,0.313753248,0.000673207,0.685573545,0.685573545,-0.029664163,-0.020427776,-0.027038853,-0.020542305,0.010619186,0.002118012,0.029730339,-0.021491543,0.065751787,0.033943964,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_38_2,Yes(LowCoverage),Contemporary,5237930,1964887,0.375126624,-0.404454833,38924,0,169424,32.6174,40.80%,0.0147,0.2722,1.2141,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_38_3,Yes(LowCoverage),Contemporary,4141328,261762,0.063207261,-0.578740337,4883,0,22655,34.0151,39.08%,0.0157,0.0312,0.2937,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_38_4,Yes(LowCoverage),Contemporary,3611912,326870,0.090497775,-0.662881653,5108,0,23946,32.4398,40.37%,0.0144,0.0357,0.3123,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_38_5,Yes(LowCoverage),Contemporary,3420322,1002346,0.293056034,-0.693331497,21294,0,87228,32.9463,40.10%,0.015,0.1395,0.72,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_38_6,No,Contemporary,11711002,11046440,0.94325319,0.624325546,250177,0,1085428,33.7146,39.55%,0.0144,1.579,7.0634,Sweden,2018,58.412,15.622,,,NA,0.209639207,0.116477453,0.67388334,0.67388334,-0.028150987,-0.004518175,0.010750538,-0.034641604,0.052602175,0.002061828,0.027465559,-0.051382946,0.083641395,0.01310458,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_38_7,No,Contemporary,10101110,9673714,0.957688214,0.368461668,183053,0,823249,33.6488,40.47%,0.0137,1.3362,6.3374,Sweden,2018,58.412,15.622,,,NA,0.2266584,0.12515221,0.64818939,0.64818939,-0.02615556,-0.004979695,0.01044257,-0.033593064,0.044425354,0.00627469,0.031165648,-0.048590518,0.081205753,0.011553247,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_38_8,Yes(LowCoverage),Contemporary,3929276,246008,0.06260899,-0.612442255,3295,0,23724,31.765,40.55%,0.0143,0.0224,0.2711,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_38_9,No,Contemporary,9425156,8641233,0.916826523,0.261030728,206017,0,904474,34.6548,38.35%,0.0151,1.2293,4.6911,Sweden,2018,58.412,15.622,,,NA,0.153491883,1.00E-09,0.846508116,0.846508116,-0.046751692,-0.02535966,-0.025321728,-0.042495379,0.03168653,0.035769177,0.058468041,-0.018157789,0.070954393,0.03535992,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_40_1,No,Contemporary,7150456,5114726,0.715300675,-0.10049263,109257,0,736077,33.619,38.10%,0.0152,0.6898,2.5443,Sweden,2018,58.412,15.622,,,NA,0.16406122,1.00E-09,0.835938779,0.835938779,-0.043886362,-0.022898544,-0.017407142,-0.024692036,0.02646579,0.030672261,0.048176229,-0.02802532,0.055246259,0.009041075,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_40_10,No,Contemporary,6577648,3628186,0.551593214,-0.191530337,90451,0,453697,36.0393,37.76%,0.0154,0.5338,3.6981,Sweden,2018,58.412,15.622,,,NA,0.173848169,1.00E-09,0.82615183,0.82615183,-0.04497773,-0.01930061,-0.001107055,-0.024955807,0.022068442,0.029402523,0.031460287,-0.02031921,0.028860668,-0.000753605,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_40_2,Yes(LowCoverage),Contemporary,5455702,1455810,0.266841921,-0.369843823,25367,0,195782,33.0845,39.81%,0.0146,0.1784,0.8849,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_40_3,No,Contemporary,8003856,6090438,0.760937978,0.035140215,151530,0,621193,35.6385,37.64%,0.0161,0.8601,2.7616,Sweden,2018,58.412,15.622,,,NA,0.126051715,1.00E-09,0.873948284,0.873948284,-0.04979308,-0.022005108,-0.006976257,-0.041454901,0.032118466,0.056495298,0.074793332,-0.041338849,0.063859547,0.008247612,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_40_4,Yes(LowCoverage),Contemporary,7645068,3636373,0.47564953,-0.021882795,82699,0,340487,32.9689,39.07%,0.0148,0.497,1.9361,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_40_5,No,Contemporary,9624062,7156367,0.743591116,0.292643321,165157,0,619782,33.0998,39.98%,0.0148,1.0218,3.5512,Sweden,2018,58.412,15.622,,,NA,0.195021234,1.00E-09,0.804978765,0.804978765,-0.043290881,-0.021686203,-0.014623621,-0.038238963,0.029444181,0.016907846,0.030413768,-0.016988637,0.045523048,0.010655259,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_40_6,No,Contemporary,9469806,7226716,0.763132423,0.268127056,174261,0,789804,35.0988,37.67%,0.0147,1.0355,6.6619,Sweden,2018,58.412,15.622,,,NA,0.169560981,0.098032931,0.732406088,0.732406088,-0.034274887,-0.005247436,0.006689295,-0.025423731,0.003827905,0.008922421,0.070805555,-0.014717851,0.034668525,-0.018921845,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_40_7,Yes(LowCoverage),Contemporary,4348774,553091,0.127183202,-0.545770462,10096,0,50167,33.6247,39.58%,0.0148,0.0666,0.4263,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_40_8,Yes(LowCoverage),Contemporary,5272146,1114817,0.211454121,-0.399016804,21372,0,92841,34.1209,39.94%,0.0148,0.1506,0.6996,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_40_9,Yes(LowCoverage),Contemporary,4935172,331113,0.067092494,-0.452572865,5431,0,34036,34.132,39.27%,0.0148,0.0352,0.3362,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_5_1,Yes(LowCoverage),Contemporary,7707310,3406463,0.4419782,-0.01199053,76072,0,311147,35.0971,37.98%,0.0148,0.4647,4.2282,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_5_10,Yes(LowCoverage),Contemporary,7776960,3362842,0.432410865,-0.000920893,72891,0,319305,35.5691,37.43%,0.0151,0.4384,2.3867,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_5_2,No,Contemporary,10935004,4366213,0.399287737,0.50099438,80533,0,345799,33.3766,37.83%,0.0144,0.507,2.022,Sweden,2018,58.412,15.622,,,NA,0.322520055,1.00E-09,0.677479944,0.677479944,-0.029867993,-0.022907671,-0.015282041,-0.010855507,0.005942193,0.011023169,0.035562326,-0.007397441,0.032459874,-0.00868207,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_5_3,Yes(LowCoverage),Contemporary,8842174,1811040,0.204818408,0.168376044,33720,0,162988,33.3653,37.37%,0.0146,0.2059,0.9754,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_5_4,No,Contemporary,11105688,4412983,0.397362415,0.528121585,94965,0,414995,34.8446,37.74%,0.0147,0.5681,3.6089,Sweden,2018,58.412,15.622,,,NA,0.25543919,0.010443381,0.734117429,0.734117429,-0.032850558,-0.015027242,-0.004186527,-0.013538996,0.004680947,0.016396566,0.020843502,-0.01757042,0.027533667,-0.00434632,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_5_5,Yes(LowCoverage),Contemporary,2712636,1018691,0.375535457,-0.805805678,20830,0,80582,33.7455,38.43%,0.0151,0.1309,0.6824,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_5_6,No,Contemporary,9629322,6894184,0.715957364,0.293479305,154577,0,1048617,35.6008,38.15%,0.0147,0.9709,7.4849,Sweden,2018,58.412,15.622,,,NA,0.278825851,1.00E-09,0.721174148,0.721174148,-0.035904368,-0.023947433,-0.007233304,-0.024049533,0.019474481,0.002582,0.065328178,-0.015031621,0.019474944,-0.016094669,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_5_7,Yes(LowCoverage),Contemporary,226772,203204,0.896071825,-1.200889821,4081,0,8128,34.5176,38.58%,0.0149,0.0273,0.274,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_5_8,Yes(LowCoverage),Contemporary,4061048,1500058,0.369377067,-0.591499424,31468,0,127092,33.6401,38.47%,0.0151,0.1921,0.9155,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_5_9,No,Contemporary,11077916,10354184,0.93466894,0.523707716,235288,0,911809,33.6516,38.81%,0.0147,1.4395,5.0008,Sweden,2018,58.412,15.622,,,NA,0.285408962,1.00E-09,0.714591037,0.714591037,-0.035089037,-0.025614958,-0.00948107,-0.037630002,0.037141932,0.014940783,0.040839048,-0.025710064,0.052238408,0.012646929,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_8_1,Yes(LowCoverage),Contemporary,4349408,1214598,0.279255936,-0.545669699,23321,0,99460,32.8728,41.04%,0.0142,0.1632,0.9045,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_8_10,Yes(LowCoverage),Contemporary,5033984,2024555,0.40217748,-0.436868445,41330,0,161528,35.0762,37.76%,0.015,0.2556,1.2378,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_8_2,No,Contemporary,8617408,6234992,0.723534501,0.132653461,159205,0,683132,35.4439,37.56%,0.0159,0.8754,3.1582,Sweden,2018,58.412,15.622,,,NA,0.150491368,1.00E-09,0.849508631,0.849508631,-0.046575532,-0.021840946,-0.010040501,-0.027737709,0.021352149,0.045978085,0.044621304,-0.025145386,0.037920816,0.017135229,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_8_4,No,Contemporary,6252576,4623067,0.739385975,-0.243194786,109834,0,385263,32.8355,38.45%,0.0152,0.6482,2.511,Sweden,2018,58.412,15.622,,,NA,0.182707816,1.00E-09,0.817292183,0.817292183,-0.042085247,-0.022481255,-0.016166208,-0.024818756,0.01977083,0.025656057,0.030860125,-0.018849875,0.037601326,0.012924209,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_8_5,No,Contemporary,7290336,5199463,0.713199364,-0.078261177,120753,0,420415,33.7163,38.45%,0.0154,0.7336,2.4223,Sweden,2018,58.412,15.622,,,NA,0.215162437,1.00E-09,0.784837562,0.784837562,-0.042142155,-0.022897254,-0.003197334,-0.024041555,0.021096179,0.027856455,0.027247411,-0.020414521,0.020018468,0.0144798,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_8_7,No,Contemporary,10805180,8436585,0.780790787,0.48036115,182896,0,1271752,35.2444,38.61%,0.0146,1.1916,8.0252,Sweden,2018,58.412,15.622,,,NA,0.205781654,1.00E-09,0.794218345,0.794218345,-0.042715543,-0.024127477,-0.018063982,-0.036676829,0.028096246,0.030542814,0.045853279,-0.025018786,0.059507748,0.015486838,EUR,Contemp,Sweden,Sweden,Sweden,Sweden,,Sweden,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linkoping_8_8,Yes(LowCoverage),Contemporary,6162158,3462574,0.561909318,-0.257565128,168390,0,553461,27.7399,38.55%,0.0527,0.4035,9.8194,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO_2482965,Yes(LowCoverage),Herbarium,6899912,6638027,0.962045168,-0.688280547,24025,0,1353772,24.0472,42.04%,0.0112,0.4402,1.6506,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO_3179229,No,Herbarium,6229346,6062371,0.973195421,-0.718574914,55176,0,792193,28.3748,40.58%,0.0127,0.5326,2.5327,USA,1956,39.49546503,-92.00073525,MO,3179229,MO,0.766286546,0.21118594,0.022527513,0.766286546,0.03042203,-0.01554315,-0.005454963,0.005795975,-0.011527933,0.010375299,-0.0103156,-0.011601736,0.012413397,-0.007575256,NAM,1918-1957,1956_MO_3179229,1918-1957,1918-1957_NA,1956_NA,Middle,1956_Middle,NA,107,H,0.001368707,6117547,0,20.0842,14,31.81,16,7.13728,6,2.29E-06,9.81E-07,0,0,0,0.5,0.5
MO_3525612,No,Herbarium,19281308,15616932,0.809951897,-0.1289224,207400,0,1364027,30.8514,39.14%,0.0138,1.5992,4.6244,USA,1986,38.44086709,-91.50793343,MO,3525612,MO,0.545299699,0.338495882,0.116204418,0.545299699,0.022706577,0.000600012,-0.004988315,0.004395514,-0.027903089,0.00581758,-0.024542009,-0.01534001,0.015369869,-0.001307812,NAM,1958-1997,1986_MO_3525612,1958-1997,1958-1997_NA,1986_NA,Middle,1986_Middle,NA,282,H,0.002816198,15824332,0,33.2532,14,3.60794,2,9.89841,10,8.85E-07,6.32E-07,0,0,0,0,0
MO_3896053,No,Herbarium,16641920,15855573,0.952749022,-0.248162846,234295,0,1492686,31.5631,39.02%,0.0144,1.6885,6.1116,USA,1989,37.50230058,-94.34711077,MO,3896053,MO,0.910769359,1.00E-09,0.08923064,0.910769359,0.025320614,-0.040792033,0.020616913,0.013497144,0.013601769,0.042089968,-0.002618282,-0.014151489,-0.05633803,0.076437554,NAM,1958-1997,1989_MO_3896053,1958-1997,1958-1997_NA,1989_NA,Middle,1989_Middle,NA,271,H,0.002970852,16089868,0,0,0,0,0,7.21542,6,0,3.73E-07,0,0,1,0,0
MO_5439106,Yes(LowCoverage),Herbarium,5358500,1090038,0.203422226,-0.757917392,3307,0,200191,23.7522,42.68%,0.0094,0.0516,0.5835,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO_5439107,No,Herbarium,21764562,17793975,0.817566418,-0.016735668,79318,0,4477583,25.9986,41.93%,0.0108,1.2233,3.3439,USA,1942,38.19625586,-83.42107541,MO,5439107,KY,1.00E-09,0.999999998,1.00E-09,0.999999998,0.043073148,0.062404114,-0.028253093,-0.011279591,0.010906516,0.028032875,-0.00865819,-0.008153575,0.01191753,-0.006878694,NAM,1918-1957,1942_MO_5439107,1918-1957,1918-1957_NA,1942_NA,Middle,1942_Middle,NA,98,H,0.002111127,17873293,0,40.2285,40,17.3782,14,45.689,88,2.24E-06,4.92E-06,0,0,0.5,0,0
MO_5439112,No,Herbarium,20676512,18758707,0.90724717,-0.065890838,161911,0,3661621,28.4269,40.29%,0.0134,1.5935,4.1649,USA,1982,38.31817284,-83.04953383,MO,5439112,KY,0.656670007,0.272300315,0.071029679,0.656670007,0.026829353,-0.005817697,-0.011805646,0.012887474,-0.03057853,0.009485728,-0.017459003,-0.012163866,0.016320467,-0.003445609,NAM,1958-1997,1982_MO_5439112,1958-1997,1958-1997_NA,1982_NA,Middle,1982_Middle,NA,281,H,0.002825739,18920618,0,34.095,22,37.1016,27,1.32847,2,1.16E-06,1.06E-07,0,0,0,0,0.5
MO_5439132,Yes(LowCoverage),Herbarium,17108864,8195133,0.478999249,-0.227067573,32259,0,1955709,22.9725,43.49%,0.0104,0.4483,4.0018,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO_5452217,No,Herbarium,21213358,17883116,0.84301203,-0.041637581,379388,0,1651443,36.3636,35.65%,0.0152,2.1678,13.5541,USA,2013,39.00847567,-94.34610078,MO,5452217,MO,0.395834339,0.313977228,0.290188433,0.395834339,0.007046727,0.005470879,0.042411932,-0.002157157,-0.031343388,0.015171447,0.000669288,-0.027838326,-0.022618812,0.019270978,NAM,1998-Present,2013_MO_5452217,1998-Present,1998-Present_NA,2013_NA,Middle,2013_Middle,NA,386,H,0.003341342,18262504,0,57.2459,30,36.1996,18,65.8244,64,1.64E-06,3.50E-06,0,0,0,0,0
MO_5457783,No,Herbarium,23610368,21531810,0.911964185,0.06665288,361503,0,1865835,33.4343,37.49%,0.0145,2.193,5.3971,USA,2001,38.82971226,-89.90499843,MO,5457783,IL,0.668118442,0.210283092,0.121598466,0.668118442,0.022518511,-0.014395155,0.005341038,0.009621386,0.005083866,0.010588219,-0.008332391,-0.003021382,-0.009702906,-0.009376461,NAM,1998-Present,2001_MO_5457783,1998-Present,1998-Present_NA,2001_NA,Middle,2001_Middle,NA,385,H,0.003096719,21893313,0,1.14251,2,0,0,15.4728,14,9.14E-08,6.39E-07,0,0,0,0,0
MO_6477066,Yes(LowCoverage),Herbarium,23587226,4354272,0.184602971,0.065607386,4018,0,531423,21.9942,42.59%,0.0061,0.113,2.0258,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO_6598648,No,Herbarium,18644494,17944705,0.962466721,-0.157691942,360998,0,1624684,34.9286,36.72%,0.0154,2.1823,8.5651,USA,2011,39.89317625,-94.40470949,MO,6598648,MO,0.602153985,0.130574356,0.267271659,0.602153985,0.009438378,-0.017903701,0.05303584,-0.006011262,-0.010950536,0.02382747,0.015813738,-0.017602291,-0.040028737,0.018043426,NAM,1998-Present,2011_MO_6598648,1998-Present,1998-Present_NA,2011_NA,Middle,2011_Middle,NA,389,H,0.003547469,18305703,0,73.6019,39,69.5731,17,11.4613,6,2.13E-06,3.28E-07,0,0,0,0,0.5
MO_6848343,No,Herbarium,20326908,19571730,0.962848358,-0.081685006,375417,0,1639191,34.4645,37.26%,0.015,2.3392,8.1623,USA,2013,39.49546503,-92.00073525,MO,6848343,MO,0.475929246,0.305204333,0.218866421,0.475929246,0.014267852,0.001083785,0.043924392,-0.019259191,0.02352131,0.042152014,0.014907666,-0.005381686,-0.035520575,0.004159961,NAM,1998-Present,2013_MO_6848343,1998-Present,1998-Present_NA,2013_NA,Middle,2013_Middle,NA,387,H,0.003584445,19947147,0,70.7156,26,39.2063,18,13.0763,11,1.30E-06,5.51E-07,0,0,0,0,0.5
