"","Samp","K3Q2S1964_LD","K3Q1S1964_LD","K3Q3S1964_LD","Country","Year","TimeBin","SampleN","lat","lon"
"243","Munich_5_11",0.277048963,0.164698122,0.558252914,"Germany",2018,"Contemp",NA,48.137154,11.576124
"244","Munich_5_12",4.43e-07,0.590141429,0.409858128,"Germany",2018,"Contemp",NA,48.137154,11.576124
"245","Munich_5_13",0.055018528,0.486301406,0.458680066,"Germany",2018,"Contemp",NA,48.137154,11.576124
"246","Munich_5_16",0.040311508,0.487006797,0.472681695,"Germany",2018,"Contemp",NA,48.137154,11.576124
"247","Munich_51_6",0.141340399,0.022239019,0.836420581,"Germany",2018,"Contemp",NA,48.137154,11.576124
"248","Munich_51_8",0.16955859,0.118716768,0.711724642,"Germany",2018,"Contemp",NA,48.137154,11.576124
"249","Munich_5_18",1e-09,0.538213977,0.461786022,"Germany",2018,"Contemp",NA,48.137154,11.576124
"250","Munich_51_9",0.082940691,0.045014111,0.872045198,"Germany",2018,"Contemp",NA,48.137154,11.576124
"251","Munich_5_1",0.063025586,0.602349265,0.334625149,"Germany",2018,"Contemp",NA,48.137154,11.576124
"252","Munster_1_7",0.44131105,1e-09,0.558688949,"Germany",2018,"Contemp",NA,51.961563,7.628202
"253","Munster_2_2",0.2969858,1e-09,0.703014199,"Germany",2018,"Contemp",NA,51.961563,7.628202
"254","Munster_3_6",0.377389844,6.66e-08,0.62261009,"Germany",2018,"Contemp",NA,51.961563,7.628202
"255","Munster_37_10",0.304052781,1e-09,0.695947218,"Germany",2018,"Contemp",NA,51.961563,7.628202
"256","Munster_39_5",0.272621818,0.080017579,0.647360603,"Germany",2018,"Contemp",NA,51.961563,7.628202
"257","Munster_40_6",0.2791535,1e-09,0.720846499,"Germany",2018,"Contemp",NA,51.961563,7.628202
"258","Thessa_1_10",1e-09,0.229210855,0.770789144,"Greece",2018,"Contemp",NA,40.64,22.944
"259","Thessa_1_11",0.007381976,0.231235025,0.761382999,"Greece",2018,"Contemp",NA,40.64,22.944
"260","Thessa_1_14",0.01005234,0.216348961,0.773598699,"Greece",2018,"Contemp",NA,40.64,22.944
"261","Thessa_1_15",0.046969653,0.223588592,0.729441755,"Greece",2018,"Contemp",NA,40.64,22.944
"262","Thessa_1_16",0.004855126,0.221501307,0.773643567,"Greece",2018,"Contemp",NA,40.64,22.944
"263","Thessa_1_17",0.012220968,0.195610448,0.792168584,"Greece",2018,"Contemp",NA,40.64,22.944
"264","Thessa_1_1",1.97e-05,0.24142261,0.758557732,"Greece",2018,"Contemp",NA,40.64,22.944
"265","Thessa_1_2",1e-09,0.231813623,0.768186376,"Greece",2018,"Contemp",NA,40.64,22.944
"266","Thessa_1_3",1e-09,0.237335847,0.762664152,"Greece",2018,"Contemp",NA,40.64,22.944
"267","Thessa_1_6",0.036951713,0.212754191,0.750294096,"Greece",2018,"Contemp",NA,40.64,22.944
"268","Thessa_2_14",1e-09,0.297800999,0.702199,"Greece",2018,"Contemp",NA,40.64,22.944
"269","Thessa_2_16",1e-09,0.344564,0.655435999,"Greece",2018,"Contemp",NA,40.64,22.944
"270","Thessa_2_17",1e-09,0.301018251,0.698981748,"Greece",2018,"Contemp",NA,40.64,22.944
"271","Thessa_2_19",1e-09,0.309240927,0.690759072,"Greece",2018,"Contemp",NA,40.64,22.944
"272","Thessa_2_1",1e-09,0.284297137,0.715702862,"Greece",2018,"Contemp",NA,40.64,22.944
"273","Thessa_2_4",1e-09,0.294068932,0.705931067,"Greece",2018,"Contemp",NA,40.64,22.944
"274","Thessa_2_6",1e-09,0.26955146,0.730448539,"Greece",2018,"Contemp",NA,40.64,22.944
"275","Thessa_2_7",1e-09,0.25479412,0.745205879,"Greece",2018,"Contemp",NA,40.64,22.944
"276","Thessa_2_9",1e-09,0.243466092,0.756533907,"Greece",2018,"Contemp",NA,40.64,22.944
"277","Thessa_3_12",8.9e-09,0.274407233,0.725592758,"Greece",2018,"Contemp",NA,40.64,22.944
"278","Thessa_3_13",0.039467248,0.24130328,0.719229473,"Greece",2018,"Contemp",NA,40.64,22.944
"279","Thessa_3_18",0.089769756,0.317970418,0.592259826,"Greece",2018,"Contemp",NA,40.64,22.944
"280","Thessa_3_19",0.054422669,0.294020457,0.651556874,"Greece",2018,"Contemp",NA,40.64,22.944
"281","Thessa_3_3",0.056830913,0.27770497,0.665464117,"Greece",2018,"Contemp",NA,40.64,22.944
"282","Thessa_3_8",0.083961981,0.26804922,0.647988799,"Greece",2018,"Contemp",NA,40.64,22.944
"283","Thessa_3_9",0.032476569,0.226613554,0.740909877,"Greece",2018,"Contemp",NA,40.64,22.944
"284","Thessa_4_13",1e-09,0.233956102,0.766043897,"Greece",2018,"Contemp",NA,40.64,22.944
"285","Thessa_4_15",1e-09,0.224225332,0.775774667,"Greece",2018,"Contemp",NA,40.64,22.944
"286","Thessa_4_17",1e-09,0.243173096,0.756826903,"Greece",2018,"Contemp",NA,40.64,22.944
"287","Thessa_4_18",1e-09,0.164973546,0.835026453,"Greece",2018,"Contemp",NA,40.64,22.944
"288","Thessa_4_19",1e-09,0.210890506,0.789109493,"Greece",2018,"Contemp",NA,40.64,22.944
"289","Thessa_42_10",1e-09,0.270224002,0.729775997,"Greece",2018,"Contemp",NA,40.64,22.944
"290","Thessa_42_13",1e-09,0.289405846,0.710594153,"Greece",2018,"Contemp",NA,40.64,22.944
"291","Thessa_42_16",1e-09,0.233455261,0.766544738,"Greece",2018,"Contemp",NA,40.64,22.944
"292","Thessa_42_17",1e-09,0.200129639,0.79987036,"Greece",2018,"Contemp",NA,40.64,22.944
"293","Thessa_42_18",1e-09,0.247716227,0.752283772,"Greece",2018,"Contemp",NA,40.64,22.944
"294","Thessa_42_19",1e-09,0.298930934,0.701069065,"Greece",2018,"Contemp",NA,40.64,22.944
"295","Thessa_42_20",1e-09,0.217164506,0.782835493,"Greece",2018,"Contemp",NA,40.64,22.944
"296","Thessa_42_2",1e-09,0.25817849,0.741821509,"Greece",2018,"Contemp",NA,40.64,22.944
"297","Thessa_42_4",1e-09,0.286820417,0.713179582,"Greece",2018,"Contemp",NA,40.64,22.944
"298","Thessa_42_8",1e-09,0.262193092,0.737806907,"Greece",2018,"Contemp",NA,40.64,22.944
"299","Thessa_4_2",1e-09,0.222450409,0.77754959,"Greece",2018,"Contemp",NA,40.64,22.944
"300","Thessa_43_10",0.002835844,0.263684465,0.733479691,"Greece",2018,"Contemp",NA,40.64,22.944
"301","Thessa_43_13",1e-09,0.278429756,0.721570243,"Greece",2018,"Contemp",NA,40.64,22.944
"302","Thessa_43_15",1e-09,0.320636048,0.679363951,"Greece",2018,"Contemp",NA,40.64,22.944
"303","Thessa_43_3",0.04249725,0.126739974,0.830762777,"Greece",2018,"Contemp",NA,40.64,22.944
"304","Thessa_43_4",0.000243146,0.276052515,0.723704339,"Greece",2018,"Contemp",NA,40.64,22.944
"305","Thessa_43_5",1e-09,0.235592663,0.764407336,"Greece",2018,"Contemp",NA,40.64,22.944
"306","Thessa_43_6",1e-09,0.33567472,0.664325279,"Greece",2018,"Contemp",NA,40.64,22.944
"307","Thessa_43_8",1e-09,0.221828957,0.778171042,"Greece",2018,"Contemp",NA,40.64,22.944
"308","Thessa_44_10",1e-09,0.244773005,0.755226994,"Greece",2018,"Contemp",NA,40.64,22.944
"309","Thessa_44_13",1e-09,0.128446408,0.871553591,"Greece",2018,"Contemp",NA,40.64,22.944
"310","Thessa_44_14",1e-09,0.153021427,0.846978572,"Greece",2018,"Contemp",NA,40.64,22.944
"311","Thessa_44_17",1e-09,0.145506796,0.854493203,"Greece",2018,"Contemp",NA,40.64,22.944
"312","Thessa_44_19",1e-09,0.141712758,0.858287241,"Greece",2018,"Contemp",NA,40.64,22.944
"313","Thessa_44_1",1e-09,0.123029284,0.876970715,"Greece",2018,"Contemp",NA,40.64,22.944
"314","Thessa_44_2",1e-09,0.120461982,0.879538017,"Greece",2018,"Contemp",NA,40.64,22.944
"315","Thessa_44_5",1e-09,0.142000375,0.857999624,"Greece",2018,"Contemp",NA,40.64,22.944
"316","Thessa_44_7",1e-09,0.21354567,0.786454329,"Greece",2018,"Contemp",NA,40.64,22.944
"317","Thessa_4_4",1e-09,0.256250355,0.743749644,"Greece",2018,"Contemp",NA,40.64,22.944
"318","Thessa_45_10",1e-09,0.273966283,0.726033716,"Greece",2018,"Contemp",NA,40.64,22.944
"319","Thessa_45_13",1e-09,0.25134853,0.748651469,"Greece",2018,"Contemp",NA,40.64,22.944
"320","Thessa_45_15",1e-09,0.278805652,0.721194347,"Greece",2018,"Contemp",NA,40.64,22.944
"321","Thessa_45_17",1e-09,0.272521577,0.727478422,"Greece",2018,"Contemp",NA,40.64,22.944
"322","Thessa_45_18",0.024476069,0.31285361,0.662670321,"Greece",2018,"Contemp",NA,40.64,22.944
"323","Thessa_45_2",1e-09,0.334840636,0.665159363,"Greece",2018,"Contemp",NA,40.64,22.944
"324","Thessa_45_3",1e-09,0.380171793,0.619828206,"Greece",2018,"Contemp",NA,40.64,22.944
"325","Thessa_45_5",1e-09,0.303786257,0.696213742,"Greece",2018,"Contemp",NA,40.64,22.944
"326","Thessa_45_7",1e-09,0.322155799,0.6778442,"Greece",2018,"Contemp",NA,40.64,22.944
"327","Thessa_46_10",1e-09,0.402233829,0.59776617,"Greece",2018,"Contemp",NA,40.64,22.944
"328","Thessa_46_12",1e-09,0.354533044,0.645466955,"Greece",2018,"Contemp",NA,40.64,22.944
"329","Thessa_46_13",1e-09,0.521426185,0.478573814,"Greece",2018,"Contemp",NA,40.64,22.944
"330","Thessa_46_15",1e-09,0.511426611,0.488573388,"Greece",2018,"Contemp",NA,40.64,22.944
"331","Thessa_46_17",1e-09,0.501228593,0.498771406,"Greece",2018,"Contemp",NA,40.64,22.944
"332","Thessa_46_18",1e-09,0.385211273,0.614788726,"Greece",2018,"Contemp",NA,40.64,22.944
"333","Thessa_46_20",1e-09,0.371792534,0.628207465,"Greece",2018,"Contemp",NA,40.64,22.944
"334","Thessa_46_2",1e-09,0.213583255,0.786416744,"Greece",2018,"Contemp",NA,40.64,22.944
"335","Thessa_46_4",1e-09,0.657023034,0.342976965,"Greece",2018,"Contemp",NA,40.64,22.944
"336","Thessa_46_5",1e-09,0.626403088,0.373596911,"Greece",2018,"Contemp",NA,40.64,22.944
"337","Thessa_4_6",1e-09,0.197438303,0.802561696,"Greece",2018,"Contemp",NA,40.64,22.944
"338","Thessa_4_8",1e-09,0.219312525,0.780687474,"Greece",2018,"Contemp",NA,40.64,22.944
"339","Thessa_4_9",1e-09,0.200550132,0.799449867,"Greece",2018,"Contemp",NA,40.64,22.944
"340","Thessa_5_12",1e-09,0.19751262,0.802487379,"Greece",2018,"Contemp",NA,40.64,22.944
"341","Thessa_5_13",1e-09,0.176041952,0.823958047,"Greece",2018,"Contemp",NA,40.64,22.944
"342","Thessa_5_14",1e-09,0.167395213,0.832604786,"Greece",2018,"Contemp",NA,40.64,22.944
"343","Thessa_5_15",1e-09,0.194118374,0.805881625,"Greece",2018,"Contemp",NA,40.64,22.944
"344","Thessa_5_2",1e-09,0.230490933,0.769509066,"Greece",2018,"Contemp",NA,40.64,22.944
"345","Thessa_5_5",1e-09,0.195550119,0.80444988,"Greece",2018,"Contemp",NA,40.64,22.944
"346","Thessa_5_6",1e-09,0.185218788,0.814781211,"Greece",2018,"Contemp",NA,40.64,22.944
"347","Thessa_5_7",1e-09,0.177574471,0.822425528,"Greece",2018,"Contemp",NA,40.64,22.944
"348","Warsaw_1_12",0.230373529,1e-09,0.76962647,"Poland",2018,"Contemp",NA,52.23,21.012
"349","Warsaw_1_15",0.303971697,1e-09,0.696028302,"Poland",2018,"Contemp",NA,52.23,21.012
"350","Warsaw_1_1",0.16508627,1e-09,0.834913729,"Poland",2018,"Contemp",NA,52.23,21.012
"351","Warsaw_1_2",0.245820491,1e-09,0.754179508,"Poland",2018,"Contemp",NA,52.23,21.012
"352","Warsaw_1_7",0.117001896,1e-09,0.882998103,"Poland",2018,"Contemp",NA,52.23,21.012
"353","Warsaw_1_9",0.126290332,5.12e-09,0.873709663,"Poland",2018,"Contemp",NA,52.23,21.012
"354","Warsaw_2_12",0.132072999,1e-09,0.867927,"Poland",2018,"Contemp",NA,52.23,21.012
"355","Warsaw_2_14",0.103071837,1e-09,0.896928162,"Poland",2018,"Contemp",NA,52.23,21.012
"356","Warsaw_2_1",0.136516888,0.092306142,0.77117697,"Poland",2018,"Contemp",NA,52.23,21.012
"357","Warsaw_2_2",0.118144398,1e-09,0.881855601,"Poland",2018,"Contemp",NA,52.23,21.012
"358","Warsaw_2_5",0.040888732,0.259260771,0.699850497,"Poland",2018,"Contemp",NA,52.23,21.012
"359","Warsaw_2_7",0.118839979,1e-09,0.88116002,"Poland",2018,"Contemp",NA,52.23,21.012
"360","Warsaw_2_8",0.154827157,0.000484784,0.844688059,"Poland",2018,"Contemp",NA,52.23,21.012
"361","Warsaw_3_12",0.097214668,1e-09,0.902785331,"Poland",2018,"Contemp",NA,52.23,21.012
"362","Warsaw_3_14",0.170423146,1e-09,0.829576853,"Poland",2018,"Contemp",NA,52.23,21.012
"363","Warsaw_3_15",0.120371237,1e-09,0.879628762,"Poland",2018,"Contemp",NA,52.23,21.012
"364","Warsaw_3_5",0.15176593,1e-09,0.848234069,"Poland",2018,"Contemp",NA,52.23,21.012
"365","Warsaw_4_10",0.050593597,1e-09,0.949406402,"Poland",2018,"Contemp",NA,52.23,21.012
"366","Warsaw_4_11",0.184865767,0.052494828,0.762639405,"Poland",2018,"Contemp",NA,52.23,21.012
"367","Warsaw_4_12",0.072233596,1e-09,0.927766403,"Poland",2018,"Contemp",NA,52.23,21.012
"368","Warsaw_4_14",0.046803545,1e-09,0.953196454,"Poland",2018,"Contemp",NA,52.23,21.012
"369","Warsaw_4_15",0.180700206,0.047657968,0.771641826,"Poland",2018,"Contemp",NA,52.23,21.012
"370","Warsaw_4_1",0.137586259,4.01e-05,0.862373592,"Poland",2018,"Contemp",NA,52.23,21.012
"371","Warsaw_4_3",0.222658006,0.011421195,0.765920799,"Poland",2018,"Contemp",NA,52.23,21.012
"372","Warsaw_4_4",0.080492926,1e-09,0.919507073,"Poland",2018,"Contemp",NA,52.23,21.012
"373","Warsaw_46_10",0.070273255,1e-09,0.929726744,"Poland",2018,"Contemp",NA,52.23,21.012
"374","Warsaw_46_12",0.054262351,1.94e-05,0.945718279,"Poland",2018,"Contemp",NA,52.23,21.012
"375","Warsaw_46_13",0.162978878,1e-09,0.837021121,"Poland",2018,"Contemp",NA,52.23,21.012
"376","Warsaw_46_1",0.081695988,1e-09,0.918304011,"Poland",2018,"Contemp",NA,52.23,21.012
"377","Warsaw_46_2",0.100779242,2.05e-06,0.899218711,"Poland",2018,"Contemp",NA,52.23,21.012
"378","Warsaw_46_5",0.079147475,1e-09,0.920852524,"Poland",2018,"Contemp",NA,52.23,21.012
"379","Warsaw_46_6",0.096848219,0.084411708,0.818740073,"Poland",2018,"Contemp",NA,52.23,21.012
"380","Warsaw_46_7",0.063492454,0.052992787,0.883514759,"Poland",2018,"Contemp",NA,52.23,21.012
"381","Warsaw_46_8",0.011658457,0.007543059,0.980798484,"Poland",2018,"Contemp",NA,52.23,21.012
"382","Warsaw_47_12",0.018397164,0.062682886,0.918919949,"Poland",2018,"Contemp",NA,52.23,21.012
"383","Warsaw_47_14",0.1094694,0.046456415,0.844074185,"Poland",2018,"Contemp",NA,52.23,21.012
"384","Warsaw_47_2",0.040150523,0.042799936,0.91704954,"Poland",2018,"Contemp",NA,52.23,21.012
"385","Warsaw_47_6",0.042262464,1e-09,0.957737535,"Poland",2018,"Contemp",NA,52.23,21.012
"386","Warsaw_47_8",0.045806008,0.038367576,0.915826416,"Poland",2018,"Contemp",NA,52.23,21.012
"387","Warsaw_4_7",0.109066271,1e-09,0.890933728,"Poland",2018,"Contemp",NA,52.23,21.012
"388","Warsaw_48_2",0.061585385,1e-09,0.938414614,"Poland",2018,"Contemp",NA,52.23,21.012
"389","Warsaw_48_3",0.057215173,1e-09,0.942784826,"Poland",2018,"Contemp",NA,52.23,21.012
"390","Warsaw_48_4",0.082649188,1e-09,0.917350811,"Poland",2018,"Contemp",NA,52.23,21.012
"391","Warsaw_48_5",0.047473936,0.08187358,0.870652484,"Poland",2018,"Contemp",NA,52.23,21.012
"392","Warsaw_4_8",0.147033349,0.018430369,0.834536283,"Poland",2018,"Contemp",NA,52.23,21.012
"393","Warsaw_49_2",0.065701905,0.009978678,0.924319417,"Poland",2018,"Contemp",NA,52.23,21.012
"394","Warsaw_49_5",0.083599121,1e-09,0.916400878,"Poland",2018,"Contemp",NA,52.23,21.012
"395","Warsaw_49_6",0.095043251,1e-09,0.904956748,"Poland",2018,"Contemp",NA,52.23,21.012
"396","Warsaw_49_9",0.061725334,0.032141207,0.90613346,"Poland",2018,"Contemp",NA,52.23,21.012
"397","Warsaw_50_10",1e-09,0.107615315,0.892384684,"Poland",2018,"Contemp",NA,52.23,21.012
"398","Warsaw_50_2",0.1041321,0.048071014,0.847796886,"Poland",2018,"Contemp",NA,52.23,21.012
"399","Warsaw_50_4",0.149057464,0.066963627,0.783978909,"Poland",2018,"Contemp",NA,52.23,21.012
"400","Warsaw_50_6",0.171966869,1e-09,0.82803313,"Poland",2018,"Contemp",NA,52.23,21.012
"401","Warsaw_50_7",0.122370121,0.029460508,0.848169371,"Poland",2018,"Contemp",NA,52.23,21.012
"402","Warsaw_50_8",0.074698099,0.089056225,0.836245675,"Poland",2018,"Contemp",NA,52.23,21.012
"403","Warsaw_5_10",0.191168906,0.011699863,0.797131231,"Poland",2018,"Contemp",NA,52.23,21.012
"404","Warsaw_5_12",0.078226825,0.209806864,0.711966311,"Poland",2018,"Contemp",NA,52.23,21.012
"405","Warsaw_5_5",0.041339236,1e-09,0.958660763,"Poland",2018,"Contemp",NA,52.23,21.012
"406","Warsaw_5_6",0.043959081,1e-09,0.956040918,"Poland",2018,"Contemp",NA,52.23,21.012
"407","Warsaw_5_7",0.095501484,1e-09,0.904498515,"Poland",2018,"Contemp",NA,52.23,21.012
"408","cg_178",0.194667054,0.448765535,0.356567411,"Spain",2018,"Contemp",NA,43.362343,-8.41154
"409","cg_286",1e-09,0.643345097,0.356654902,"Spain",2018,"Contemp",NA,43.312691,-1.993332
"410","cg_301",0.058692826,0.437262106,0.504045068,"Spain",2018,"Contemp",NA,37.178055,-3.600833
"411","cg_453",1e-09,0.613711549,0.38628845,"Spain",2018,"Contemp",NA,37.178055,-3.600833
"412","TRTGTO_56_3",0.106448886,0.286976108,0.606575006,"Spain",2018,"Contemp",NA,37.178055,-3.600833
"413","TRTGTO_56_4",1e-09,0.668670341,0.331329658,"Spain",2018,"Contemp",NA,37.178055,-3.600833
"414","TRTGTO_56_5",1e-09,0.61492195,0.385078049,"Spain",2018,"Contemp",NA,37.178055,-3.600833
"415","TRTGTO_57_2",0.009895599,0.484314767,0.505789633,"Spain",2018,"Contemp",NA,37.178055,-3.600833
"416","TRTGTO_57_3",0.052971975,0.485648584,0.461379441,"Spain",2018,"Contemp",NA,37.178055,-3.600833
"417","TRTGTO_57_4",0.039153907,0.413227391,0.547618702,"Spain",2018,"Contemp",NA,37.178055,-3.600833
"418","TRTGTO_57_5",0.023923521,0.442964633,0.533111846,"Spain",2018,"Contemp",NA,37.178055,-3.600833
"419","TRTGTO_58_2",1e-09,0.547142296,0.452857703,"Spain",2018,"Contemp",NA,37.178055,-3.600833
"420","TRTGTO_58_5",1e-09,0.61340998,0.386590019,"Spain",2018,"Contemp",NA,37.178055,-3.600833
"421","TRTGTO_59_1",0.054219999,0.420958489,0.524821512,"Spain",2018,"Contemp",NA,40.961613,-5.667607
"422","TRTGTO_59_2",0.078730155,0.352961446,0.568308399,"Spain",2018,"Contemp",NA,40.961613,-5.667607
"423","TRTGTO_59_3",1e-09,0.467684516,0.532315483,"Spain",2018,"Contemp",NA,40.961613,-5.667607
"424","TRTGTO_59_5",0.00875136,0.499838648,0.491409992,"Spain",2018,"Contemp",NA,40.961613,-5.667607
"425","TRTGTO_61_1",0.146333006,0.421524865,0.432142129,"Spain",2018,"Contemp",NA,43.362343,-8.41154
"426","TRTGTO_61_4",0.165286523,0.376811388,0.45790209,"Spain",2018,"Contemp",NA,43.362343,-8.41154
"427","TRTGTO_62_1",0.126897716,0.45369408,0.419408205,"Spain",2018,"Contemp",NA,43.312691,-1.993332
"428","TRTGTO_62_3",0.16545488,0.458735058,0.375810063,"Spain",2018,"Contemp",NA,43.312691,-1.993332
"429","TRTGTO_62_4",0.13899028,0.507173839,0.353835881,"Spain",2018,"Contemp",NA,43.312691,-1.993332
"430","TRTGTO_62_5",0.110052927,0.490989638,0.398957435,"Spain",2018,"Contemp",NA,43.312691,-1.993332
"431","Linkoping_13_3",0.316004289,1e-09,0.68399571,"Sweden",2018,"Contemp",NA,58.412,15.622
"432","Linkoping_13_8",0.281855966,1e-09,0.718144033,"Sweden",2018,"Contemp",NA,58.412,15.622
"433","Linkoping_15_2",0.177078033,1e-09,0.822921966,"Sweden",2018,"Contemp",NA,58.412,15.622
"434","Linkoping_15_4",0.284173015,1e-09,0.715826984,"Sweden",2018,"Contemp",NA,58.412,15.622
"435","Linkoping_15_8",0.180093746,1e-09,0.819906253,"Sweden",2018,"Contemp",NA,58.412,15.622
"436","Linkoping_16_10",0.223419339,1e-09,0.77658066,"Sweden",2018,"Contemp",NA,58.412,15.622
"437","Linkoping_16_2",0.185653683,1e-09,0.814346316,"Sweden",2018,"Contemp",NA,58.412,15.622
"438","Linkoping_16_4",0.155135546,1e-09,0.844864453,"Sweden",2018,"Contemp",NA,58.412,15.622
"439","Linkoping_16_5",0.176485879,1e-09,0.82351412,"Sweden",2018,"Contemp",NA,58.412,15.622
"440","Linkoping_16_6",0.251839984,1e-09,0.748160015,"Sweden",2018,"Contemp",NA,58.412,15.622
"441","Linkoping_16_7",0.118637716,1e-09,0.881362283,"Sweden",2018,"Contemp",NA,58.412,15.622
"442","Linkoping_25_11",0.17296238,1e-09,0.827037619,"Sweden",2018,"Contemp",NA,58.412,15.622
"443","Linkoping_25_2",0.1298803,1e-09,0.870119699,"Sweden",2018,"Contemp",NA,58.412,15.622
"444","Linkoping_25_5",0.222338729,0.005359187,0.772302084,"Sweden",2018,"Contemp",NA,58.412,15.622
"445","Linkoping_25_7",0.400397807,1e-09,0.599602192,"Sweden",2018,"Contemp",NA,58.412,15.622
"446","Linkoping_27_10",0.16843576,1e-09,0.831564239,"Sweden",2018,"Contemp",NA,58.412,15.622
"447","Linkoping_27_2",0.28840903,1e-09,0.711590969,"Sweden",2018,"Contemp",NA,58.412,15.622
"448","Linkoping_27_4",0.260607699,1e-09,0.7393923,"Sweden",2018,"Contemp",NA,58.412,15.622
"449","Linkoping_27_6",0.425629523,1e-09,0.574370476,"Sweden",2018,"Contemp",NA,58.412,15.622
"450","Linkoping_27_7",0.286844161,0.019227319,0.69392852,"Sweden",2018,"Contemp",NA,58.412,15.622
"451","Linkoping_27_8",0.490676211,1e-09,0.509323788,"Sweden",2018,"Contemp",NA,58.412,15.622
"452","Linkoping_37_1",0.241442591,0.085505665,0.673051743,"Sweden",2018,"Contemp",NA,58.412,15.622
"453","Linkoping_37_2",0.132152037,0.184881658,0.682966305,"Sweden",2018,"Contemp",NA,58.412,15.622
"454","Linkoping_37_3",0.14076048,0.230307748,0.628931772,"Sweden",2018,"Contemp",NA,58.412,15.622
"455","Linkoping_37_8",0.143141319,0.235951477,0.620907204,"Sweden",2018,"Contemp",NA,58.412,15.622
"456","Linkoping_37_9",0.180981815,0.195328408,0.623689777,"Sweden",2018,"Contemp",NA,58.412,15.622
"457","Linkoping_38_10",0.313753248,0.000673207,0.685573545,"Sweden",2018,"Contemp",NA,58.412,15.622
"458","Linkoping_38_6",0.209639207,0.116477453,0.67388334,"Sweden",2018,"Contemp",NA,58.412,15.622
"459","Linkoping_38_7",0.2266584,0.12515221,0.64818939,"Sweden",2018,"Contemp",NA,58.412,15.622
"460","Linkoping_38_9",0.153491883,1e-09,0.846508116,"Sweden",2018,"Contemp",NA,58.412,15.622
"461","Linkoping_40_10",0.173848169,1e-09,0.82615183,"Sweden",2018,"Contemp",NA,58.412,15.622
"462","Linkoping_40_1",0.16406122,1e-09,0.835938779,"Sweden",2018,"Contemp",NA,58.412,15.622
"463","Linkoping_40_3",0.126051715,1e-09,0.873948284,"Sweden",2018,"Contemp",NA,58.412,15.622
"464","Linkoping_40_5",0.195021234,1e-09,0.804978765,"Sweden",2018,"Contemp",NA,58.412,15.622
"465","Linkoping_40_6",0.169560981,0.098032931,0.732406088,"Sweden",2018,"Contemp",NA,58.412,15.622
"466","Linkoping_5_2",0.322520055,1e-09,0.677479944,"Sweden",2018,"Contemp",NA,58.412,15.622
"467","Linkoping_5_4",0.25543919,0.010443381,0.734117429,"Sweden",2018,"Contemp",NA,58.412,15.622
"468","Linkoping_5_6",0.278825851,1e-09,0.721174148,"Sweden",2018,"Contemp",NA,58.412,15.622
"469","Linkoping_5_9",0.285408962,1e-09,0.714591037,"Sweden",2018,"Contemp",NA,58.412,15.622
"470","Linkoping_8_2",0.150491368,1e-09,0.849508631,"Sweden",2018,"Contemp",NA,58.412,15.622
"471","Linkoping_8_4",0.182707816,1e-09,0.817292183,"Sweden",2018,"Contemp",NA,58.412,15.622
"472","Linkoping_8_5",0.215162437,1e-09,0.784837562,"Sweden",2018,"Contemp",NA,58.412,15.622
"473","Linkoping_8_7",0.205781654,1e-09,0.794218345,"Sweden",2018,"Contemp",NA,58.412,15.622
"474","Stockholm_1_6",0.250345173,0.046250442,0.703404385,"Sweden",2018,"Contemp",NA,59.329,18.069
"475","Stockholm_4_18",0.241321247,1e-09,0.758678752,"Sweden",2018,"Contemp",NA,59.329,18.069
"476","Stockholm_42_6",0.137495903,1e-09,0.862504096,"Sweden",2018,"Contemp",NA,59.329,18.069
"477","Stockholm_43_12",0.149334109,1e-09,0.85066589,"Sweden",2018,"Contemp",NA,59.329,18.069
"478","Stockholm_44_17",0.19535096,1e-09,0.804649039,"Sweden",2018,"Contemp",NA,59.329,18.069
"479","Stockholm_5_4",0.188173161,1e-09,0.811826838,"Sweden",2018,"Contemp",NA,59.329,18.069
"480","Brighton_2_6",0.582989634,0.067112014,0.349898352,"UK",2018,"Contemp",NA,50.822,-0.137
"481","Brighton_3_6",0.644802226,1e-09,0.355197773,"UK",2018,"Contemp",NA,50.822,-0.137
"482","Brighton_38_20",0.241298218,0.345441721,0.413260061,"UK",2018,"Contemp",NA,50.822,-0.137
"483","Brighton_39_6",0.389238062,0.231533329,0.379228609,"UK",2018,"Contemp",NA,50.822,-0.137
"484","Brighton_40_1",0.632814874,1e-09,0.367185125,"UK",2018,"Contemp",NA,50.822,-0.137
"485","Brighton_5_1",0.593708178,0.033242243,0.373049579,"UK",2018,"Contemp",NA,50.822,-0.137
"486","BHSC_6830792",0.258956706,0.366461046,0.374582247,"USA",2011,"1998-Present",414,47.52317095,-91.4088486
"487","GA_042908",1e-09,0.977748805,0.022251194,"USA",2003,"1998-Present",371,31.21324181,-81.49369759
"488","GA_042925",0.199674104,0.713057689,0.087268208,"USA",1909,"1878-1917",14,33.95116875,-83.36732908
"489","GA_042926",0.004127405,0.905792048,0.090080547,"USA",1954,"1918-1957",76,31.48380621,-81.37556637
"490","GA_042931",0.373348229,0.411853361,0.21479841,"USA",1995,"1958-1997",245,33.77154687,-84.22643242
"491","GA_042933",0.003677555,0.809581562,0.186740883,"USA",1992,"1958-1997",227,32.01322434,-81.44247222
"492","GA_042934",0.256435689,0.370286269,0.373278042,"USA",1995,"1958-1997",253,34.88172462,-83.40207648
"493","GA_042936",0.477816221,0.368559415,0.153624364,"USA",1987,"1958-1997",243,33.28785074,-83.95716951
