"","Samp","PC_LD1","PC_LD2","Country","Year","TimeBin","Region","H_C"
"322","Thessa_45_18",-0.026126525,0.021079751,"Greece",2018,"Contemp","","C"
"323","Thessa_45_2",-0.029641728,0.030116656,"Greece",2018,"Contemp","","C"
"324","Thessa_45_3",-0.02470161,0.031347697,"Greece",2018,"Contemp","","C"
"325","Thessa_45_5",-0.038859093,0.036199056,"Greece",2018,"Contemp","","C"
"326","Thessa_45_7",-0.029879554,0.028345025,"Greece",2018,"Contemp","","C"
"327","Thessa_46_10",-0.026764989,0.041663098,"Greece",2018,"Contemp","","C"
"328","Thessa_46_12",-0.030174578,0.035699367,"Greece",2018,"Contemp","","C"
"329","Thessa_46_13",-0.018929831,0.053512755,"Greece",2018,"Contemp","","C"
"330","Thessa_46_15",-0.018144085,0.050641296,"Greece",2018,"Contemp","","C"
"331","Thessa_46_17",-0.018502026,0.047597233,"Greece",2018,"Contemp","","C"
"332","Thessa_46_18",-0.028363226,0.039174789,"Greece",2018,"Contemp","","C"
"333","Thessa_46_20",-0.030622941,0.038860323,"Greece",2018,"Contemp","","C"
"334","Thessa_46_2",-0.041652826,0.022753074,"Greece",2018,"Contemp","","C"
"335","Thessa_46_4",-0.006556231,0.062945804,"Greece",2018,"Contemp","","C"
"336","Thessa_46_5",-0.009318056,0.062438834,"Greece",2018,"Contemp","","C"
"337","Thessa_4_6",-0.043431111,0.021035757,"Greece",2018,"Contemp","","C"
"338","Thessa_4_8",-0.038470398,0.018343179,"Greece",2018,"Contemp","","C"
"339","Thessa_4_9",-0.042582123,0.01916701,"Greece",2018,"Contemp","","C"
"340","Thessa_5_12",-0.042331596,0.022202596,"Greece",2018,"Contemp","","C"
"341","Thessa_5_13",-0.046351473,0.021599722,"Greece",2018,"Contemp","","C"
"342","Thessa_5_14",-0.046626257,0.017790698,"Greece",2018,"Contemp","","C"
"343","Thessa_5_15",-0.04396311,0.020111331,"Greece",2018,"Contemp","","C"
"344","Thessa_5_2",-0.039950665,0.021293224,"Greece",2018,"Contemp","","C"
"345","Thessa_5_5",-0.044551032,0.023278901,"Greece",2018,"Contemp","","C"
"346","Thessa_5_6",-0.045388232,0.021918979,"Greece",2018,"Contemp","","C"
"347","Thessa_5_7",-0.044936929,0.02045442,"Greece",2018,"Contemp","","C"
"348","Warsaw_1_12",-0.038142326,-0.01912709,"Poland",2018,"Contemp","","C"
"349","Warsaw_1_15",-0.031562072,-0.023027496,"Poland",2018,"Contemp","","C"
"350","Warsaw_1_1",-0.044641106,-0.017602072,"Poland",2018,"Contemp","","C"
"351","Warsaw_1_2",-0.037176738,-0.020401215,"Poland",2018,"Contemp","","C"
"352","Warsaw_1_7",-0.049636423,-0.011928878,"Poland",2018,"Contemp","","C"
"353","Warsaw_1_9",-0.047870084,-0.011289484,"Poland",2018,"Contemp","","C"
"354","Warsaw_2_12",-0.048921963,-0.013688859,"Poland",2018,"Contemp","","C"
"355","Warsaw_2_14",-0.049862734,-0.014367867,"Poland",2018,"Contemp","","C"
"356","Warsaw_2_1",-0.036404164,-0.004128253,"Poland",2018,"Contemp","","C"
"357","Warsaw_2_2",-0.048088503,-0.016043462,"Poland",2018,"Contemp","","C"
"358","Warsaw_2_5",-0.030167913,0.017295016,"Poland",2018,"Contemp","","C"
"359","Warsaw_2_7",-0.049336683,-0.016598529,"Poland",2018,"Contemp","","C"
"360","Warsaw_2_8",-0.044660767,-0.013115501,"Poland",2018,"Contemp","","C"
"361","Warsaw_3_12",-0.04979754,-0.014217102,"Poland",2018,"Contemp","","C"
"362","Warsaw_3_14",-0.045398913,-0.018621789,"Poland",2018,"Contemp","","C"
"363","Warsaw_3_15",-0.04876869,-0.015077877,"Poland",2018,"Contemp","","C"
"364","Warsaw_3_5",-0.046184205,-0.019308732,"Poland",2018,"Contemp","","C"
"365","Warsaw_4_10",-0.057109623,-0.009501278,"Poland",2018,"Contemp","","C"
"366","Warsaw_4_11",-0.036850685,-0.009759015,"Poland",2018,"Contemp","","C"
"367","Warsaw_4_12",-0.053398151,-0.014037641,"Poland",2018,"Contemp","","C"
"368","Warsaw_4_14",-0.056695627,-0.013977316,"Poland",2018,"Contemp","","C"
"369","Warsaw_4_15",-0.036506223,-0.008783103,"Poland",2018,"Contemp","","C"
"370","Warsaw_4_1",-0.04664635,-0.010350382,"Poland",2018,"Contemp","","C"
"371","Warsaw_4_3",-0.037355399,-0.013771126,"Poland",2018,"Contemp","","C"
"372","Warsaw_4_4",-0.053356968,-0.012965284,"Poland",2018,"Contemp","","C"
"373","Warsaw_46_10",-0.051294043,-0.008265095,"Poland",2018,"Contemp","","C"
"374","Warsaw_46_12",-0.052641417,-0.007198807,"Poland",2018,"Contemp","","C"
"375","Warsaw_46_13",-0.043829615,-0.019807849,"Poland",2018,"Contemp","","C"
"376","Warsaw_46_1",-0.053555399,-0.012812695,"Poland",2018,"Contemp","","C"
"377","Warsaw_46_2",-0.046836045,-0.010689397,"Poland",2018,"Contemp","","C"
"378","Warsaw_46_5",-0.052953876,-0.010707677,"Poland",2018,"Contemp","","C"
"379","Warsaw_46_6",-0.040026875,-0.002591155,"Poland",2018,"Contemp","","C"
"380","Warsaw_46_7",-0.047418837,-0.004345206,"Poland",2018,"Contemp","","C"
"381","Warsaw_46_8",-0.056232851,-0.004668554,"Poland",2018,"Contemp","","C"
"382","Warsaw_47_12",-0.051386907,0.001230423,"Poland",2018,"Contemp","","C"
"383","Warsaw_47_14",-0.042753644,-0.005057258,"Poland",2018,"Contemp","","C"
"384","Warsaw_47_2",-0.050156627,-0.003346214,"Poland",2018,"Contemp","","C"
"385","Warsaw_47_6",-0.053832216,-0.008707873,"Poland",2018,"Contemp","","C"
"386","Warsaw_47_8",-0.049946986,-0.004989482,"Poland",2018,"Contemp","","C"
"387","Warsaw_4_7",-0.050182906,-0.012835464,"Poland",2018,"Contemp","","C"
"388","Warsaw_48_2",-0.051342967,-0.008889609,"Poland",2018,"Contemp","","C"
"389","Warsaw_48_3",-0.053558157,-0.007144192,"Poland",2018,"Contemp","","C"
"390","Warsaw_48_4",-0.051532256,-0.011267708,"Poland",2018,"Contemp","","C"
"391","Warsaw_48_5",-0.044066343,-0.000627583,"Poland",2018,"Contemp","","C"
"392","Warsaw_4_8",-0.043854569,-0.009641561,"Poland",2018,"Contemp","","C"
"393","Warsaw_49_2",-0.050613892,-0.007205584,"Poland",2018,"Contemp","","C"
"394","Warsaw_49_5",-0.050335327,-0.011266627,"Poland",2018,"Contemp","","C"
"395","Warsaw_49_6",-0.04989479,-0.013963269,"Poland",2018,"Contemp","","C"
"396","Warsaw_49_9",-0.051208399,-0.004327306,"Poland",2018,"Contemp","","C"
"397","Warsaw_50_10",-0.049644261,0.007024653,"Poland",2018,"Contemp","","C"
"398","Warsaw_50_2",-0.045374445,-0.004752319,"Poland",2018,"Contemp","","C"
"399","Warsaw_50_4",-0.037891922,-0.005079207,"Poland",2018,"Contemp","","C"
"400","Warsaw_50_6",-0.043517632,-0.018068751,"Poland",2018,"Contemp","","C"
"401","Warsaw_50_7",-0.045665339,-0.008080727,"Poland",2018,"Contemp","","C"
"402","Warsaw_50_8",-0.042264756,-0.00107368,"Poland",2018,"Contemp","","C"
"403","Warsaw_5_10",-0.040026455,-0.01193306,"Poland",2018,"Contemp","","C"
"404","Warsaw_5_12",-0.031130842,0.008875361,"Poland",2018,"Contemp","","C"
"405","Warsaw_5_5",-0.057834822,-0.011399934,"Poland",2018,"Contemp","","C"
"406","Warsaw_5_6",-0.053092223,-0.006824475,"Poland",2018,"Contemp","","C"
"407","Warsaw_5_7",-0.052198293,-0.011821257,"Poland",2018,"Contemp","","C"
"408","cg_178",0.000204693,0.024756181,"Spain",2018,"Contemp","","C"
"409","cg_286",-0.007519186,0.061436032,"Spain",2018,"Contemp","","C"
"410","cg_301",-0.014125331,0.031322327,"Spain",2018,"Contemp","","C"
"411","cg_453",-0.010654487,0.060621573,"Spain",2018,"Contemp","","C"
"412","TRTGTO_56_3",-0.02399761,0.017318053,"Spain",2018,"Contemp","","C"
"413","TRTGTO_56_4",-0.004940925,0.063236724,"Spain",2018,"Contemp","","C"
"414","TRTGTO_56_5",-0.011238344,0.06354223,"Spain",2018,"Contemp","","C"
"415","TRTGTO_57_2",-0.015601294,0.038863036,"Spain",2018,"Contemp","","C"
"416","TRTGTO_57_3",-0.010219928,0.035756958,"Spain",2018,"Contemp","","C"
"417","TRTGTO_57_4",-0.01930402,0.032273926,"Spain",2018,"Contemp","","C"
"418","TRTGTO_57_5",-0.018990758,0.036937566,"Spain",2018,"Contemp","","C"
"419","TRTGTO_58_2",-0.012066386,0.047673742,"Spain",2018,"Contemp","","C"
"420","TRTGTO_58_5",-0.008861793,0.056468894,"Spain",2018,"Contemp","","C"
"421","TRTGTO_59_1",-0.016139075,0.031251075,"Spain",2018,"Contemp","","C"
"422","TRTGTO_59_2",-0.021189027,0.024429451,"Spain",2018,"Contemp","","C"
"423","TRTGTO_59_3",-0.018569856,0.041043833,"Spain",2018,"Contemp","","C"
"424","TRTGTO_59_5",-0.01324939,0.038480817,"Spain",2018,"Contemp","","C"
"425","TRTGTO_61_1",-0.00772895,0.027361197,"Spain",2018,"Contemp","","C"
"426","TRTGTO_61_4",-0.010322968,0.023277324,"Spain",2018,"Contemp","","C"
"427","TRTGTO_62_1",-0.006235245,0.030044627,"Spain",2018,"Contemp","","C"
"428","TRTGTO_62_3",-0.002268088,0.029240972,"Spain",2018,"Contemp","","C"
"429","TRTGTO_62_4",-0.000162598,0.033312722,"Spain",2018,"Contemp","","C"
"430","TRTGTO_62_5",-0.005133517,0.035980107,"Spain",2018,"Contemp","","C"
"431","Linkoping_13_3",-0.030594211,-0.02513153,"Sweden",2018,"Contemp","","C"
"432","Linkoping_13_8",-0.033953191,-0.022577768,"Sweden",2018,"Contemp","","C"
"433","Linkoping_15_2",-0.045488494,-0.018071939,"Sweden",2018,"Contemp","","C"
"434","Linkoping_15_4",-0.033134119,-0.023667227,"Sweden",2018,"Contemp","","C"
"435","Linkoping_15_8",-0.043753464,-0.022403677,"Sweden",2018,"Contemp","","C"
"436","Linkoping_16_10",-0.039611978,-0.025766571,"Sweden",2018,"Contemp","","C"
"437","Linkoping_16_2",-0.043794613,-0.020807211,"Sweden",2018,"Contemp","","C"
"438","Linkoping_16_4",-0.046840695,-0.02107096,"Sweden",2018,"Contemp","","C"
"439","Linkoping_16_5",-0.044046525,-0.022259572,"Sweden",2018,"Contemp","","C"
"440","Linkoping_16_6",-0.037813493,-0.024903791,"Sweden",2018,"Contemp","","C"
"441","Linkoping_16_7",-0.049828095,-0.020086833,"Sweden",2018,"Contemp","","C"
"442","Linkoping_25_11",-0.044219984,-0.018081019,"Sweden",2018,"Contemp","","C"
"443","Linkoping_25_2",-0.04621398,-0.018605417,"Sweden",2018,"Contemp","","C"
"444","Linkoping_25_5",-0.03532925,-0.013910986,"Sweden",2018,"Contemp","","C"
"445","Linkoping_25_7",-0.023311869,-0.028832658,"Sweden",2018,"Contemp","","C"
"446","Linkoping_27_10",-0.046952982,-0.023258115,"Sweden",2018,"Contemp","","C"
"447","Linkoping_27_2",-0.032491519,-0.026217031,"Sweden",2018,"Contemp","","C"
"448","Linkoping_27_4",-0.039277452,-0.024504702,"Sweden",2018,"Contemp","","C"
"449","Linkoping_27_6",-0.021744914,-0.027848511,"Sweden",2018,"Contemp","","C"
"450","Linkoping_27_7",-0.031129231,-0.016206723,"Sweden",2018,"Contemp","","C"
"451","Linkoping_27_8",-0.015432561,-0.031127041,"Sweden",2018,"Contemp","","C"
"452","Linkoping_37_1",-0.028564046,-0.007943285,"Sweden",2018,"Contemp","","C"
"453","Linkoping_37_2",-0.030085816,0.006381127,"Sweden",2018,"Contemp","","C"
"454","Linkoping_37_3",-0.023504215,0.009789796,"Sweden",2018,"Contemp","","C"
"455","Linkoping_37_8",-0.023625494,0.010112071,"Sweden",2018,"Contemp","","C"
"456","Linkoping_37_9",-0.024227668,0.004986753,"Sweden",2018,"Contemp","","C"
"457","Linkoping_38_10",-0.029664163,-0.020427776,"Sweden",2018,"Contemp","","C"
"458","Linkoping_38_6",-0.028150987,-0.004518175,"Sweden",2018,"Contemp","","C"
"459","Linkoping_38_7",-0.02615556,-0.004979695,"Sweden",2018,"Contemp","","C"
"460","Linkoping_38_9",-0.046751692,-0.02535966,"Sweden",2018,"Contemp","","C"
"461","Linkoping_40_10",-0.04497773,-0.01930061,"Sweden",2018,"Contemp","","C"
"462","Linkoping_40_1",-0.043886362,-0.022898544,"Sweden",2018,"Contemp","","C"
"463","Linkoping_40_3",-0.04979308,-0.022005108,"Sweden",2018,"Contemp","","C"
"464","Linkoping_40_5",-0.043290881,-0.021686203,"Sweden",2018,"Contemp","","C"
"465","Linkoping_40_6",-0.034274887,-0.005247436,"Sweden",2018,"Contemp","","C"
"466","Linkoping_5_2",-0.029867993,-0.022907671,"Sweden",2018,"Contemp","","C"
"467","Linkoping_5_4",-0.032850558,-0.015027242,"Sweden",2018,"Contemp","","C"
"468","Linkoping_5_6",-0.035904368,-0.023947433,"Sweden",2018,"Contemp","","C"
"469","Linkoping_5_9",-0.035089037,-0.025614958,"Sweden",2018,"Contemp","","C"
"470","Linkoping_8_2",-0.046575532,-0.021840946,"Sweden",2018,"Contemp","","C"
"471","Linkoping_8_4",-0.042085247,-0.022481255,"Sweden",2018,"Contemp","","C"
"472","Linkoping_8_5",-0.042142155,-0.022897254,"Sweden",2018,"Contemp","","C"
"473","Linkoping_8_7",-0.042715543,-0.024127477,"Sweden",2018,"Contemp","","C"
"474","Stockholm_1_6",-0.032674605,-0.013097317,"Sweden",2018,"Contemp","","C"
"475","Stockholm_4_18",-0.038950982,-0.020573058,"Sweden",2018,"Contemp","","C"
"476","Stockholm_42_6",-0.047463273,-0.018594236,"Sweden",2018,"Contemp","","C"
"477","Stockholm_43_12",-0.047336605,-0.022739923,"Sweden",2018,"Contemp","","C"
"478","Stockholm_44_17",-0.043582841,-0.024737737,"Sweden",2018,"Contemp","","C"
"479","Stockholm_5_4",-0.043388177,-0.018066853,"Sweden",2018,"Contemp","","C"
"480","Brighton_2_6",0.002151095,-0.021167032,"UK",2018,"Contemp","","C"
"481","Brighton_3_6",0.000756626,-0.033276344,"UK",2018,"Contemp","","C"
"482","Brighton_38_20",-0.004094094,0.015498581,"UK",2018,"Contemp","","C"
"483","Brighton_39_6",-0.000852135,-0.00053966,"UK",2018,"Contemp","","C"
"484","Brighton_40_1",-0.000855086,-0.033199474,"UK",2018,"Contemp","","C"
"485","Brighton_5_1",-0.000149509,-0.024386785,"UK",2018,"Contemp","","C"
"486","BHSC_6830792",-0.001375312,0.015663647,"USA",2011,"1998-Present","North","H"
"487","GA_042908",0.031268496,0.068339982,"USA",2003,"1998-Present","South","H"
"488","GA_042925",0.026621237,0.042128171,"USA",1909,"1878-1917","South","H"
"489","GA_042926",0.025350086,0.064149089,"USA",1954,"1918-1957","South","H"
"490","GA_042931",0.014855096,0.014013189,"USA",1995,"1958-1997","South","H"
"491","GA_042933",0.016660816,0.059541605,"USA",1992,"1958-1997","South","H"
"492","GA_042934",-0.001849254,0.01573197,"USA",1995,"1958-1997","South","H"
"493","GA_042936",0.020107287,0.005805982,"USA",1987,"1958-1997","South","H"
"494","GA_260302",0.002076095,0.027184258,"USA",2016,"1998-Present","South","H"
"495","GA_42909",0.011051189,0.058820188,"USA",2007,"1998-Present","","H"
"496","LA_1",0.042704653,0.041744691,"USA",1972,"1958-1997","South","H"
"497","LA_2",0.024570924,0.070616537,"USA",1989,"1958-1997","South","H"
"498","LA_3",0.030463502,0.051893961,"USA",1983,"1958-1997","South","H"
"499","MO_3179229",0.03042203,-0.01554315,"USA",1956,"1918-1957","Middle","H"
"500","MO_3525612",0.022706577,0.000600012,"USA",1986,"1958-1997","Middle","H"
"501","MO_3896053",0.025320614,-0.040792033,"USA",1989,"1958-1997","Middle","H"
"502","MO_5439107",0.043073148,0.062404114,"USA",1942,"1918-1957","Middle","H"
"503","MO_5439112",0.026829353,-0.005817697,"USA",1982,"1958-1997","Middle","H"
"504","MO_5452217",0.007046727,0.005470879,"USA",2013,"1998-Present","Middle","H"
"505","MO_5457783",0.022518511,-0.014395155,"USA",2001,"1998-Present","Middle","H"
"506","MO_6598648",0.009438378,-0.017903701,"USA",2011,"1998-Present","Middle","H"
"507","MO_6848343",0.014267852,0.001083785,"USA",2013,"1998-Present","Middle","H"
"508","MU_04957659",0.018430346,-0.032969512,"USA",1996,"1958-1997","","H"
"509","MU_1827771",0.032198979,-0.037507586,"USA",1965,"1958-1997","North","H"
"510","MU_1912368",0.015856753,0.03722897,"USA",1964,"1958-1997","Middle","H"
"511","MU_3859086",0.03594669,0.039076489,"USA",1989,"1958-1997","","H"
"512","MU_4232901",0.028272214,-0.0001049,"USA",1992,"1958-1997","","H"
"513","MU_985453",0.028640614,-0.036675999,"USA",1929,"1918-1957","","H"
"514","NLU_6875802",-0.001943251,0.045354396,"USA",2000,"1998-Present","","H"
"515","TRH4_10",0.027610773,-0.041549363,"USA",1971,"1958-1997","North","H"
"516","TRH4_11",0.035705005,-0.039729516,"USA",1886,"1878-1917","North","H"
"517","TRH4_12",0.025326796,-0.040613037,"USA",1875,"1838-1877","North","H"
"518","TRH4_13",0.035663032,-0.039228915,"USA",NA,NA,"North","H"
"519","TRH4_14",0.038498137,-0.034919602,"USA",1869,"1838-1877","Middle","H"
"520","TRH4_15",0.021426085,-0.041751474,"USA",1959,"1958-1997","North","H"
"521","TRH4_16",0.038420505,0.061728267,"USA",1963,"1958-1997","South","H"
"522","TRH4_17",0.032007058,-0.03247839,"USA",1949,"1918-1957","North","H"
"523","TRH4_18",0.029212487,-0.038700078,"USA",1958,"1958-1997","North","H"
"524","TRH4_19",0.029206601,-0.037739345,"USA",1945,"1918-1957","North","H"
"525","TRH4_1",-0.007481642,-0.031274151,"USA",1967,"1958-1997","Middle","H"
"526","TRH4_20",0.033856546,-0.040089317,"USA",1945,"1918-1957","North","H"
"527","TRH4_22",0.032821093,-0.038598903,"USA",1952,"1918-1957","North","H"
"528","TRH4_23",0.028024826,-0.038568287,"USA",1945,"1918-1957","North","H"
"529","TRH4_24",0.039353515,0.065572368,"USA",1908,"1878-1917","South","H"
"530","TRH4_25",0.035150617,-0.034922336,"USA",1961,"1958-1997","North","H"
"531","TRH4_26",0.024970471,-0.003911081,"USA",1959,"1958-1997","North","H"
"532","TRH4_27",0.024183795,-0.035042467,"USA",1939,"1918-1957","North","H"
"533","TRH4_28",0.018366614,-0.033697391,"USA",1951,"1918-1957","North","H"
"534","TRH4_29",0.021255325,-0.039142398,"USA",1946,"1918-1957","Middle","H"
"535","TRH4_30",0.028088107,-0.034840896,"USA",1943,"1918-1957","","H"
"536","TRH4_31",0.030390224,-0.045000783,"USA",1938,"1918-1957","North","H"
"537","TRH4_32",0.013089023,0.03741571,"USA",1987,"1958-1997","South","H"
"538","TRH4_33",0.026618777,-0.035011703,"USA",1982,"1958-1997","North","H"
"539","TRH4_34",0.011935995,-0.024540008,"USA",1951,"1918-1957","North","H"
"540","TRH4_35",0.009558491,-0.032637567,"USA",1957,"1918-1957","North","H"
"541","TRH4_36",0.015415563,-0.024690587,"USA",1973,"1958-1997","North","H"
"542","TRH4_37",0.01155738,-0.026244142,"USA",1959,"1958-1997","North","H"
"543","TRH4_38",0.015826285,-0.027413636,"USA",1979,"1958-1997","North","H"
"544","TRH4_39",0.03452221,-0.033403911,"USA",1893,"1878-1917","North","H"
"545","TRH4_3",0.025929323,-0.039373198,"USA",1899,"1878-1917","North","H"
"546","TRH4_40",0.029278021,-0.021640555,"USA",1944,"1918-1957","South","H"
"547","TRH4_42",-0.018496622,-0.026652934,"USA",1915,"1878-1917","North","H"
"548","TRH4_43",0.021687406,-0.041113836,"USA",1867,"1838-1877","North","H"
"549","TRH4_44",0.037880447,-0.030539977,"USA",1884,"1878-1917","Middle","H"
"550","TRH4_45",0.033008605,-0.031031958,"USA",1934,"1918-1957","North","H"
"551","TRH4_47",0.009846078,0.017190441,"USA",1961,"1958-1997","North","H"
"552","TRH4_48",0.025894924,-0.027317229,"USA",1988,"1958-1997","South","H"
"553","TRH4_4",0.035069342,-0.040267357,"USA",1916,"1878-1917","North","H"
"554","TRH4_50",0.033460692,-0.041766474,"USA",1922,"1918-1957","North","H"
"555","TRH4_51",0.036028721,-0.040935384,"USA",1885,"1878-1917","North","H"
"556","TRH4_54",0.018089651,-0.028436109,"USA",1986,"1958-1997","Middle","H"
"557","TRH4_55",0.01695586,-0.026817526,"USA",1952,"1918-1957","Middle","H"
"558","TRH4_56",0.029466216,-0.027467333,"USA",1943,"1918-1957","South","H"
"559","TRH4_57",0.008189047,0.016154586,"USA",1994,"1958-1997","Middle","H"
"560","TRH4_58",0.031569015,-0.038756708,"USA",1965,"1958-1997","Middle","H"
"561","TRH4_59",0.041645792,0.010795034,"USA",1961,"1958-1997","Middle","H"
"562","TRH4_5",0.002622158,0.041861809,"USA",1959,"1958-1997","","H"
"563","TRH4_60",0.020016398,-0.036906784,"USA",1944,"1918-1957","","H"
"564","TRH4_62",0.026665035,-0.024362575,"USA",1930,"1918-1957","Middle","H"
"565","TRH4_63",0.03329449,-0.041022803,"USA",1907,"1878-1917","Middle","H"
"566","TRH4_64",0.027077295,0.058052947,"USA",1992,"1958-1997","South","H"
"567","TRH4_65",0.031754774,-0.041625499,"USA",1977,"1958-1997","Middle","H"
"568","TRH4_66",0.034053305,0.055254319,"USA",NA,NA,"South","H"
"569","TRH4_67",0.005277533,0.047222086,"USA",NA,NA,"South","H"
"570","TRH4_69",0.023414307,-0.032179523,"USA",1936,"1918-1957","South","H"
"571","TRH4_70",0.028325518,0.054654509,"USA",1992,"1958-1997","South","H"
"572","TRH4_71",0.025119599,-0.027354093,"USA",1910,"1878-1917","South","H"
"573","TRH4_72",0.015867084,-0.028814258,"USA",1975,"1958-1997","South","H"
"574","TRH4_73",0.025289802,0.019387105,"USA",1975,"1958-1997","South","H"
"575","TRH4_74",0.002583758,0.047551435,"USA",1973,"1958-1997","South","H"
"576","TRH4_75",0.015828855,-0.034977342,"USA",1966,"1958-1997","South","H"
"577","TRH4_76",0.030591475,-0.035973341,"USA",1975,"1958-1997","South","H"
"578","TRH4_77",0.016848217,-0.018412266,"USA",1975,"1958-1997","South","H"
"579","TRH4_78",0.008326803,-0.033294672,"USA",2006,"1998-Present","South","H"
"580","TRH4_79",0.028220418,0.066310229,"USA",2001,"1998-Present","South","H"
"581","TRH4_7",0.027123042,-0.028022849,"USA",1902,"1878-1917","","H"
"582","TRH4_80",0.013452214,-0.028319009,"USA",1975,"1958-1997","South","H"
"583","TRH4_81",0.02411229,-0.012025083,"USA",1975,"1958-1997","South","H"
"584","TRH4_82",0.020915121,-0.037242461,"USA",1960,"1958-1997","South","H"
"585","TRH4_83",0.000940439,-0.004580649,"USA",2014,"1998-Present","South","H"
"586","TRH4_84",0.016161171,-0.038415729,"USA",1938,"1918-1957","North","H"
"587","TRH4_8",0.030007817,0.013255182,"USA",1970,"1958-1997","South","H"
"588","TRH4_9",0.034803994,-0.039631365,"USA",1897,"1878-1917","North","H"
"589","TRHS100",0.036198211,0.048632578,"USA",1947,"1918-1957","North","H"
"590","TRHS101",0.028302997,-0.037784794,"USA",1949,"1918-1957","Middle","H"
"591","TRHS102",0.036345812,-0.019417248,"USA",1882,"1878-1917","","H"
"592","TRHS103",0.006834185,0.02295872,"USA",1979,"1958-1997","Middle","H"
"593","TRHS104",0.041663598,0.063017699,"USA",1931,"1918-1957","South","H"
"594","TRHS105",0.000850278,-0.028666851,"USA",1854,"1838-1877","North","H"
"595","TRHS106",0.009506948,-0.029714195,"USA",1992,"1958-1997","North","H"
"596","TRHS107",0.002435112,0.008609469,"USA",2000,"1998-Present","North","H"
"597","TRHS109",0.026671857,-0.033721916,"USA",1916,"1878-1917","North","H"
"598","TRHS110",0.017962197,-0.028465367,"USA",1914,"1878-1917","North","H"
"599","TRHS111",0.01563608,-0.036656998,"USA",1926,"1918-1957","North","H"
"600","TRHS112",0.038364055,0.062744537,"USA",1978,"1958-1997","South","H"
"601","TRHS113",0.03809268,-0.03922423,"USA",1939,"1918-1957","North","H"
"602","TRHS114",0.032474292,-0.036784013,"USA",1934,"1918-1957","North","H"
"603","TRHS115",0.033349027,-0.041539142,"USA",1951,"1918-1957","North","H"
"604","TRHS116",0.032044442,-0.028998785,"USA",1932,"1918-1957","North","H"
"605","TRHS117",0.039605324,-0.03643879,"USA",1883,"1878-1917","Middle","H"
"606","TRHS118",0.039214329,-0.034582007,"USA",1903,"1878-1917","Middle","H"
"607","TRHS119",0.036608824,-0.03796398,"USA",1892,"1878-1917","Middle","H"
"608","TRHS120",0.042158691,0.067900802,"USA",1975,"1958-1997","South","H"
"609","TRHS121",0.0323456,0.030444334,"USA",1969,"1958-1997","South","H"
"610","TRHS122",0.028873521,0.051242157,"USA",1988,"1958-1997","South","H"
"611","TRHS123",0.031550305,0.052787815,"USA",1998,"1998-Present","South","H"
"612","TRHS124",0.03528256,0.058431805,"USA",1966,"1958-1997","","H"
"613","TRHS126",0.035814761,0.010889573,"USA",1947,"1918-1957","Middle","H"
"614","TRHS127",0.010984505,-0.014916674,"USA",1988,"1958-1997","North","H"
"615","TRHS128",0.042325946,0.069771881,"USA",1967,"1958-1997","South","H"
"616","TRHS129",0.026812208,-0.031720848,"USA",1954,"1918-1957","North","H"
"617","TRHS130",0.018666582,-0.030446642,"USA",1927,"1918-1957","Middle","H"
"618","TRHS131",0.022784408,-0.036805158,"USA",1914,"1878-1917","North","H"
"619","TRHS132",0.027865437,-0.036167205,"USA",1921,"1918-1957","Middle","H"
"620","TRHS133",0.032233601,-0.039828617,"USA",1946,"1918-1957","Middle","H"
"621","TRHS134",0.022389193,-0.032729309,"USA",1952,"1918-1957","North","H"
"622","TRHS135",0.03253492,-0.037376388,"USA",1936,"1918-1957","North","H"
"623","TRHS136",0.025484688,0.005505823,"USA",1971,"1958-1997","South","H"
"624","TRHS137",0.037522015,0.047390745,"USA",1964,"1958-1997","South","H"
"625","TRHS138",0.029836574,-0.028760424,"USA",1976,"1958-1997","South","H"
"626","TRHS139",0.029319637,-0.033083897,"USA",1903,"1878-1917","South","H"
"627","TRHS140",0.036257381,0.04770162,"USA",1975,"1958-1997","South","H"
"628","TRHS141",0.013075148,0.063490069,"USA",1999,"1998-Present","South","H"
"629","TRHS142",0.019551242,-0.031005096,"USA",1947,"1918-1957","Middle","H"
"630","TRHS143",0.020510565,-0.03898196,"USA",1984,"1958-1997","Middle","H"
"631","TRHS144",0.035842479,0.064130139,"USA",1990,"1958-1997","South","H"
"632","TRHS145",0.04150504,0.061444517,"USA",1939,"1918-1957","North","H"
"633","TRHS146",0.028446727,-0.038177194,"USA",1949,"1918-1957","North","H"
"634","TRHS147",0.039404414,0.064715496,"USA",1950,"1918-1957","","H"
"635","TRHS148",0.025184959,-0.038635946,"USA",1948,"1918-1957","Middle","H"
"636","TRHS149",0.021801176,-0.039007943,"USA",1972,"1958-1997","Middle","H"
"637","TRHS150",0.04210908,0.060139344,"USA",1941,"1918-1957","Middle","H"
"638","TRHS151",0.027164659,0.001877346,"USA",1991,"1958-1997","North","H"
"639","TRHS152",0.03678944,0.073251797,"USA",1974,"1958-1997","South","H"
"640","TRHS153",0.029041264,-0.03507862,"USA",1934,"1918-1957","North","H"
"641","TRHS154",0.029968597,-0.038473894,"USA",1914,"1878-1917","North","H"
"642","TRHS156",0.035580648,-0.037378541,"USA",1940,"1918-1957","Middle","H"
"643","TRHS158",0.025237527,-0.04276824,"USA",1939,"1918-1957","Middle","H"
"644","TRHS159",0.015996161,-0.040767049,"USA",1870,"1838-1877","North","H"
